# Target Sample Rate: 400 Hz,,,,
# Max Device Sample Rate: 400 Hz,,,,
# Recording started at: 2026-02-07 14:14:04.574,,,,
time,Ï‰â‚“ (rad/s),Ï‰áµ§ (rad/s),Ï‰á¶» (rad/s),Ï‰_total (rad/s)
3.762795,0.758,0.642,-0.115,1
3.765792,0.653,0.739,-0.099,0.991
3.768234,0.615,0.776,-0.097,0.995
3.770731,0.575,0.815,-0.097,1.002
3.77367,0.533,0.856,-0.099,1.013
3.779765,0.492,0.894,-0.1,1.026
3.780067,0.445,0.934,-0.106,1.039
3.781007,0.399,0.973,-0.109,1.057
3.78361,0.351,1.012,-0.115,1.078
3.786146,0.302,1.05,-0.119,1.099
3.788597,0.251,1.087,-0.121,1.122
3.796201,0.202,1.122,-0.125,1.147
3.798883,0.04,1.215,-0.136,1.223
3.801242,-0.016,1.237,-0.139,1.245
3.803768,-0.072,1.255,-0.139,1.265
3.806285,-0.125,1.268,-0.136,1.281
3.812903,-0.178,1.275,-0.138,1.295
3.8132,-0.228,1.278,-0.136,1.305
3.814006,-0.275,1.273,-0.132,1.309
3.81631,-0.323,1.262,-0.132,1.309
3.818983,-0.368,1.251,-0.129,1.31
3.82134,-0.409,1.238,-0.125,1.31
3.83009,-0.446,1.226,-0.123,1.311
3.833958,-0.532,1.169,-0.109,1.289
3.836638,-0.536,1.154,-0.102,1.277
3.839162,-0.536,1.14,-0.099,1.264
3.846495,-0.526,1.123,-0.094,1.244
3.84921,-0.458,1.053,-0.081,1.151
3.851542,-0.423,1.021,-0.075,1.107
3.854104,-0.383,0.984,-0.073,1.058
3.856679,-0.337,0.94,-0.066,1.001
3.86339,-0.283,0.895,-0.06,0.941
3.863689,-0.224,0.843,-0.053,0.874
3.864255,-0.168,0.788,-0.047,0.807
3.866377,-0.106,0.73,-0.04,0.739
3.870557,-0.041,0.668,-0.031,0.67
3.871546,0.023,0.603,-0.02,0.604
3.884397,0.088,0.539,-0.008,0.547
3.889253,0.409,0.2,0.072,0.461
3.898873,0.447,0.159,0.075,0.48
3.901705,0.554,0.051,0.073,0.562
3.904143,0.568,0.039,0.068,0.573
3.906778,0.582,0.033,0.061,0.586
3.91527,0.593,0.033,0.058,0.596
3.91932,0.601,0.095,0.058,0.611
3.922073,0.597,0.124,0.061,0.613
3.931433,0.589,0.16,0.064,0.614
3.934626,0.546,0.331,0.08,0.643
3.937154,0.533,0.379,0.084,0.659
3.939793,0.515,0.429,0.084,0.675
3.947423,0.498,0.479,0.084,0.696
3.949961,0.432,0.616,0.077,0.756
3.954749,0.38,0.693,0.065,0.793
3.963503,0.351,0.726,0.058,0.808
3.967409,0.23,0.826,0.035,0.858
3.969974,0.196,0.843,0.033,0.866
3.972391,0.164,0.853,0.029,0.869
3.979865,0.128,0.86,0.027,0.87
3.982589,0.016,0.844,0.013,0.844
3.984969,-0.024,0.824,0.007,0.824
3.98761,-0.062,0.794,-0.004,0.796
3.990125,-0.104,0.759,-0.016,0.766
3.996448,-0.146,0.716,-0.03,0.731
3.996748,-0.188,0.667,-0.047,0.695
3.997702,-0.23,0.614,-0.064,0.659
4.00037,-0.272,0.556,-0.087,0.625
4.002683,-0.315,0.496,-0.107,0.597
4.005138,-0.357,0.43,-0.129,0.574
4.012987,-0.4,0.358,-0.153,0.558
4.0177,-0.569,0.082,-0.242,0.623
4.020408,-0.608,0.018,-0.26,0.662
4.022968,-0.648,-0.041,-0.278,0.707
4.029694,-0.684,-0.093,-0.3,0.752
4.032828,-0.778,-0.203,-0.355,0.879
4.03529,-0.802,-0.224,-0.371,0.912
4.037965,-0.821,-0.244,-0.387,0.94
4.040653,-0.836,-0.255,-0.403,0.963
4.046799,-0.846,-0.264,-0.413,0.978
4.047098,-0.849,-0.267,-0.423,0.985
4.048156,-0.842,-0.266,-0.429,0.982
4.050599,-0.827,-0.261,-0.429,0.968
4.052934,-0.807,-0.25,-0.425,0.946
4.055498,-0.775,-0.232,-0.415,0.909
4.063312,-0.74,-0.211,-0.403,0.869
4.068137,-0.554,-0.068,-0.322,0.644
4.070641,-0.507,-0.032,-0.302,0.591
4.073103,-0.457,0.005,-0.285,0.538
4.079768,-0.41,0.035,-0.273,0.494
4.083272,-0.29,0.098,-0.243,0.391
4.085841,-0.257,0.102,-0.236,0.364
4.088374,-0.226,0.099,-0.233,0.34
4.096486,-0.202,0.079,-0.229,0.316
4.101012,-0.171,-0.155,-0.21,0.312
4.103466,-0.185,-0.263,-0.204,0.381
4.106029,-0.207,-0.39,-0.197,0.483
4.112933,-0.243,-0.541,-0.188,0.622
4.115948,-0.411,-1.12,-0.131,1.2
4.1184,-0.489,-1.349,-0.099,1.439
4.121043,-0.57,-1.589,-0.057,1.689
4.123894,-0.657,-1.835,-0.009,1.949
4.130022,-0.743,-2.077,0.05,2.206
4.130327,-0.827,-2.308,0.111,2.454
4.131182,-0.901,-2.516,0.18,2.678
4.133646,-0.966,-2.688,0.253,2.868
4.136333,-1.017,-2.825,0.331,3.02
4.138849,-1.054,-2.928,0.405,3.138
4.14707,-1.083,-2.997,0.479,3.223
4.151233,-1.117,-2.995,0.703,3.273
4.154265,-1.116,-2.943,0.743,3.234
4.156553,-1.109,-2.873,0.779,3.176
4.169127,-1.101,-2.791,0.809,3.107
4.174678,-1.025,-2.103,0.885,2.501
4.184,-1.011,-1.972,0.877,2.383
4.186513,-0.957,-1.421,0.822,1.9
4.189334,-0.942,-1.285,0.799,1.783
4.19969,-0.931,-1.148,0.776,1.669
4.204177,-0.875,-0.515,0.629,1.195
4.206605,-0.867,-0.4,0.596,1.126
4.216081,-0.855,-0.294,0.565,1.066
4.219476,-0.817,0.058,0.418,0.919
4.221933,-0.811,0.119,0.379,0.903
4.232002,-0.806,0.169,0.343,0.892
4.236738,-0.793,0.223,0.148,0.837
4.239746,-0.791,0.194,0.109,0.822
4.248432,-0.789,0.158,0.075,0.808
4.252037,-0.79,-0.09,-0.033,0.796
4.254717,-0.791,-0.178,-0.056,0.813
4.256961,-0.794,-0.27,-0.079,0.843
4.264925,-0.8,-0.369,-0.099,0.886
4.26963,-0.827,-0.799,-0.172,1.163
4.272187,-0.836,-0.906,-0.184,1.246
4.281275,-0.844,-1.013,-0.199,1.333
4.284694,-0.874,-1.39,-0.233,1.658
4.287121,-0.877,-1.471,-0.235,1.729
4.289808,-0.874,-1.542,-0.237,1.789
4.297945,-0.873,-1.606,-0.237,1.843
4.302475,-0.825,-1.808,-0.217,2
4.304907,-0.805,-1.846,-0.212,2.025
4.314518,-0.783,-1.875,-0.204,2.042
4.3174,-0.666,-1.934,-0.163,2.052
4.319998,-0.627,-1.926,-0.146,2.03
4.322662,-0.584,-1.911,-0.13,2.002
4.331167,-0.538,-1.885,-0.118,1.964
4.33501,-0.309,-1.663,-0.051,1.692
4.33756,-0.241,-1.577,-0.036,1.596
4.347746,-0.174,-1.486,-0.017,1.496
4.350284,0.097,-1.062,0.053,1.068
4.352729,0.16,-0.957,0.065,0.973
4.364634,0.275,-0.774,0.075,0.825
4.367729,0.43,-0.52,0.062,0.677
4.370256,0.455,-0.483,0.058,0.667
4.372729,0.476,-0.45,0.049,0.657
4.381458,0.495,-0.421,0.046,0.651
4.385422,0.54,-0.344,0.035,0.641
4.388037,0.549,-0.328,0.034,0.64
4.398118,0.556,-0.311,0.037,0.638
4.400673,0.573,-0.218,0.028,0.614
4.403126,0.576,-0.184,0.024,0.605
4.41484,0.575,-0.106,0.018,0.584
4.418094,0.558,0.071,0.012,0.562
4.420787,0.552,0.116,0.016,0.565
4.423192,0.545,0.16,0.021,0.568
4.431519,0.537,0.204,0.026,0.575
4.435748,0.512,0.369,0.071,0.635
4.438277,0.509,0.409,0.078,0.658
4.44822,0.51,0.449,0.086,0.684
4.450921,0.513,0.624,0.101,0.814
4.453436,0.516,0.67,0.101,0.852
4.455936,0.52,0.72,0.102,0.894
4.465785,0.527,0.775,0.097,0.942
4.468534,0.563,1.004,0.072,1.153
4.470964,0.573,1.063,0.06,1.21
4.473511,0.587,1.122,0.049,1.267
4.482433,0.601,1.184,0.034,1.328
4.486109,0.666,1.433,-0.036,1.581
4.488733,0.69,1.494,-0.055,1.646
4.499043,0.713,1.556,-0.077,1.713
4.503872,0.82,1.663,-0.197,1.865
4.5063,0.819,1.572,-0.224,1.786
4.516489,0.794,1.412,-0.253,1.639
4.530439,0.452,0.209,-0.398,0.637
4.544746,-0.182,-1.126,-0.591,1.284
4.56115,-0.709,-1.535,-0.64,1.808
4.577049,-0.702,-0.815,-0.413,1.152
4.594038,-0.377,-0.299,-0.391,0.62
4.620631,-0.021,-0.055,-0.543,0.546
4.620765,0.01,-0.01,-0.532,0.532
4.628393,0.152,0.664,-0.09,0.687
4.631785,0.253,0.954,0.096,0.991
4.634235,0.291,1.036,0.155,1.087
4.636723,0.335,1.108,0.22,1.178
4.639435,0.38,1.171,0.279,1.262
4.645485,0.428,1.226,0.337,1.342
4.645573,0.476,1.272,0.392,1.414
4.647087,0.527,1.301,0.445,1.472
4.649628,0.572,1.312,0.488,1.512
4.652138,0.615,1.306,0.528,1.537
4.654755,0.654,1.283,0.561,1.546
4.665886,0.691,1.237,0.584,1.533
4.670125,0.786,0.77,0.603,1.255
4.672379,0.796,0.65,0.582,1.181
4.684395,0.806,0.53,0.556,1.113
4.687379,0.801,0.024,0.301,0.856
4.690161,0.794,-0.043,0.229,0.827
4.70084,0.782,-0.093,0.151,0.802
4.705285,0.725,-0.089,-0.176,0.751
4.717816,0.716,-0.051,-0.224,0.752
4.720482,0.731,0.228,-0.364,0.848
4.722841,0.742,0.292,-0.381,0.883
4.734492,0.753,0.357,-0.396,0.923
4.738295,0.832,0.685,-0.392,1.147
4.751192,0.853,0.751,-0.378,1.197
4.755652,1.016,1.172,-0.207,1.565
4.767894,1.041,1.239,-0.173,1.628
4.770709,1.173,1.497,-0.035,1.902
4.773165,1.192,1.524,-0.023,1.935
4.784657,1.216,1.541,-0.013,1.963
4.788303,1.302,1.541,0.002,2.017
4.8013,1.318,1.525,-0.001,2.015
4.806187,1.371,1.326,-0.094,1.91
4.818007,1.371,1.277,-0.113,1.877
4.821174,1.323,1.009,-0.207,1.677
4.823719,1.306,0.961,-0.221,1.637
4.834969,1.287,0.914,-0.233,1.596
4.839108,1.165,0.737,-0.283,1.407
4.85171,1.134,0.715,-0.293,1.372
4.856455,0.937,0.685,-0.347,1.211
4.868376,0.896,0.691,-0.359,1.187
4.871416,0.677,0.713,-0.427,1.072
4.885264,0.629,0.719,-0.442,1.053
4.889146,0.328,0.752,-0.53,0.977
4.902011,0.274,0.755,-0.542,0.968
4.906751,-0.068,0.759,-0.604,0.972
4.918807,-0.13,0.756,-0.607,0.978
4.921892,-0.44,0.715,-0.62,1.044
4.935586,-0.506,0.702,-0.619,1.064
4.939668,-0.89,0.719,-0.553,1.271
4.952415,-0.947,0.735,-0.533,1.312
4.95712,-1.253,0.891,-0.353,1.578
4.969434,-1.294,0.925,-0.316,1.622
4.973431,-1.407,1.14,-0.118,1.815
4.9867,-1.407,1.192,-0.075,1.846
4.989944,-1.267,1.498,0.14,1.967
5.003592,-1.216,1.527,0.166,1.959
5.020369,-0.744,1.39,0.266,1.599
5.037032,0.001,0.545,0.253,0.601
5.040409,0.442,-0.108,0.187,0.492
5.05356,0.483,-0.171,0.175,0.542
5.070256,0.596,-0.357,0.083,0.699
5.072784,0.556,-0.378,-0.011,0.673
5.08647,0.54,-0.37,-0.018,0.655
5.090362,0.421,-0.281,-0.049,0.509
5.103635,0.399,-0.259,-0.053,0.478
5.120342,0.238,-0.128,-0.079,0.281
5.123491,0.108,0.046,-0.145,0.187
5.137216,0.096,0.077,-0.168,0.208
5.157068,0.105,0.187,-0.354,0.414
5.17442,0.218,0.24,-0.465,0.567
5.191277,0.175,0.359,-0.34,0.525
5.207939,-0.179,0.106,-0.188,0.28
5.211209,-1.049,-1.249,-0.129,1.636
5.213816,-1.199,-1.506,-0.115,1.928
5.216205,-1.348,-1.762,-0.094,2.22
5.218859,-1.493,-2.006,-0.065,2.501
5.221826,-1.629,-2.229,-0.031,2.761
5.223997,-1.753,-2.424,0.012,2.992
5.22889,-1.865,-2.59,0.061,3.193
5.229679,-1.961,-2.729,0.116,3.362
5.231406,-2.043,-2.838,0.178,3.501
5.233954,-2.113,-2.921,0.239,3.613
5.236333,-2.17,-2.978,0.304,3.697
5.23934,-2.221,-3.013,0.368,3.761
5.247287,-2.26,-3.029,0.432,3.804
5.251828,-2.338,-2.918,0.664,3.798
5.254217,-2.343,-2.854,0.709,3.76
5.256789,-2.341,-2.775,0.75,3.707
5.265104,-2.333,-2.684,0.787,3.642
5.269405,-2.249,-2.235,0.879,3.29
5.271939,-2.221,-2.109,0.89,3.189
5.282056,-2.188,-1.977,0.899,3.083
5.284623,-2.026,-1.443,0.894,2.643
5.289584,-1.932,-1.181,0.865,2.424
5.299282,-1.882,-1.055,0.843,2.317
5.302305,-1.672,-0.615,0.708,1.917
5.30471,-1.618,-0.524,0.666,1.826
5.307218,-1.559,-0.439,0.612,1.732
5.316295,-1.498,-0.366,0.557,1.64
5.319833,-1.213,-0.134,0.315,1.26
5.322406,-1.131,-0.101,0.254,1.164
5.333279,-1.044,-0.082,0.199,1.066
5.337466,-0.598,-0.301,-0.047,0.671
5.340041,-0.522,-0.42,-0.087,0.676
5.350379,-0.448,-0.567,-0.125,0.734
5.35495,-0.177,-1.537,-0.268,1.57
5.36775,-0.138,-1.734,-0.279,1.762
5.370251,0.045,-2.466,-0.266,2.48
5.372677,0.078,-2.545,-0.258,2.559
5.38446,0.112,-2.598,-0.244,2.612
5.387637,0.284,-2.64,-0.187,2.662
5.390202,0.311,-2.63,-0.189,2.655
5.401933,0.334,-2.615,-0.195,2.643
5.405261,0.41,-2.522,-0.235,2.566
5.419028,0.419,-2.5,-0.244,2.547
5.423158,0.438,-2.307,-0.29,2.366
5.435983,0.438,-2.257,-0.294,2.318
5.440789,0.462,-1.905,-0.292,1.982
5.452881,0.47,-1.844,-0.286,1.924
5.455747,0.542,-1.491,-0.187,1.597
5.469921,0.558,-1.42,-0.16,1.534
5.473452,0.647,-0.977,0.027,1.172
5.487033,0.659,-0.904,0.056,1.12
5.504089,0.718,-0.432,0.197,0.861
5.521164,0.798,0.055,0.185,0.821
5.523986,0.89,0.366,0.052,0.963
5.538161,0.908,0.419,0.034,1.001
5.545204,1.023,0.716,-0.028,1.249
5.545469,1.041,0.784,-0.03,1.304
5.54559,1.061,0.853,-0.032,1.362
5.562631,1.078,0.923,-0.032,1.42
5.566475,1.093,1.513,-0.033,1.867
5.57147,1.078,1.578,-0.038,1.912
5.571566,1.061,1.641,-0.047,1.955
5.58335,1.041,1.694,-0.059,1.989
5.586467,0.947,1.823,-0.163,2.061
5.588995,0.93,1.803,-0.191,2.038
5.600622,0.91,1.747,-0.223,1.983
5.604505,0.69,0.773,-0.422,1.118
5.606779,0.616,0.464,-0.471,0.904
5.620814,0.532,0.136,-0.525,0.76
5.622851,-0.044,-1.364,-0.763,1.564
5.638257,-0.169,-1.584,-0.781,1.774
5.656227,-0.776,-2.072,-0.676,2.313
5.673115,-0.731,-0.904,-0.367,1.219
5.690094,-0.445,0.302,-0.235,0.587
5.707618,-0.296,1.103,0.263,1.172
5.712437,-0.133,1.441,0.615,1.572
5.714835,-0.099,1.455,0.629,1.589
5.717288,-0.06,1.467,0.642,1.603
5.720307,-0.016,1.475,0.658,1.615
5.722631,0.032,1.475,0.668,1.619
5.72895,0.087,1.466,0.673,1.616
5.73236,0.238,1.35,0.663,1.523
5.734844,0.283,1.278,0.649,1.461
5.737512,0.323,1.186,0.627,1.38
5.740214,0.364,1.08,0.602,1.289
5.747633,0.399,0.961,0.572,1.187
5.750292,0.491,0.577,0.454,0.883
5.755039,0.546,0.347,0.36,0.74
5.766827,0.577,0.255,0.302,0.699
5.770332,0.717,0.091,-0.047,0.725
5.772857,0.741,0.11,-0.125,0.759
5.784178,0.759,0.143,-0.202,0.798
5.789802,0.829,0.404,-0.502,1.05
5.802142,0.842,0.46,-0.533,1.097
5.805686,0.962,0.782,-0.555,1.359
5.819248,0.989,0.84,-0.539,1.405
5.823495,1.173,1.188,-0.39,1.715
5.836487,1.205,1.252,-0.356,1.774
5.853659,1.393,1.642,-0.098,2.155
5.856178,1.525,1.989,0.155,2.511
5.870742,1.538,2.03,0.181,2.553
5.873823,1.549,2.168,0.23,2.675
5.887852,1.543,2.173,0.217,2.674
5.904804,1.46,1.984,0.06,2.464
5.922103,1.256,1.437,-0.205,1.919
5.926971,0.948,0.78,-0.48,1.319
5.929013,0.897,0.697,-0.511,1.246
5.931424,0.844,0.623,-0.541,1.18
5.933955,0.789,0.556,-0.569,1.12
5.936448,0.734,0.495,-0.596,1.067
5.939365,0.679,0.441,-0.615,1.017
5.946111,0.622,0.393,-0.638,0.973
5.949079,0.453,0.305,-0.691,0.881
5.951574,0.396,0.29,-0.708,0.861
5.954039,0.339,0.282,-0.725,0.848
5.956516,0.283,0.279,-0.737,0.837
5.963892,0.23,0.284,-0.751,0.835
5.966881,0.07,0.322,-0.784,0.85
5.969517,0.018,0.341,-0.795,0.866
5.971947,-0.033,0.365,-0.804,0.883
5.981314,-0.083,0.392,-0.811,0.905
5.984525,-0.275,0.508,-0.821,1.004
5.986957,-0.326,0.539,-0.817,1.031
5.989791,-0.372,0.568,-0.813,1.06
5.999047,-0.42,0.599,-0.808,1.09
6.002408,-0.61,0.726,-0.758,1.214
6.004746,-0.657,0.755,-0.743,1.246
6.007172,-0.707,0.781,-0.72,1.276
6.016354,-0.753,0.807,-0.694,1.304
6.019879,-0.948,0.873,-0.59,1.417
6.022701,-0.999,0.882,-0.563,1.446
6.034164,-1.046,0.882,-0.534,1.468
6.037383,-1.269,0.833,-0.398,1.569
6.040268,-1.309,0.814,-0.367,1.585
6.051645,-1.35,0.795,-0.336,1.603
6.055004,-1.505,0.723,-0.165,1.678
6.057578,-1.524,0.71,-0.128,1.686
6.069045,-1.54,0.698,-0.09,1.693
6.073136,-1.547,0.708,0.1,1.705
6.086382,-1.531,0.724,0.137,1.699
6.090394,-1.299,0.927,0.291,1.623
6.103814,-1.23,0.957,0.302,1.587
6.121723,-0.606,1.094,0.335,1.294
6.139059,0.201,0.84,0.323,0.922
6.156507,0.486,0.351,0.249,0.649
6.173658,0.481,-0.018,0.124,0.497
6.178509,0.331,-0.387,-0.002,0.509
6.181978,0.306,-0.419,-0.011,0.519
6.1836,0.281,-0.447,-0.022,0.528
6.186032,0.255,-0.471,-0.033,0.537
6.188534,0.231,-0.493,-0.043,0.546
6.200363,0.204,-0.508,-0.059,0.55
6.203858,0.088,-0.561,-0.161,0.59
6.206303,0.067,-0.564,-0.191,0.599
6.215775,0.052,-0.563,-0.223,0.608
6.218908,0.007,-0.527,-0.363,0.64
6.221437,0.003,-0.51,-0.401,0.649
6.223978,0.004,-0.493,-0.436,0.658
6.233187,0.003,-0.472,-0.474,0.669
6.236369,0.019,-0.355,-0.606,0.702
6.238971,0.026,-0.315,-0.628,0.703
6.251132,0.028,-0.266,-0.645,0.698
6.254231,0.023,0.056,-0.643,0.646
6.256503,0.015,0.128,-0.628,0.641
6.26854,0.006,0.199,-0.612,0.644
6.271539,-0.073,0.515,-0.433,0.677
6.274243,-0.097,0.565,-0.384,0.69
6.286604,-0.119,0.605,-0.332,0.7
6.289333,-0.263,0.676,-0.074,0.729
6.304136,-0.301,0.654,-0.028,0.72
6.30685,-0.572,0.221,0.135,0.628
6.32182,-0.631,0.092,0.144,0.654
6.339279,-0.998,-0.897,0.163,1.352
6.356855,-1.419,-2.194,0.208,2.621
6.374357,-1.758,-3.232,0.492,3.712
6.377421,-1.902,-3.368,0.848,3.96
6.380232,-1.907,-3.299,0.889,3.913
6.382254,-1.907,-3.213,0.917,3.848
6.384729,-1.906,-3.112,0.937,3.768
6.387195,-1.901,-2.991,0.951,3.669
6.390157,-1.897,-2.856,0.96,3.561
6.39564,-1.886,-2.708,0.966,3.439
6.395735,-1.877,-2.55,0.961,3.309
6.397305,-1.865,-2.376,0.953,3.167
6.399934,-1.853,-2.193,0.939,3.021
6.402372,-1.838,-2.002,0.92,2.869
6.40493,-1.821,-1.809,0.895,2.719
6.413437,-1.8,-1.616,0.863,2.569
6.41752,-1.706,-0.877,0.713,2.047
6.42006,-1.676,-0.709,0.668,1.939
6.422442,-1.642,-0.553,0.62,1.841
6.431522,-1.604,-0.415,0.574,1.753
6.435284,-1.44,-0.051,0.39,1.493
6.437786,-1.396,-0.019,0.346,1.438
6.440486,-1.348,-0.012,0.306,1.383
6.44918,-1.301,-0.027,0.272,1.33
6.452913,-1.078,-0.312,0.164,1.134
6.455505,-1.014,-0.43,0.145,1.111
6.466786,-0.947,-0.563,0.129,1.109
6.470546,-0.569,-1.358,0.076,1.474
6.473091,-0.486,-1.515,0.073,1.593
6.484932,-0.399,-1.663,0.073,1.712
6.488166,0.054,-2.282,0.089,2.285
6.490713,0.139,-2.375,0.093,2.381
6.502838,0.223,-2.456,0.098,2.468
6.506327,0.56,-2.762,0.069,2.819
6.520556,0.612,-2.795,0.056,2.861
6.52357,0.824,-2.796,-0.067,2.915
6.538416,0.844,-2.76,-0.093,2.887
