label,acc_x_mean,acc_x_std,acc_x_max,acc_x_min,acc_y_mean,acc_y_std,acc_y_max,acc_y_min,acc_z_mean,acc_z_std,acc_z_max,acc_z_min,gyro_x_mean,gyro_x_std,gyro_x_max,gyro_x_min,gyro_y_mean,gyro_y_std,gyro_y_max,gyro_y_min,gyro_z_mean,gyro_z_std,gyro_z_max,gyro_z_min
person2,-0.2828679999999999,2.126926963735865,4.2207,-4.611,-0.4529449999999999,1.3940365988250225,1.6055,-3.637,0.058253,3.1986508133190257,5.8996,-15.2469,-0.67763,0.9524402222022582,0.692,-3.312,0.83441,1.3952837884832034,3.436,-1.081,-0.25029,0.776940689011989,1.504,-1.687
person2,-0.28737,2.1138674414208167,4.2207,-4.611,-0.01884,0.960981928376734,1.6055,-2.4094,0.4604310000000001,2.1469508843325604,5.8996,-4.1044,-0.7208100000000001,0.8837059442249926,1.264,-3.312,1.7155200000000002,1.3110957286548417,4.051,-2.485,0.17594,0.8510198494996601,1.504,-1.978
person2,0.0222919999999999,1.6380181129399003,2.4692,-3.9271,-0.258645,0.927986858511858,1.4046,-2.7099,0.3035679999999999,2.0907307753331734,3.198,-10.9244,-0.27253,0.6016831350889811,1.264,-1.443,1.4200099999999998,1.2637703609246085,4.051,-2.485,0.3041999999999999,0.717103249683803,1.33,-1.978
person2,-0.380704,1.915346174630244,2.4692,-5.1901,-0.299999,1.1251064577683842,1.4046,-3.1615,0.29225,2.0464974318788847,3.198,-10.9244,-0.10604,0.8401823265328674,1.26,-1.662,1.6683900000000005,1.0329290205600536,3.372,-0.372,0.1187999999999999,0.526519599719601,1.311,-0.838
person2,-0.0092729999999999,1.5380886403017389,2.0142,-5.1901,0.0266759999999999,0.825481094145662,1.6747,-3.1615,-0.158698,1.3389714902540426,3.1362,-2.4987,-0.39931,0.9156468122302804,1.26,-1.76,1.4041,1.1727765078537928,3.372,-0.379,-0.1334,0.3980550949125744,0.328,-0.838
person2,-0.267003,1.022150528009501,2.4175,-2.5792,-0.064559,0.9317622638757316,2.7783,-1.5649,-0.471628,2.629004094501385,5.1746,-10.8233,0.4022199999999999,0.9088251332507716,2.326,-0.423,-1.4848299999999997,2.212794207135248,0.399,-5.678,0.7043600000000001,0.6286408863893631,2.422,-0.201
person2,-0.4288269999999999,1.417678236908873,3.1836,-2.9427,-0.269557,4.533385689386949,5.018,-20.8504,-0.8018979999999999,2.5246381258831185,5.1746,-10.8233,1.39962,0.8097411954670231,2.326,-0.33,-2.78527,1.5225415212529982,0.356,-5.678,1.68621,0.8612947886933386,2.832,0.241
person2,0.192678,1.5877847674014005,3.3522,-2.9427,-0.3300850000000001,4.555840798079921,5.018,-20.8504,-0.686137,1.2825861098667926,0.9413,-5.8302,1.1705600000000005,0.9664711016388592,2.326,-1.427,-1.2712899999999998,1.2832992777456964,1.015,-2.93,1.57609,0.9386073725999544,2.832,-0.704
person2,0.381895,1.8531866112281712,3.654,-4.1548,0.031677,1.703750602679959,3.3386,-4.2254,-0.0190859999999999,2.438168207752896,7.8634,-5.8302,0.1562599999999999,0.9518157832545776,1.99,-1.427,-0.3324099999999999,0.9050738023928092,1.322,-1.949,0.0928199999999999,0.9415837869668252,1.548,-1.562
person2,-0.462432,2.324958546861045,3.654,-4.626,-0.120468,1.9342375195399244,2.6315,-6.2194,0.8280970000000001,2.1029007621006355,7.8634,-3.7342,-0.07529,0.6633862974896072,0.906,-1.355,-0.79877,1.0091513071423288,1.322,-2.335,-0.64664,0.496691630855218,0.208,-1.576
person2,-0.4044309999999999,2.659677633602587,2.8491,-5.015,-0.8948910000000001,1.7824550247259274,2.6315,-6.2194,0.069166,2.7530684754926664,5.0622,-11.6673,0.18248,0.4588736205056459,0.79,-1.087,-0.11295,1.174430215384499,1.387,-2.335,-0.43512,0.5293595955625452,0.514,-1.576
person2,-0.4161539999999999,2.9256164501205832,7.4331,-5.015,-0.6644040000000001,2.2467670229325902,2.8142,-6.6415,-0.078358,2.934502727553028,5.0622,-11.6673,0.31746,0.2781805031328261,0.952,-0.447,0.50424,0.4831419918020211,1.387,-0.445,0.02374,0.401827557868579,0.514,-0.925
person2,-0.175645,2.6702450208149195,7.4331,-4.6117,0.021289,1.8755074228352449,2.8142,-6.6415,0.0293729999999999,1.74013684553337,4.4844,-6.2392,0.09364,0.6371917637873106,0.952,-1.343,-0.0115,0.749457628804816,0.876,-3.037,0.0793,0.3896984459654397,0.493,-0.685
person2,-0.372027,2.3192368589800214,3.092,-4.6117,-0.3796029999999999,1.628343034148393,2.173,-5.4065,0.2050089999999999,2.737936646900989,4.9845,-12.183,0.1822,0.7564140146878305,1.259,-1.343,-0.6953500000000001,1.1678172194657896,0.706,-3.088,0.13556,0.7322098876660705,1.797,-0.711
person2,-0.9097269999999998,2.5788892289751884,5.5507,-4.6788,-0.579904,1.9228037955931636,2.173,-5.4065,0.444976,2.8096259090692364,4.9845,-12.183,0.40663,0.5371579466944241,1.366,-0.45,-0.36745,1.2143821505505414,2.054,-3.088,0.05864,0.9255930178796048,1.797,-1.066
person2,0.373173,2.378456710305864,5.5507,-4.6788,-0.521623,1.371008033252699,1.8561,-3.812,-0.294685,1.5434042928496956,2.9049,-4.4984,0.17384,0.5191827828618761,1.366,-1.426,0.3942299999999999,0.5947585174172826,2.146,-0.515,-0.33247,0.7063257247148368,1.782,-1.263
person2,0.28265,2.300403517325874,5.3932,-3.9913,-0.4260679999999999,1.5298826576696605,1.8164,-4.9726,-0.199397,2.4357714860000947,4.4614,-7.9108,-0.21771,0.5367815102981657,0.895,-1.426,0.0520199999999999,0.7781342744609757,2.146,-1.032,0.2031599999999999,1.0991520489298403,2.7,-1.263
person2,-0.843647,2.266511364664322,5.3932,-3.9913,-0.219028,1.7324713262792544,1.8164,-5.4274,0.544775,2.3359221098547107,4.4614,-7.9108,-0.37524,0.6452340131434267,1.53,-1.632,-0.33732,1.606519067028858,4.002,-5.522,0.8414,1.3949164487487768,3.706,-1.232
person2,-0.154888,1.7515053399907643,2.3211,-3.4573,-0.5925949999999999,1.6763703947152544,1.6238,-5.4274,-0.088375,2.333335257980808,3.3879,-12.8926,-0.05155,0.6391028493288088,1.53,-1.632,-0.40669,1.7831722141603528,4.074,-5.522,0.531,1.2174494202672614,3.706,-1.232
person2,-0.137179,2.162648583196778,4.2047,-4.4682,-0.58286,1.957332667358073,2.0643,-5.3018,0.244205,2.882031251815184,5.2816,-12.8926,0.41322,0.5458638891285496,1.382,-0.446,-0.17412,1.1048221236237463,4.074,-3.143,0.4119499999999999,0.6335017220325307,1.472,-0.573
person2,-0.454994,2.4662409196797928,4.2047,-4.9858,-0.020431,1.570708073018489,2.0643,-5.3018,0.7156979999999997,2.0315350242472894,5.2816,-3.0325,-0.09502,1.323884840272382,1.382,-3.764,0.1725699999999999,0.6464790145570283,1.718,-1.242,-0.0916099999999999,0.9761875636858676,1.472,-1.827
person2,-0.5614240000000001,2.4541485734218056,2.6687,-4.9858,-0.569173,1.58365774972168,1.797,-4.9916,0.356844,2.9629426986390035,5.2888,-12.4506,-0.35994,1.1434680000204234,1.005,-3.764,0.5240699999999999,0.9081807239606758,2.712,-1.265,-0.38687,0.7714139275225445,0.984,-1.827
person2,-0.837294,3.113076157239285,7.038,-5.5071,-0.75778,2.3119789364581727,3.1116,-6.2265,0.335384,3.1120808218556304,5.2888,-12.4506,0.1244399999999999,0.3201662547912735,0.731,-0.736,0.73419,0.8379994780138681,2.712,-1.265,0.45002,0.6354147612291352,1.229,-0.859
person2,0.1434239999999999,2.79176899065735,7.038,-5.5071,-0.3381149999999999,2.099462199600294,3.1116,-6.2265,0.14134,1.6700399158116075,2.5128,-6.3964,-0.08356,0.5236544338212044,1.332,-1.491,1.4029800000000003,1.0632854171782091,4.545,0.144,0.2522,0.7206254438354438,1.229,-1.42
person2,-0.2784509999999999,1.8486413850731165,2.5802,-3.4527,-0.373271,1.572919314831084,1.6233,-5.1844,0.406725,2.3972218421497407,5.1995,-6.1312,-0.50724,0.8578377577291982,1.332,-1.904,2.00413,1.1204209134666012,4.545,-0.179,0.19747,0.715947750125029,1.477,-1.42
person2,-1.299938,2.128390559577112,2.3304,-4.4209,-0.446926,1.866488344492205,2.5793,-6.9249,0.662754,2.3100328538229524,5.1995,-6.1312,-0.29447,0.8554911101203505,1.023,-1.904,1.0990099999999998,1.2374546333486167,3.996,-0.831,0.43343,0.5735152328606732,1.477,-0.568
person2,-0.138567,2.094646259475414,2.3304,-4.4209,-0.400441,1.4918910631348443,2.5793,-6.9249,0.7142700000000001,0.8606151956888194,2.1336,-1.4509,0.37471,0.4153958388444603,1.278,-0.343,0.7438499999999999,1.1677164746425028,2.891,-0.885,0.14585,0.4461625009710332,0.863,-0.568
person2,0.252432,1.4067373515114234,2.0119,-3.1994,-0.146944,0.3964763865795181,1.02,-1.0026,0.4939299999999999,1.0966468622601584,3.0307,-3.1692,-0.07576,0.8907272039851437,1.278,-2.439,0.8777799999999999,1.3731036773262493,3.117,-0.885,-0.23749,0.7620651433619522,0.689,-2.11
person2,0.377347,1.4915563213261105,2.4434,-3.1994,0.02132,0.4949399939141689,1.02,-1.1399,-0.080686,1.3550480508100222,3.0307,-4.3967,-0.15843,0.8388000719522326,1.109,-2.439,0.2314399999999999,1.3784592212490234,3.117,-1.641,-0.1165999999999999,0.92629961119336,1.621,-2.11
person2,0.404893,1.4152805027504818,2.4434,-2.3079,0.044062,0.5301579243999286,1.0925,-1.192,0.1602449999999999,1.2395605144423754,1.9635,-4.3967,0.16841,0.9723874824680776,1.109,-4.223,0.0927899999999999,1.1224787352151049,2.716,-1.641,0.13862,0.9113690421059356,1.629,-2.489
person2,0.224746,1.3328443837132524,2.063,-2.3079,-0.230184,0.8742443840104079,1.0925,-3.466,-0.2027759999999999,2.0761648542065307,1.9635,-10.6664,-0.40911,1.4271765719684997,1.172,-4.299,-0.00685,1.1017524642242658,2.489,-1.764,-0.4499,0.9796325171649156,1.629,-2.494
person2,-0.1233579999999999,1.9989091406974049,3.4321,-4.1644,-0.26576,1.311902966432096,1.4987,-3.466,0.0683079999999999,2.6808750995015176,6.0754,-10.6664,-0.11743,1.321623720155161,1.589,-4.299,-0.16351,1.1413473563196164,2.098,-1.764,-0.17772,1.027838018130849,1.694,-2.494
person2,-1.008282,2.231135710996722,3.4321,-4.4496,-0.244038,1.7473414311826048,3.2449,-4.9569,0.8496739999999999,1.8523872267161123,6.0754,-2.3554,-0.0474399999999999,0.9778310291743464,1.589,-3.28,-0.0474799999999999,0.8947227602882235,1.932,-1.552,-0.11453,0.889519566787021,1.694,-2.061
person2,-0.3271889999999999,1.774873472565059,1.7303,-4.4496,-0.4510680000000001,1.472254528998833,3.2449,-4.9569,-0.123026,1.5209085679436631,2.7679,-6.695,-0.0159599999999999,1.0008153940309334,1.523,-3.28,-0.0326699999999999,0.9524994027411368,3.147,-2.174,-0.0344099999999999,0.9431485105911492,1.506,-2.061
person3,0.186802,1.931035695623915,4.2424,-4.9056,0.221841,1.9709564781615727,4.9924,-4.1219,-0.4957519999999999,1.325365012538284,1.7304,-4.3812,0.07039,0.6713768439301855,1.894,-1.067,-0.0965199999999999,0.9227303520673104,1.005,-3.672,0.52928,0.5076859380731081,1.428,-0.556
person3,-0.0433939999999999,2.4155916113223506,6.4244,-4.9056,-0.1781839999999999,2.4524254108745143,4.9924,-5.4418,-0.531291,1.570857236284338,3.3566,-4.3812,0.23217,0.8888922746084509,2.03,-1.067,-1.32228,1.3635055390982154,0.423,-4.133,0.6901700000000001,0.73176855168306,1.656,-0.697
person3,-0.160976,2.10919158586479,6.4244,-3.0187,-0.543941,2.046077666214264,2.8303,-5.4418,0.358966,2.214938263691256,3.7398,-7.0625,0.4145,0.6355565365182795,2.03,-0.681,-2.2557,1.1674477688227825,0.344,-4.133,1.6018099999999995,1.096328433564698,2.99,-0.697
person3,0.0430059999999999,2.057305518666431,5.2241,-3.758,-0.095188,1.6735530131834349,2.8303,-5.0055,0.3355059999999999,2.185955011404129,3.7398,-7.0625,0.99332,0.7259591757450862,1.901,-0.465,-2.53322,0.930106918802371,-0.828,-3.96,2.40374,0.6378764900556037,3.158,0.791
person3,0.0815309999999999,1.9557533023196825,4.1456,-3.758,-0.132918,1.3850467894499654,2.014,-3.2517,0.452215,1.9238095496457237,3.1187,-5.8417,0.95724,0.8482940947048441,1.901,-0.49,-2.2513399999999995,0.8195985740752986,-0.828,-3.96,1.7628000000000004,0.820028565651739,3.158,0.788
person3,-0.1095249999999999,1.9139864422946884,4.1456,-3.8419,-0.036063,1.3933934312582852,1.7704,-3.2517,0.361071,1.985813682924941,3.1187,-5.8417,0.1588599999999999,0.6323361530903089,1.291,-0.712,-1.1305900000000002,1.2589294802579791,1.189,-2.709,0.97929,0.4449080326030847,1.916,0.149
person3,0.0237319999999999,1.881440606861528,4.4454,-3.8419,-0.1377089999999999,1.208771053014197,1.5678,-3.1104,0.1955,2.101504137949336,4.1568,-6.9943,0.19113,0.6777188364750765,1.354,-0.712,-0.17394,1.044671122382252,1.189,-2.665,1.18566,0.7678669815887004,2.499,0.149
person3,0.219235,1.7998775262135718,4.4454,-3.2109,-0.053684,1.28412167511848,1.7085,-3.4028,0.02944,2.2720463959731423,4.1568,-6.9943,0.3602799999999999,0.6472970854002642,1.354,-0.362,0.25831,0.7639937819700426,1.572,-1.017,1.1069600000000002,0.8669207310587249,2.499,-0.234
person3,0.167319,2.33652343579066,6.2893,-3.9367,-0.1873309999999999,1.7588383266037566,2.5298,-4.6839,-0.0904119999999999,2.4937425159819853,4.2197,-7.0153,0.3972599999999999,0.4158495410699413,1.335,-0.338,0.3075500000000001,0.6628473531940545,1.572,-1.017,-0.22579,1.2409220447357323,1.452,-2.867
person3,0.213887,2.283553375845273,6.2893,-3.9367,-0.0232289999999999,1.812334229119837,2.7882,-4.6839,0.0660419999999999,2.5611025678142307,4.2197,-7.0153,-0.61027,1.0923590157511995,0.603,-2.163,-0.7975599999999998,1.0953669217816162,0.767,-2.573,-0.49835,1.150004465296557,0.722,-2.867
person3,-0.0315429999999999,1.973861404734897,3.9547,-3.2331,0.161788,1.450429251634136,2.7882,-4.3741,0.176511,2.319836169933628,3.6071,-6.64,-0.73611,0.992101838766993,0.521,-2.163,-1.55252,0.6350099574499649,0.077,-2.573,-0.1669,0.6188302667047718,0.722,-2.319
person3,-0.3939529999999999,1.7792566510183203,3.7399,-3.2331,-0.0303979999999999,1.6789328603886846,2.7276,-6.196,0.531847,2.148266453925494,3.6071,-6.64,0.4087399999999999,0.372977092480425,0.894,-0.343,-0.4876300000000001,1.0566459385692777,0.956,-1.82,-0.2348899999999999,0.2039039630846251,0.023,-0.652
person3,-0.0539129999999999,2.224294938324856,7.0205,-3.8576,-0.177713,1.9639703465563132,1.9832,-6.196,0.4111409999999999,2.3471103771325783,3.3187,-7.1674,0.25277,0.5956826464255319,0.894,-1.158,0.26097,0.5930887383993745,1.007,-1.414,-0.10353,0.2804415513745667,0.397,-0.811
person3,-0.275721,2.316886510880932,7.0205,-4.0709,-0.3866059999999999,2.079484372948586,3.1341,-6.7147,0.493706,2.6135200018296465,5.0444,-7.1674,0.31187,0.7521391534560717,1.575,-1.158,0.6563000000000001,0.9226048159773752,2.189,-1.414,-0.1189499999999999,0.312915497516276,0.397,-0.811
person3,-0.460999,1.9148450844054503,5.7207,-4.0709,-0.359613,1.8675514756690743,3.1341,-6.7147,0.5551240000000001,1.899985186445176,5.0444,-5.4385,0.03102,1.0085970752495863,1.575,-1.609,0.94879,0.7172040310268843,2.189,-0.256,-0.19412,0.3618912800633065,0.3,-0.79
person3,-0.8186480000000002,1.9978273933531705,2.716,-5.2821,-0.889828,1.5728115686633322,1.1782,-5.3171,0.638219,1.870109101322026,3.7862,-5.9143,-0.5335,0.5628489310569216,0.084,-1.609,0.3038800000000001,0.6164344735671587,1.792,-1.975,-0.0503099999999999,0.4103388029815402,0.421,-0.79
person3,-0.3797449999999999,2.0354908544278936,2.6799,-5.2821,-0.4498869999999999,1.7111254348140807,2.4781,-5.3171,0.248589,2.2302056965826487,3.7862,-5.9143,-0.52732,0.3179464054957639,0.043,-1.231,-0.7157399999999999,1.0662952631812768,0.427,-3.154,0.16978,0.2879468097627151,0.608,-0.296
person3,-0.222151,1.720857091742661,2.0541,-5.0075,-0.073249,1.541071351824156,2.4781,-3.4509,-0.299366,1.984616264779739,3.7465,-4.9577,-0.4102399999999999,0.4911245623643515,0.57,-1.231,-1.2252,0.9897274188565072,0.542,-3.154,0.0968,0.2598524056599683,0.608,-0.296
person3,-0.0353829999999999,1.5441250512670612,4.6097,-2.6425,0.150599,1.287542991220648,2.4673,-2.7068,-0.1027449999999999,1.893599101885512,3.7502,-4.539,0.11366,0.5480947389168069,0.888,-0.846,-0.4624400000000001,1.1098090045889275,0.997,-2.088,-0.09956,0.2433239649504173,0.156,-0.715
person3,0.227311,2.0978200817354007,6.0759,-3.6197,0.1276049999999999,1.4246914196014022,2.1452,-4.0552,-0.0947069999999999,2.501903133485476,3.7502,-8.933,0.5279200000000001,0.5494133819287843,1.271,-0.584,0.2792199999999999,0.733054059494533,0.997,-1.693,-0.10872,0.2535970748325705,0.244,-0.715
person3,-0.160328,2.057754670915055,6.0759,-3.6197,-0.093668,1.6784727294812154,2.3006,-4.0552,0.11707,2.567603967523108,3.4509,-8.933,0.4939700000000001,0.5876861055758157,1.271,-0.536,0.6628700000000002,0.357384541078682,1.278,0.018,-0.0621899999999999,0.1104474549413896,0.244,-0.283
person3,-0.104072,1.98986992595958,4.2856,-3.4494,0.143645,1.4991601709815985,2.3006,-4.0858,0.5833379999999999,2.01019437839863,3.6962,-4.0019,0.07542,0.5922447484108255,1.219,-0.849,0.56891,0.4666808027079768,1.278,-0.267,-0.1111999999999999,0.1377780384487596,0.084,-0.429
person3,0.034613,2.0464439465064586,5.3904,-3.4494,0.002737,1.561525194824508,2.7663,-4.0858,0.349282,2.252102269255968,4.4407,-6.2815,-0.4281,0.5299018681784298,0.601,-1.117,-0.41298,1.062778310359078,0.86,-2.997,0.0235,0.3369729629774142,0.885,-0.429
person3,0.160991,1.9930431368823247,5.3904,-3.5649,0.0439689999999999,1.5140277416093226,2.7663,-3.8822,0.0776699999999999,2.0070069077050428,4.4407,-6.2815,-0.25968,0.6404343992931515,0.82,-1.117,-0.64236,1.182366301579638,1.663,-2.997,0.04304,0.3284651764208987,0.885,-0.64
person3,0.149678,2.2256262520590795,6.3026,-3.5649,0.0077169999999999,1.558496341502205,2.2726,-3.6617,-0.015904,2.1925849283584538,3.3051,-6.8457,0.46604,0.541950572124675,1.371,-0.825,0.32476,0.9923633470283212,1.663,-1.934,-0.07019,0.2966798667475319,0.603,-0.64
person3,0.1396639999999999,2.32494072302061,6.3026,-3.8593,0.0890649999999999,1.647402355186412,2.2726,-3.6617,0.0796859999999999,2.2781928980690203,3.3051,-6.8457,-0.2071899999999999,1.206918102842814,1.371,-2.343,-0.0246199999999999,1.3821436196917254,1.541,-3.029,0.05477,0.4164674155102871,0.899,-0.62
person3,0.0092829999999999,2.396718685702381,6.8888,-3.8593,-0.0361309999999999,1.69114027270318,2.1703,-5.223,0.003935,2.466590004925624,4.5291,-7.8526,-0.4277300000000001,1.109665177047345,1.093,-2.343,-0.69643,1.469191464958557,1.823,-3.029,0.02399,0.3879413028338752,0.899,-0.781
person3,0.10298,2.2690997046619548,6.8888,-3.7599,-0.1368519999999999,1.594461946768542,2.1703,-5.223,0.079432,2.483584171015996,4.5291,-7.8526,0.40088,0.643601267490324,1.549,-1.498,0.17765,1.3109976105426298,2.173,-2.64,-0.16478,0.4357108108677942,0.673,-0.821
person3,0.120881,2.0665712485154994,5.0433,-3.2972,-0.189105,1.4887501020447935,3.7027,-3.9382,0.2438969999999999,2.17926721691448,3.5859,-6.2754,0.01993,0.820760552134052,1.549,-1.902,0.44655,0.8967233098589801,2.173,-3.368,-0.18892,0.4652859375011925,0.848,-0.821
person3,0.111319,2.2155130985023206,5.477,-4.1656,0.3651919999999999,0.7863879946420671,2.1216,-0.9756,-0.133266,1.8535607505021303,4.3654,-4.7662,0.50041,0.8698164452249902,2.092,-1.685,-0.0392599999999999,1.264290519451822,1.741,-2.782,0.40627,1.177208518513439,2.618,-1.349
person3,-0.05042,2.9573099946479138,5.477,-5.0646,0.988491,1.5946100095777196,4.3595,-1.6383,-0.148439,2.0378610708336304,4.8137,-4.7662,0.15965,1.0095383921137002,2.092,-1.694,-2.3147799999999994,2.3936976112578243,1.133,-7.028,0.67214,1.4491266476081657,4.118,-1.349
person3,-0.1840609999999999,2.733614305436646,7.0626,-5.9042,0.272844,2.2986228719690827,4.3595,-6.7927,-0.2631,1.9564627364174096,4.8137,-8.2245,0.30271,0.7762852528796254,1.661,-1.694,-3.21464,2.2702003806009743,1.133,-7.028,2.35942,1.082362242430132,4.564,0.398
person3,0.117616,2.228046599431072,7.0626,-5.9042,-0.291899,1.914840289644929,2.7256,-6.7927,0.154314,2.0993086814963777,3.4759,-8.2245,0.4168099999999999,0.7233009306385734,1.661,-0.517,-2.0060400000000005,1.625095514955128,-0.601,-6.355,2.1791500000000004,0.9569169388080544,4.564,1.197
person3,0.072389,2.065648753810822,5.9327,-3.3529,0.000761,1.9273650594275125,3.5933,-5.6438,0.182482,2.4211715348332654,3.4413,-6.9158,-0.06534,0.5485303453756954,1.659,-1.473,-1.21235,0.6168184477419166,-0.202,-2.604,1.42153,0.4716899652667347,2.114,-0.202
person3,0.059233,1.960549624753789,5.9327,-3.3529,0.204445,1.935860644108736,3.5933,-5.6438,0.300794,2.4785801725751835,4.3341,-6.9158,-0.09669,1.0018811770006877,1.465,-2.127,-0.9581,0.4530626977370882,-0.202,-2.569,0.7597400000000001,0.7697942611142566,2.114,-0.543
person3,0.2572089999999999,2.250201374112903,7.2723,-3.6833,0.00569,1.8800794121149735,2.467,-5.9381,0.291862,2.6992421286439767,4.3341,-9.3357,0.07927,1.0855237515837806,1.578,-2.127,-0.2142699999999999,0.9292757889992626,1.57,-1.281,-0.15281,0.4683633807895814,0.721,-0.975
person3,0.445598,2.467579067945264,7.2723,-3.6833,0.0361669999999999,1.853559338740828,2.467,-5.9381,-0.0816229999999999,2.5544450517074995,3.8834,-9.3357,0.5836600000000001,0.9724237989932604,2.474,-1.127,0.4871499999999999,0.877789767690776,2.133,-1.202,-0.43393,0.2781233014475428,0.182,-0.975
person3,0.090265,2.5297458376896444,7.1326,-4.1332,0.057222,1.779231922560571,2.0793,-5.6293,0.0391819999999999,2.70104207142205,4.8163,-8.8195,0.42003,0.965787713828364,2.474,-1.127,0.4114799999999999,0.8145292434804586,2.133,-1.07,-0.2846399999999999,0.3816336367870012,0.281,-0.937
person3,0.0260369999999999,2.5853299650944277,7.1326,-4.1332,0.030384,1.769354840573995,2.0793,-5.6293,0.0033299999999999,2.734414462924468,4.8163,-8.8195,-0.41243,0.832079144145082,1.413,-1.719,-0.4122299999999999,1.252840343524919,1.523,-3.011,0.0398199999999999,0.5546464408462696,1.243,-0.937
person3,0.137098,2.401492789028011,6.022,-4.2567,-0.058623,1.631031568159962,2.0081,-4.9163,-0.034666,2.3232889157190564,3.5817,-7.687,-0.13806,1.210054000130706,2.503,-1.719,-0.32782,1.457826570860564,1.927,-3.011,0.02872,0.6680075315610013,1.243,-1.393
person3,0.019247,2.386254037821877,6.022,-4.2567,-0.1228849999999999,1.6356051977491513,1.8788,-4.9163,0.1010629999999999,2.276227153043724,3.5817,-7.687,0.09913,0.9552666522331276,2.503,-1.31,0.3885499999999999,0.979989109143772,1.927,-1.985,-0.31102,0.5472518852033184,0.749,-1.393
person3,0.0967779999999999,2.152382179864436,4.84,-3.8683,-0.1411609999999999,1.537422176523962,1.8788,-4.7486,-0.007039,2.217008888547356,3.0427,-7.1071,-0.3331200000000001,0.8979218462762792,1.429,-1.828,-0.4379899999999999,1.1732848689629358,1.305,-2.544,-0.1981799999999999,0.4485606471163226,0.774,-0.926
person3,-0.2568020000000001,1.7395977578123798,4.84,-3.602,-0.39741,1.2770287183042273,1.3654,-3.5686,0.616019,2.259122998413009,3.4468,-7.1071,0.31071,1.2420634777366544,1.958,-1.828,-0.07006,1.4855968961255197,2.163,-2.544,0.01791,0.3790072917131241,0.959,-0.625
person3,-0.316288,1.552582843885399,2.1083,-5.1363,-0.305798,1.324991760369273,2.0751,-3.2018,0.6449329999999999,1.4482373276444809,3.4468,-2.4468,0.26324,1.1219051628116496,1.958,-1.452,0.7091200000000001,1.011144958385635,2.163,-2.073,-0.2061999999999999,0.4668161881676272,0.959,-1.238
person3,-0.248299,1.5128638524532192,2.0057,-5.1363,-0.1453749999999999,1.2532707946498325,2.0751,-2.8625,0.255995,1.389397192039582,3.55,-3.2507,-0.60014,0.756209406891178,0.908,-1.468,-0.5212499999999999,1.372490822585276,2.122,-3.467,-0.0583,0.6459050263237646,1.171,-1.238
person3,-0.25619,1.9238621149325452,3.6584,-3.9646,-0.141965,1.228107856397167,2.4606,-3.7138,0.237908,2.004279716495568,3.55,-6.0183,-0.0794,1.0304451916183086,1.826,-1.468,-0.23149,1.717486897278472,2.437,-3.467,0.25692,0.5867769469351583,1.171,-0.759
person3,-0.4869229999999999,2.0791919492896533,3.6954,-4.0669,-0.354424,1.7371510407002786,2.4606,-6.348,0.3385619999999999,2.031027200718042,3.1062,-6.0183,0.0999299999999999,0.8984245723610982,1.826,-1.261,0.6802300000000001,1.1672538855940229,2.437,-2.58,-0.09461,0.6046297288340187,1.106,-1.414
person3,-0.297323,1.9577636509292944,3.6954,-4.0669,-0.387808,1.683713179206703,2.1631,-6.348,0.747952,1.696893459062796,3.1753,-4.4728,-0.4436999999999999,0.9165953415777434,1.486,-1.631,-0.4240299999999999,1.369663436171032,2.236,-3.388,-0.13921,0.5183907557591722,0.941,-1.414
person3,-0.054005,2.0899821322214818,5.3299,-3.4805,-0.38473,1.6361273985675548,1.6761,-5.0528,0.5112189999999999,2.5380637770757537,4.7038,-5.5584,0.04585,1.1254550359204882,1.907,-1.631,-0.27369,1.586789724633362,2.595,-3.388,0.01554,0.4663023777279583,0.989,-0.912
person3,0.047869,2.26996854762596,5.8243,-3.2952,-0.325256,1.6121078321529514,1.6761,-5.0528,0.390334,2.708391109545788,4.7038,-5.5584,0.0551999999999999,0.9265804080193216,1.907,-1.48,0.1771199999999999,1.3322006497945913,2.595,-2.903,-0.07003,0.6146934434284617,1.169,-1.203
person3,-0.139199,2.1056102112490245,5.8243,-3.5371,-0.012334,1.4159554184059366,2.2741,-4.7361,0.462429,2.1629971170444087,4.2418,-5.443,-0.2592,0.6915424715077085,0.843,-1.48,-0.5163500000000001,1.4036146437615342,2.809,-2.579,-0.08585,0.5697237213657763,1.169,-1.203
person3,-0.0405109999999999,2.398919362600922,6.1668,-4.422,-0.073735,1.4247012770270917,2.2741,-4.7361,0.241381,2.300006921100478,4.2418,-7.0268,-0.16329,0.9260856724009192,1.508,-1.669,0.36981,1.5240584223206357,2.809,-2.552,-0.0188399999999999,0.3766575145039897,0.854,-1.013
person3,0.045729,2.394341863656817,6.1668,-4.422,-0.180614,1.4705480926965069,2.1948,-4.1557,0.176118,2.4088133508992984,4.0144,-7.0268,-0.9884500000000002,1.3210354018073411,1.508,-3.442,1.25422,0.5732419338703988,2.702,-1.083,0.5914699999999999,0.929936681400482,2.619,-1.013
person3,0.13035,2.452108601558745,6.5138,-3.8864,-0.266092,1.5646299336355172,2.1948,-4.1557,0.092839,2.607164853497401,4.0144,-6.7536,-1.1623199999999998,0.9785872715710172,-0.117,-3.442,1.7404399999999998,0.8865312418794292,3.32,-1.083,0.4955099999999999,1.0434291416461223,2.619,-1.017
