acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-3.6451,0.7092,1.9111,1.106,-2.619,-0.522,person3
-3.8763,0.3746,2.2511,1.093,-2.597,-0.51,person3
-3.7749,-0.1398,2.3651,1.072,-2.563,-0.502,person3
-2.8814,-0.2775,2.281,1.026,-2.461,-0.499,person3
-0.8739,0.1982,1.7943,0.666,-1.8,-0.513,person3
0.9994,0.8085,0.9173,0.593,-1.714,-0.515,person3
2.4805,1.4727,0.561,0.513,-1.628,-0.515,person3
3.739,1.2235,0.1101,0.42,-1.514,-0.517,person3
4.3152,0.3043,-0.2771,0.067,-1.023,-0.471,person3
3.6602,0.5809,-0.1307,-0.057,-0.86,-0.441,person3
3.1498,1.3334,0.0431,-0.177,-0.724,-0.404,person3
3.5662,1.8055,-0.1867,-0.297,-0.616,-0.357,person3
4.5883,2.1216,-0.4817,-0.815,-0.259,-0.127,person3
5.422,1.7549,-0.7812,-0.937,-0.156,-0.078,person3
5.477,1.5106,-0.8112,-1.04,-0.041,-0.029,person3
3.585,1.0067,-1.1083,-1.137,0.084,0.019,person3
3.2502,0.5636,-2.3043,-1.395,0.525,0.198,person3
2.8223,0.3478,-3.8494,-1.474,0.682,0.255,person3
2.4924,0.3219,-4.7469,-1.543,0.835,0.302,person3
2.0878,-0.0653,-4.7662,-1.606,0.974,0.336,person3
1.4663,-0.6106,-4.2046,-1.655,1.078,0.354,person3
0.5934,-0.9756,-3.3767,-1.685,1.131,0.372,person3
-0.2916,-1.2272,-2.3705,-1.694,1.133,0.398,person3
-0.891,-1.2441,-1.7471,-1.689,1.086,0.42,person3
-1.3862,-1.1279,-1.3596,-1.668,0.995,0.457,person3
-1.8319,-1.0665,-0.8269,-1.63,0.86,0.495,person3
-1.6587,-1.3672,-0.1843,-1.576,0.697,0.539,person3
-1.4051,-1.4383,0.6452,-1.23,-0.206,0.695,person3
-0.2283,-1.0693,1.9945,-1.113,-0.54,0.748,person3
1.7802,-0.2143,2.5305,-0.985,-0.901,0.818,person3
3.4561,0.2141,1.9456,-0.858,-1.232,0.875,person3
3.7603,0.4265,1.2761,-0.737,-1.524,0.918,person3
2.8537,0.1079,0.8032,0.21,-3.133,0.917,person3
-0.3371,-0.7735,0.699,0.295,-3.252,0.904,person3
-1.925,-1.5008,1.1236,0.369,-3.363,0.898,person3
-1.7108,-1.5058,0.9611,0.425,-3.467,0.913,person3
-1.6273,-0.9259,0.4004,0.466,-3.558,0.947,person3
-0.8498,-1.1835,-0.2983,0.494,-3.777,1.133,person3
-0.4868,-0.5287,-0.5138,0.476,-3.831,1.219,person3
0.4213,0.0667,-0.6212,0.449,-3.883,1.31,person3
1.5911,-0.5142,-0.6225,0.418,-3.922,1.404,person3
2.3283,-0.002,0.5427,0.375,-3.924,1.507,person3
4.0351,0.8289,3.0563,0.318,-3.809,1.62,person3
2.9419,1.2018,4.8137,0.232,-3.481,1.733,person3
1.837,0.4026,1.3242,0.138,-3.129,1.838,person3
-1.1306,2.4179,-1.3537,0.058,-2.995,1.921,person3
-0.6756,2.5363,-0.6957,-0.01,-3.018,1.998,person3
-1.4871,2.9125,-0.9111,-0.066,-3.065,2.077,person3
-2.5315,3.16,-1.7547,-0.208,-3.387,2.36,person3
-3.5271,3.3414,-2.3541,-0.232,-3.531,2.376,person3
-4.3922,3.4986,-1.8883,-0.252,-3.687,2.376,person3
-4.8505,3.734,-0.5877,-0.269,-3.849,2.364,person3
-4.9013,3.964,0.7309,-0.287,-4.347,2.325,person3
-5.0156,4.128,0.9322,-0.286,-4.53,2.307,person3
-5.0266,4.1812,0.405,-0.28,-4.721,2.286,person3
-5.0646,4.3595,-0.4141,-0.275,-4.92,2.261,person3
-3.8999,4.3436,-1.3853,-0.265,-5.114,2.24,person3
-1.4668,4.3231,-1.8705,-0.25,-5.3,2.221,person3
0.4708,4.3133,-1.9042,-0.238,-5.489,2.209,person3
2.7172,4.0065,-2.2573,-0.229,-5.674,2.204,person3
4.573,3.343,-3.3013,-0.217,-5.855,2.211,person3
5.162,3.1504,-3.6814,-0.207,-6.027,2.234,person3
4.8501,2.7379,-2.8262,-0.148,-6.757,2.5,person3
4.2174,2.2801,-2.2331,-0.134,-6.867,2.594,person3
3.4186,2.1918,-1.9248,-0.12,-6.957,2.698,person3
2.3712,2.8229,-1.5786,-0.109,-7.022,2.816,person3
1.6838,2.1558,-1.3432,-0.046,-7.028,3.343,person3
1.5696,0.8806,-1.1836,-0.021,-6.975,3.471,person3
1.4272,0.1804,-1.0634,0.008,-6.905,3.587,person3
0.9595,-0.7217,-1.1181,0.12,-6.552,3.965,person3
0.2639,-1.3615,-1.0326,0.154,-6.474,4.042,person3
-0.1232,-1.6383,-0.9623,0.186,-6.411,4.118,person3
0.0148,-1.7281,-0.7997,0.225,-6.355,4.19,person3
0.0084,-1.6776,-0.1711,0.453,-6.218,4.442,person3
3.406,-3.2227,3.4759,0.524,-6.207,4.494,person3
6.1718,-5.118,2.4366,0.604,-6.201,4.536,person3
7.0626,-6.7927,1.7166,0.687,-6.207,4.564,person3
5.2425,-5.5341,1.5052,0.942,-6.177,4.549,person3
2.4788,-2.5961,2.1723,1.029,-6.132,4.5,person3
1.401,-2.5793,2.2386,1.113,-6.053,4.43,person3
0.4521,-2.3838,2.4209,1.193,-5.945,4.331,person3
-0.5228,-1.8994,2.0549,1.35,-5.23,3.743,person3
-1.6712,-1.7975,1.4452,1.335,-5.012,3.577,person3
-2.7839,-1.502,0.6921,1.292,-4.793,3.416,person3
-4.0555,-0.5162,0.5005,1.223,-4.567,3.275,person3
-5.3621,0.8568,0.277,0.881,-3.835,3.015,person3
-5.9042,1.4692,-0.3601,0.742,-3.572,2.978,person3
-5.4299,1.8534,-0.5957,0.599,-3.296,2.958,person3
-4.161,1.4428,-0.1705,0.458,-3.006,2.951,person3
-2.7921,1.0923,-0.2955,0.321,-2.702,2.953,person3
-1.5966,0.5824,-0.6741,0.201,-2.387,2.962,person3
-0.694,-0.0398,-1.0267,0.097,-2.065,2.975,person3
-0.0843,-0.5925,-1.2139,0.017,-1.762,2.986,person3
0.4641,-0.9215,-1.0396,-0.033,-1.492,2.998,person3
0.7597,-0.992,-0.7263,-0.054,-1.262,3.015,person3
0.666,-0.8678,-0.0966,-0.054,-1.072,3.032,person3
0.2955,-0.796,0.5043,0.125,-0.664,3.031,person3
-0.3097,-0.83,0.8605,0.207,-0.637,3.004,person3
-0.9175,-0.6939,0.9451,0.3,-0.643,2.969,person3
-1.1963,-0.2907,1.016,0.405,-0.673,2.924,person3
-1.0975,0.1085,0.9942,0.862,-0.913,2.629,person3
-1.0216,0.5133,0.9897,0.96,-0.984,2.531,person3
-1.0087,0.7711,1.0104,1.047,-1.049,2.427,person3
-1.5975,0.9025,0.7579,1.121,-1.105,2.323,person3
-2.0098,2.1354,0.3285,1.25,-1.227,2.035,person3
-1.7577,2.5858,0.1717,1.262,-1.238,1.952,person3
-1.6402,2.7056,0.3963,1.262,-1.235,1.879,person3
-1.5154,2.7256,0.7754,1.249,-1.217,1.817,person3
-1.3416,2.3875,1.0091,1.135,-1.034,1.674,person3
-1.1554,1.8242,0.9899,1.102,-0.98,1.665,person3
-1.0276,1.2687,0.8389,1.07,-0.931,1.666,person3
-0.8296,0.6241,0.8287,1.042,-0.894,1.676,person3
-0.3004,0.0878,0.6948,1.002,-0.89,1.734,person3
0.6494,-0.4238,0.2168,1.009,-0.929,1.759,person3
1.8719,-1.439,-1.153,1.027,-0.99,1.788,person3
3.1603,-2.7317,-3.1416,1.057,-1.068,1.815,person3
3.55,-4.7741,-7.1709,1.266,-1.475,1.909,person3
0.991,-2.1495,-8.2245,1.332,-1.59,1.93,person3
0.3856,-0.4719,-6.0318,1.401,-1.711,1.958,person3
-0.8425,0.507,-2.1915,1.463,-1.838,1.988,person3
-1.0932,-0.6669,-1.3879,1.647,-2.185,2.085,person3
-1.6849,-1.9316,-0.1177,1.661,-2.198,2.094,person3
-2.2533,-2.5706,1.4893,1.659,-2.186,2.098,person3
-2.7428,-2.6185,2.8532,1.642,-2.153,2.093,person3
-2.622,-2.6842,3.2791,1.508,-2.016,2.039,person3
-1.5762,-2.7544,2.9554,1.436,-1.97,2.004,person3
-0.2026,-2.8491,2.3173,1.359,-1.898,1.962,person3
0.4613,-2.8494,2.0496,1.277,-1.811,1.911,person3
0.456,-2.3662,2.1009,0.921,-1.442,1.687,person3
-0.6601,-0.4527,2.5576,0.824,-1.35,1.624,person3
-0.8052,0.6248,2.8323,0.725,-1.263,1.565,person3
-0.646,0.6177,2.9127,0.625,-1.182,1.51,person3
-0.4285,0.335,2.9957,0.23,-0.918,1.34,person3
-0.2419,-0.1724,3.1176,0.141,-0.873,1.32,person3
-0.26,-0.7544,3.2673,0.059,-0.836,1.313,person3
-0.2103,-1.2277,3.4189,-0.214,-0.78,1.375,person3
0.0272,-1.3214,3.4413,-0.239,-0.771,1.401,person3
0.266,-1.0433,3.0802,-0.262,-0.753,1.43,person3
0.4004,-0.5298,2.5463,-0.357,-0.706,1.539,person3
0.3208,0.0357,2.0035,-0.381,-0.695,1.565,person3
0.1845,0.6489,1.4249,-0.41,-0.685,1.584,person3
0.04,1.2686,0.6839,-0.441,-0.679,1.598,person3
-0.1665,1.7402,0.2068,-0.51,-0.608,1.627,person3
-0.4399,2.1083,-0.1668,-0.512,-0.601,1.616,person3
-0.7932,2.3234,-0.5417,-0.512,-0.602,1.601,person3
-1.1099,2.3844,-0.8359,-0.459,-0.671,1.455,person3
-1.4234,2.372,-1.2025,-0.451,-0.719,1.411,person3
-1.6354,2.2323,-1.4435,-0.446,-0.772,1.37,person3
-1.1205,1.7051,-1.4418,-0.445,-0.836,1.328,person3
0.1174,1.4558,-1.0107,-0.443,-1.016,1.233,person3
0.7555,1.4923,-0.7944,-0.441,-1.078,1.218,person3
1.242,1.5081,-0.7162,-0.436,-1.139,1.206,person3
1.6616,1.5479,-0.603,-0.43,-1.199,1.197,person3
1.9375,1.7013,-0.5723,-0.41,-1.384,1.21,person3
1.9877,1.7841,-0.6066,-0.41,-1.409,1.221,person3
1.5644,1.5751,-1.0683,-0.409,-1.42,1.235,person3
1.0343,1.0376,-1.7451,-0.41,-1.426,1.253,person3
0.9736,0.7993,-1.8525,-0.443,-1.404,1.34,person3
1.1212,0.6001,-1.6622,-0.459,-1.409,1.371,person3
1.2404,0.4185,-1.1325,-0.474,-1.416,1.401,person3
2.1313,0.0661,0.1397,-0.487,-1.427,1.432,person3
2.5057,0.0929,0.1825,-0.512,-1.498,1.499,person3
2.865,0.2699,0.0611,-0.517,-1.546,1.508,person3
3.2587,0.4768,-0.2272,-0.517,-1.597,1.508,person3
3.144,0.5613,-0.6559,-0.511,-1.659,1.508,person3
2.7521,0.6246,-1.2648,-0.339,-2.081,1.488,person3
2.4708,0.3657,-2.0324,-0.242,-2.24,1.498,person3
2.1902,-0.2825,-2.5823,-0.135,-2.371,1.517,person3
2.2955,-1.1295,-2.8234,-0.038,-2.466,1.543,person3
2.861,-1.8977,-2.7346,0.176,-2.601,1.656,person3
3.5324,-2.4206,-2.4512,0.193,-2.604,1.678,person3
3.674,-2.5231,-1.9932,0.199,-2.592,1.697,person3
2.8815,-2.1094,-1.3512,0.198,-2.569,1.711,person3
1.6628,-1.3962,-0.6342,0.161,-2.399,1.735,person3
0.4124,-0.6692,0.0181,0.143,-2.302,1.737,person3
-0.648,0.0116,0.4382,0.123,-2.184,1.732,person3
-1.4307,0.5865,0.5837,0.101,-2.046,1.725,person3
-2.0293,0.9804,0.8934,-0.037,-0.951,1.799,person3
-2.7529,0.9737,1.2121,-0.08,-0.65,1.807,person3
-3.2365,0.7779,1.8098,-0.123,-0.382,1.785,person3
-3.3529,0.4033,2.1124,-0.166,-0.202,1.749,person3
-2.8147,-0.1096,2.404,-0.262,-0.441,1.573,person3
-1.6477,-0.6712,2.4602,-0.278,-0.577,1.52,person3
-0.1886,-1.3312,2.3993,-0.281,-0.686,1.466,person3
1.0599,-2.0488,2.0178,-0.275,-0.771,1.409,person3
1.739,-2.5103,1.4903,-0.142,-1.008,1.08,person3
1.7916,-2.4921,0.9636,-0.106,-0.975,0.992,person3
1.4899,-2.1055,0.7197,-0.073,-0.904,0.918,person3
0.9129,-1.5542,0.8582,-0.039,-0.822,0.849,person3
0.38,-0.8467,1.2614,0.009,-0.527,0.687,person3
0.223,0.0407,1.3791,0.0,-0.462,0.676,person3
0.1394,0.9394,1.7317,-0.015,-0.408,0.684,person3
-0.0463,1.889,1.385,-0.033,-0.365,0.694,person3
-0.68,2.8577,1.0228,-0.09,-0.395,0.727,person3
-1.0486,3.45,1.0854,-0.105,-0.499,0.739,person3
-1.2983,3.5933,1.5414,-0.122,-0.63,0.766,person3
-1.7666,3.332,2.2634,-0.145,-0.78,0.824,person3
-1.967,2.9127,2.9303,-0.272,-1.371,1.331,person3
-2.3321,2.442,3.2983,-0.288,-1.463,1.449,person3
-2.4535,1.9419,3.3639,-0.3,-1.542,1.57,person3
-2.5108,1.3488,3.1555,-0.302,-1.596,1.674,person3
-2.5451,0.9235,2.7225,-0.248,-1.55,1.905,person3
-2.8033,0.6947,2.1985,-0.217,-1.514,1.96,person3
-3.026,0.8303,1.6129,-0.184,-1.463,2.0,person3
-3.1023,1.1126,0.9841,-0.148,-1.385,2.028,person3
-2.9996,1.1391,0.5299,0.112,-1.327,2.114,person3
-2.7046,1.0218,0.1063,0.161,-1.407,2.11,person3
-2.1817,0.6817,-0.2674,0.37,-1.687,2.06,person3
-1.4701,-0.0384,-0.8521,0.393,-1.667,2.053,person3
-0.7038,-0.9372,-1.7921,0.467,-1.297,1.988,person3
0.2416,-2.0991,-2.6552,0.472,-1.195,1.962,person3
1.3652,-3.4962,-3.5791,0.42,-0.697,1.744,person3
3.2278,-4.9346,-4.7542,0.381,-0.628,1.675,person3
5.3737,-5.6438,-5.5258,0.334,-0.569,1.59,person3
5.9327,-5.0962,-6.1912,0.061,-0.453,1.156,person3
4.98,-3.3714,-6.9158,-0.05,-0.49,1.019,person3
2.6404,-1.1353,-6.7262,-0.183,-0.548,0.869,person3
0.1733,0.9968,-5.6404,-0.342,-0.631,0.711,person3
-1.4246,2.4553,-4.3286,-0.917,-0.921,0.223,person3
-2.5223,2.5499,-2.5018,-1.116,-1.001,0.07,person3
-1.7583,1.486,-0.2878,-1.3,-1.055,-0.073,person3
-0.0768,-0.0262,1.542,-1.473,-1.085,-0.202,person3
0.4054,-1.0868,2.885,-1.963,-1.032,-0.523,person3
-0.0551,-1.781,3.8308,-2.032,-1.001,-0.543,person3
-0.2989,-2.3534,4.3341,-2.083,-0.971,-0.537,person3
0.4002,-3.0846,4.1821,-2.118,-0.947,-0.512,person3
1.8928,-3.7044,3.2677,-2.127,-0.91,-0.374,person3
2.5945,-3.8512,2.4776,-2.107,-0.906,-0.317,person3
1.8411,-3.1244,2.4708,-2.074,-0.903,-0.254,person3
0.6915,-2.1265,2.6181,-2.029,-0.894,-0.191,person3
-0.2082,-1.1748,2.8115,-1.972,-0.885,-0.124,person3
-0.6855,-0.2964,2.955,-1.897,-0.875,-0.063,person3
-0.8239,0.3373,2.8883,-1.816,-0.863,0.003,person3
-1.2188,0.9677,2.5896,-1.728,-0.849,0.065,person3
-1.2607,0.8428,2.5365,-1.636,-0.838,0.122,person3
-1.1323,0.5743,2.3014,-1.541,-0.831,0.18,person3
-0.8599,0.3139,2.2578,-1.44,-0.826,0.236,person3
-0.5644,0.0708,2.2601,-1.046,-0.82,0.437,person3
-0.3376,-0.0575,2.1507,-0.946,-0.819,0.484,person3
-0.2712,-0.0808,1.9523,-0.833,-0.84,0.527,person3
-0.3086,-0.0297,1.7981,-0.713,-0.883,0.565,person3
-0.3454,0.1755,1.4593,-0.331,-1.01,0.656,person3
-0.5536,0.5038,0.981,-0.201,-1.025,0.677,person3
-0.7867,0.9224,0.5387,-0.072,-1.034,0.692,person3
-0.9459,1.3319,0.1257,0.064,-1.045,0.7,person3
-0.9411,1.6586,-0.0967,0.591,-1.178,0.719,person3
-0.7622,1.981,-0.1807,0.718,-1.218,0.721,person3
-0.6341,2.1824,-0.3201,0.837,-1.255,0.718,person3
-0.5398,2.309,-0.3497,0.946,-1.281,0.714,person3
-0.3997,2.2995,-0.2902,1.288,-1.232,0.676,person3
-0.2827,2.1927,-0.164,1.344,-1.188,0.666,person3
-0.0968,2.069,-0.0415,1.385,-1.133,0.651,person3
0.0663,1.9166,0.1024,1.419,-1.073,0.623,person3
0.269,1.757,0.2355,1.465,-0.855,0.528,person3
0.6157,1.5709,0.3317,1.465,-0.777,0.501,person3
0.8725,1.256,0.2967,1.459,-0.702,0.475,person3
1.1143,0.9488,0.1562,1.446,-0.637,0.447,person3
1.3631,0.7336,-0.1533,1.355,-0.461,0.337,person3
1.5975,0.5975,-0.6078,1.324,-0.438,0.31,person3
1.7129,0.5532,-1.4235,1.293,-0.42,0.274,person3
1.5399,0.5176,-2.6626,1.256,-0.413,0.24,person3
1.2411,0.5686,-4.1369,1.147,-0.448,0.127,person3
0.9666,0.7397,-4.8994,1.106,-0.488,0.086,person3
1.0061,0.9979,-4.2827,1.06,-0.538,0.05,person3
2.213,0.9933,-1.6802,1.008,-0.596,0.013,person3
2.9136,0.9803,-0.6534,0.949,-0.662,-0.024,person3
2.8038,1.2577,-0.4958,0.879,-0.732,-0.061,person3
2.7704,1.587,-0.5809,0.8,-0.805,-0.106,person3
2.9086,1.8608,-0.7577,0.712,-0.868,-0.158,person3
3.0816,2.0411,-0.9841,0.616,-0.926,-0.213,person3
3.1116,2.0735,-1.1441,0.512,-0.978,-0.274,person3
3.1392,1.7625,-1.3021,0.398,-1.024,-0.342,person3
3.2003,1.0861,-1.32,-0.121,-1.149,-0.658,person3
3.15,0.1474,-1.1658,-0.261,-1.178,-0.739,person3
3.2427,-0.7142,-0.9763,-0.402,-1.198,-0.813,person3
3.4141,-1.3611,-0.809,-0.532,-1.202,-0.879,person3
3.4945,-1.8526,-0.6807,-0.863,-0.919,-0.975,person3
3.3651,-2.131,-0.5478,-0.882,-0.77,-0.953,person3
2.6919,-2.0734,-0.3873,-0.875,-0.603,-0.921,person3
1.4125,-1.5765,-0.2003,-0.673,0.085,-0.74,person3
0.0771,-0.8385,0.0013,-0.595,0.225,-0.695,person3
-1.1115,-0.2165,0.2581,-0.511,0.336,-0.656,person3
-3.6833,-0.1669,1.1296,-0.431,0.409,-0.626,person3
-3.0426,-0.4979,1.1411,-0.133,0.38,-0.591,person3
-1.9784,-0.7926,1.0493,-0.07,0.325,-0.585,person3
-0.8726,-1.0571,1.0057,-0.016,0.259,-0.574,person3
0.1159,-1.4406,0.8734,0.025,0.192,-0.556,person3
1.0977,-1.8233,0.4573,0.036,-0.089,-0.478,person3
1.3737,-1.9114,0.3074,0.011,-0.189,-0.448,person3
0.3736,-1.1077,1.0133,-0.025,-0.288,-0.425,person3
0.1155,0.1946,1.3467,-0.067,-0.382,-0.403,person3
0.463,0.8663,1.1622,-0.165,-0.512,-0.361,person3
-0.3585,2.4272,1.5421,-0.178,-0.487,-0.352,person3
-0.969,2.467,1.9604,-0.175,-0.434,-0.341,person3
-1.432,2.2905,2.3398,-0.165,-0.355,-0.337,person3
-2.0878,2.0277,2.6644,-0.152,-0.251,-0.331,person3
-2.4776,1.7861,2.8097,-0.128,-0.129,-0.331,person3
-2.6487,1.5962,2.8284,-0.097,0.007,-0.335,person3
-2.781,1.4607,2.7554,-0.058,0.158,-0.338,person3
-3.07,1.4663,2.5889,-0.014,0.318,-0.342,person3
-3.4106,1.4961,2.3843,0.039,0.485,-0.346,person3
-3.6077,1.5668,1.9145,0.089,0.654,-0.35,person3
-3.5814,1.5208,1.4445,0.321,1.249,-0.34,person3
-3.3542,1.3221,1.0018,0.381,1.355,-0.335,person3
-2.868,0.9687,0.4853,0.44,1.439,-0.33,person3
-2.0785,0.3387,-0.1243,0.502,1.498,-0.327,person3
-1.1049,-0.4726,-1.0271,0.675,1.57,-0.316,person3
3.4639,-4.6496,-4.4661,0.733,1.563,-0.317,person3
6.047,-5.8771,-6.2933,0.791,1.541,-0.318,person3
7.2723,-5.9381,-8.2904,0.846,1.516,-0.323,person3
6.3724,-4.5283,-9.3357,0.899,1.486,-0.333,person3
3.2176,-2.0517,-8.561,0.948,1.464,-0.343,person3
-0.4329,0.1325,-6.2688,0.997,1.45,-0.356,person3
-2.33,1.4237,-4.0434,1.049,1.423,-0.374,person3
-3.6715,1.7855,-2.1384,1.1,1.395,-0.399,person3
-3.539,1.1777,0.1128,1.144,1.374,-0.427,person3
-2.0033,0.0424,2.0482,1.188,1.358,-0.451,person3
-0.89,-0.8783,3.1465,1.311,1.31,-0.546,person3
-0.2194,-1.27,3.7133,1.387,1.295,-0.6,person3
0.1706,-1.4975,3.8834,1.427,1.298,-0.625,person3
0.6229,-2.0227,3.7231,1.462,1.302,-0.646,person3
1.7518,-2.9696,3.1424,1.578,1.322,-0.7,person3
2.8934,-3.6852,2.3865,1.612,1.32,-0.717,person3
2.9069,-3.6517,2.0034,1.651,1.315,-0.737,person3
2.0867,-2.9657,2.0944,1.692,1.307,-0.751,person3
0.984,-1.9481,2.2091,1.733,1.295,-0.767,person3
-1.7662,0.8552,2.5153,1.775,1.277,-0.784,person3
-2.1969,1.4022,2.3959,1.819,1.255,-0.801,person3
-2.3245,1.7724,2.3108,1.862,1.233,-0.819,person3
-2.2029,1.8738,2.1132,1.909,1.214,-0.835,person3
-1.9971,1.7034,1.9972,1.954,1.198,-0.842,person3
-1.6729,1.432,1.853,2.001,1.188,-0.845,person3
-1.1172,1.1038,2.0392,2.199,1.163,-0.807,person3
-0.5558,0.7997,2.0221,2.246,1.154,-0.786,person3
-0.1543,0.5787,2.1225,2.291,1.15,-0.753,person3
0.031,0.4532,1.9811,2.333,1.145,-0.724,person3
-0.0184,0.5028,1.6155,2.474,1.408,-0.448,person3
-0.211,0.6912,1.1729,2.35,2.075,-0.206,person3
-0.3474,0.9687,0.7087,2.314,2.123,-0.169,person3
-0.3593,1.2409,0.241,2.276,2.133,-0.131,person3
-0.3305,1.5026,-0.301,2.025,1.804,0.045,person3
-0.3497,1.6998,-0.8404,1.964,1.681,0.077,person3
-0.3791,1.8907,-1.1488,1.903,1.538,0.104,person3
-0.4113,1.9833,-1.3837,1.601,0.937,0.171,person3
-0.5112,1.9933,-1.534,1.516,0.801,0.18,person3
-0.528,1.8333,-1.6201,1.433,0.673,0.182,person3
-0.3589,1.6435,-1.6323,1.184,0.342,0.156,person3
0.8468,1.1763,-1.3803,0.788,-0.06,0.042,person3
1.8149,1.0815,-1.6449,0.718,-0.118,0.017,person3
1.9299,1.3058,-2.0899,0.65,-0.17,-0.008,person3
