acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
3.9768,-3.4702,-8.6309,-2.364,1.113,0.548,person1
4.2686,-4.3067,-7.3615,-2.469,1.148,0.544,person1
3.3708,-4.3798,-6.0788,-2.579,1.185,0.542,person1
2.1937,-4.1059,-4.9776,-2.679,1.221,0.541,person1
1.5186,-3.7557,-3.3774,-2.771,1.262,0.533,person1
1.194,-3.7242,-2.0919,-2.873,1.317,0.525,person1
1.6857,-3.1175,-1.1211,-2.97,1.369,0.517,person1
1.4523,-2.9988,-0.7405,-3.066,1.421,0.509,person1
1.3225,-2.628,-0.2283,-3.158,1.468,0.496,person1
0.6493,-2.404,-0.0225,-3.248,1.515,0.48,person1
-0.3474,-1.9546,0.2744,-3.574,1.633,0.406,person1
-1.0748,-1.4683,0.6265,-3.647,1.646,0.381,person1
-1.1145,-1.369,0.0343,-3.715,1.651,0.358,person1
-0.6137,-1.1841,-0.9425,-3.786,1.657,0.331,person1
-0.5566,-0.7288,-1.5169,-3.938,1.643,0.24,person1
-0.8592,-0.5488,-1.9396,-3.987,1.649,0.202,person1
-1.2624,-0.329,-1.9349,-4.027,1.655,0.156,person1
-1.8282,-0.1847,-1.734,-3.899,1.532,0.111,person1
-2.4,0.0979,-1.3054,-1.787,-0.599,-0.334,person1
-2.8207,0.4536,-0.8797,-1.25,-1.514,-0.288,person1
-2.7361,0.7678,-0.6618,-0.5,-3.037,-0.272,person1
-1.8708,0.669,-0.5347,0.053,-3.781,-0.382,person1
-1.0905,0.4064,-0.6342,0.532,-2.508,-0.801,person1
-1.0044,0.5933,-0.8418,0.883,-1.846,-0.889,person1
-1.5183,0.7529,-0.8216,1.898,-0.653,-1.03,person1
-1.6453,0.9127,-0.8611,3.321,0.325,-0.652,person1
-1.9445,1.0441,-0.6594,3.265,0.387,-0.475,person1
-2.5617,1.4388,0.0839,3.184,0.219,-0.09,person1
-2.9853,1.8195,0.9381,3.161,0.018,0.091,person1
-3.2174,2.0905,1.6442,3.135,-0.224,0.249,person1
-3.3791,2.2208,2.0226,3.1,-0.468,0.382,person1
-3.4964,2.1803,2.1575,2.962,-1.025,0.704,person1
-3.3436,2.1016,1.909,2.929,-1.13,0.773,person1
-2.8148,1.9552,1.6456,2.906,-1.176,0.821,person1
-1.5178,1.4532,1.4708,2.905,-1.143,0.855,person1
-0.2306,1.1303,1.5924,2.809,-0.616,0.955,person1
-0.2146,1.3435,2.2598,2.677,-0.569,0.964,person1
-0.9828,1.4758,3.154,2.468,-0.648,0.954,person1
-2.2341,1.4758,3.6219,2.192,-0.843,0.914,person1
-3.4626,1.4621,3.9688,1.367,-1.301,0.647,person1
-4.5746,1.4675,3.7979,1.155,-1.302,0.526,person1
-5.5082,1.3815,3.2666,0.976,-1.246,0.393,person1
-6.1846,1.4684,2.5763,0.824,-1.134,0.255,person1
-6.4573,1.4876,1.9427,0.68,-0.984,0.114,person1
-6.1412,1.5209,1.7765,0.537,-0.806,-0.015,person1
-5.3329,1.4208,2.2776,0.389,-0.612,-0.123,person1
-4.597,1.3871,3.131,0.232,-0.399,-0.218,person1
-4.0297,1.3586,3.8453,0.071,-0.182,-0.294,person1
-4.0583,1.6063,4.0578,-0.086,0.022,-0.348,person1
-4.5061,1.7089,3.9032,-0.233,0.221,-0.382,person1
-5.0732,1.8439,3.5349,-0.602,0.878,-0.381,person1
-5.0926,1.9388,3.4619,-0.684,1.119,-0.347,person1
-4.7369,2.0525,3.7542,-0.739,1.345,-0.299,person1
-3.3789,2.3256,3.9085,-0.779,1.555,-0.243,person1
-1.3737,2.1688,3.9795,-0.811,1.733,-0.184,person1
0.3977,2.1441,4.0006,-0.835,1.891,-0.122,person1
1.8858,2.2447,3.8841,-0.855,2.026,-0.056,person1
2.9299,2.1713,3.818,-0.865,2.162,0.013,person1
3.5442,2.2724,3.1023,-0.863,2.309,0.091,person1
3.9145,2.1015,2.2564,-0.848,2.47,0.173,person1
3.67,1.9102,1.0582,-0.832,2.617,0.26,person1
3.092,1.4026,0.0906,-0.825,2.72,0.335,person1
2.2114,1.0222,-0.3014,-0.831,2.779,0.403,person1
1.3404,0.9953,-0.1715,-0.854,2.782,0.449,person1
0.5722,1.0972,0.4959,-0.893,2.742,0.477,person1
0.2271,1.0983,0.7118,-0.954,2.653,0.48,person1
1.1033,1.047,0.5021,-1.018,2.566,0.466,person1
2.2157,0.786,0.1242,-1.07,2.526,0.435,person1
2.0729,0.8313,-0.0407,-1.051,2.324,-0.122,person1
1.3048,0.871,-1.5296,-0.998,2.234,-0.24,person1
0.7852,0.444,-2.3371,-0.766,1.882,-0.565,person1
0.4639,0.4483,-2.1675,-0.662,1.77,-0.655,person1
-0.1761,0.9793,-1.6349,-0.544,1.665,-0.736,person1
-0.5777,1.304,-1.1656,-0.421,1.573,-0.811,person1
-0.1025,0.7309,-0.8794,-0.29,1.485,-0.874,person1
1.367,0.9702,-0.9202,0.12,1.288,-0.981,person1
2.8602,0.8252,-0.8984,0.255,1.255,-0.99,person1
3.0066,-0.1238,-1.0219,0.387,1.233,-0.983,person1
1.7484,-0.1597,-1.3083,0.506,1.208,-0.96,person1
0.2103,0.377,-1.6011,0.759,1.108,-0.861,person1
-1.0293,0.2965,-1.3359,0.812,1.076,-0.827,person1
-1.5902,0.6869,-0.3686,0.855,1.056,-0.797,person1
-1.3563,1.2105,0.2008,0.883,1.045,-0.772,person1
-0.1243,1.3307,-0.0089,0.906,1.044,-0.753,person1
0.8247,0.7356,-1.5917,0.92,1.046,-0.739,person1
1.5577,0.3301,-2.4756,0.925,1.047,-0.732,person1
1.8006,0.0,-2.5041,0.92,1.043,-0.731,person1
0.3735,-0.9728,-2.4797,0.909,1.03,-0.737,person1
-1.4657,-1.5232,-2.3145,0.89,1.016,-0.747,person1
-2.0591,-0.9746,-1.7621,0.868,0.994,-0.765,person1
-0.8828,-0.3507,-1.6382,0.794,0.837,-0.819,person1
-0.3411,0.2885,-0.9277,0.778,0.778,-0.822,person1
0.5199,0.6115,-0.1675,0.761,0.712,-0.823,person1
0.3532,-0.2844,-0.7839,0.731,0.652,-0.819,person1
0.4741,-0.771,-0.3966,0.791,0.278,-0.808,person1
0.7218,-0.7561,0.0649,0.999,-0.039,-0.785,person1
1.2224,-1.1403,-0.0481,1.238,-0.281,-0.767,person1
0.6741,-1.5926,0.2071,1.36,-0.289,-0.774,person1
-1.1615,-1.2891,0.1798,1.378,-0.167,-0.798,person1
-2.36,-0.3769,-0.4569,1.482,0.29,-0.747,person1
-2.7517,1.6029,0.8638,1.491,0.374,-0.756,person1
-1.4668,0.5417,1.2393,1.434,0.414,-0.815,person1
-0.3096,0.3092,0.7967,1.346,0.441,-0.892,person1
1.0319,0.7454,1.0765,1.005,0.678,-1.057,person1
1.7229,0.5989,1.1047,0.913,0.72,-1.085,person1
1.2578,-0.2189,0.9624,0.813,0.748,-1.115,person1
0.6114,-0.6692,0.2817,0.707,0.77,-1.15,person1
0.2799,-0.9928,0.5134,0.396,0.843,-1.217,person1
0.386,-0.6514,0.8669,0.292,0.872,-1.229,person1
-0.1559,-1.3339,0.9575,0.181,0.891,-1.248,person1
-1.0628,-2.0648,0.57,0.07,0.909,-1.278,person1
-2.0152,-2.1504,0.4541,-0.356,0.921,-1.463,person1
-2.94,-1.2296,0.8026,-0.445,0.882,-1.509,person1
-3.2147,-0.1177,1.2261,-0.524,0.826,-1.548,person1
-3.4306,0.5034,1.5314,-0.595,0.779,-1.58,person1
-3.3413,0.5528,1.9751,-0.769,0.649,-1.66,person1
-3.1531,0.4985,2.2008,-0.805,0.602,-1.69,person1
-2.9489,0.2504,2.3826,-0.834,0.556,-1.72,person1
-3.0838,-0.1297,2.6699,-0.856,0.517,-1.747,person1
-2.8092,-0.5908,2.6228,-0.867,0.487,-1.771,person1
-2.1809,-1.054,2.1048,-0.851,0.472,-1.809,person1
-1.6961,-0.8053,1.249,-0.815,0.485,-1.817,person1
-1.4457,-0.3743,0.7298,-0.77,0.497,-1.821,person1
-1.7456,-0.1414,0.2246,-0.477,0.535,-1.888,person1
-2.2982,-0.0905,-0.1937,-0.383,0.537,-1.911,person1
-2.6331,-0.2772,-0.5645,-0.292,0.533,-1.936,person1
-2.7217,-0.4535,-0.5268,-0.203,0.527,-1.948,person1
-2.7788,-0.664,0.2222,0.014,0.618,-1.954,person1
-2.5012,-0.402,0.8743,0.069,0.669,-1.947,person1
-2.8084,0.5962,1.348,0.11,0.732,-1.935,person1
-2.7828,0.5602,1.831,0.138,0.801,-1.921,person1
-2.8567,-0.1657,1.9063,0.152,0.867,-1.898,person1
-2.9771,-0.8704,2.4106,0.143,0.935,-1.866,person1
-3.3693,-0.954,2.7448,0.118,0.996,-1.828,person1
-3.0266,-0.5677,3.3581,0.081,1.063,-1.781,person1
-1.3127,0.7896,3.5991,0.031,1.137,-1.736,person1
0.0425,2.4739,2.4296,-0.034,1.24,-1.682,person1
-0.1999,2.5363,0.9469,-0.118,1.384,-1.597,person1
-1.0261,1.9863,0.5031,-0.399,2.026,-1.214,person1
-0.9654,1.0534,0.6841,-0.507,2.232,-1.114,person1
-0.728,-0.011,0.8572,-0.619,2.426,-1.039,person1
-0.1035,-1.196,1.0482,-0.743,2.613,-0.996,person1
0.7173,-2.1335,0.6972,-0.88,2.804,-0.989,person1
1.6808,-3.0424,0.4514,-1.021,2.996,-1.014,person1
2.658,-3.7426,0.6917,-1.171,3.193,-1.065,person1
3.4381,-4.6208,1.0373,-1.328,3.392,-1.138,person1
3.8787,-5.7462,0.7752,-1.491,3.603,-1.22,person1
2.6795,-5.4131,-0.4396,-1.653,3.815,-1.313,person1
0.9865,-4.0905,-1.0476,-1.812,4.026,-1.419,person1
-0.5482,-2.3564,-1.4164,-2.349,4.713,-1.918,person1
-1.6209,-0.9955,-1.932,-2.457,4.833,-2.052,person1
-2.1342,0.0557,-2.0524,-2.553,4.941,-2.185,person1
-2.7869,0.6425,-2.0748,-2.64,5.045,-2.314,person1
-2.8053,1.044,-1.7937,-2.805,5.318,-2.685,person1
-3.3229,1.08,-1.2679,-2.827,5.392,-2.801,person1
-2.6303,0.6976,-1.0644,-2.836,5.457,-2.913,person1
0.7482,-0.7099,-1.8297,-2.829,5.509,-3.009,person1
1.8027,-0.6641,-2.1048,-2.811,5.547,-3.092,person1
2.5422,-0.4301,-2.2367,-2.775,5.566,-3.163,person1
2.9406,-0.0941,-1.8713,-2.722,5.56,-3.214,person1
3.1674,0.3548,-1.5977,-2.653,5.534,-3.245,person1
3.1861,0.7657,-1.3773,-2.566,5.485,-3.26,person1
3.0435,1.1288,-1.5691,-2.46,5.421,-3.263,person1
3.1029,1.4401,-1.9267,-2.34,5.338,-3.244,person1
3.3056,1.7084,-2.2231,-1.909,5.029,-3.104,person1
3.5035,2.0301,-2.4622,-1.747,4.919,-3.028,person1
3.5353,2.3932,-2.5716,-1.578,4.794,-2.947,person1
3.5039,3.0048,-2.3651,-1.404,4.657,-2.864,person1
3.5189,3.52,-2.3031,-1.23,4.504,-2.782,person1
3.425,3.7363,-2.2068,-1.063,4.341,-2.704,person1
3.1671,3.7198,-1.9979,-0.889,4.174,-2.626,person1
2.7812,3.5689,-1.6495,-0.726,4.006,-2.557,person1
2.3737,3.2448,-1.201,-0.572,3.835,-2.497,person1
2.0078,2.7623,-0.4331,-0.426,3.667,-2.445,person1
1.5998,2.1043,0.5059,-0.292,3.502,-2.405,person1
1.0371,1.3287,1.7387,-0.172,3.345,-2.372,person1
0.2468,0.4722,3.1975,0.344,2.696,-2.315,person1
-0.6791,-0.6596,4.7095,0.38,2.653,-2.328,person1
-2.0683,-2.113,6.5264,0.403,2.617,-2.348,person1
-3.432,-3.9266,7.7875,0.409,2.592,-2.378,person1
-3.8671,-5.7892,7.8275,0.403,2.57,-2.415,person1
-3.1848,-6.6296,6.9639,0.389,2.556,-2.461,person1
-1.6357,-4.8761,5.5064,0.37,2.552,-2.517,person1
-0.1851,-2.3992,3.7657,0.575,2.778,-3.094,person1
1.0361,-0.127,2.127,0.945,2.499,-3.096,person1
2.176,1.7491,0.8912,1.006,2.433,-3.067,person1
3.3166,2.6964,0.1275,1.122,2.297,-2.983,person1
4.1267,1.2987,0.1017,1.41,1.903,-2.599,person1
3.6983,-1.7078,-0.8722,1.339,1.772,-2.275,person1
2.9012,-5.1249,-1.5782,1.157,1.899,-2.037,person1
1.5794,-8.4248,-2.2063,1.108,1.943,-1.975,person1
-0.8047,-9.6511,-3.2791,1.061,1.99,-1.922,person1
-2.775,-7.9786,-2.0141,1.016,2.038,-1.874,person1
-3.8865,-3.1746,-0.0607,0.863,2.241,-1.723,person1
-3.027,1.9778,-1.8844,0.834,2.292,-1.696,person1
1.0631,5.4694,-5.1118,0.81,2.344,-1.666,person1
4.7147,6.3792,-7.3929,0.781,2.544,-1.564,person1
6.5791,5.4978,-6.7884,0.788,2.593,-1.544,person1
7.2846,4.3169,-4.1374,0.798,2.634,-1.528,person1
7.0902,2.7184,-0.7289,0.813,2.673,-1.52,person1
5.1496,0.4687,0.4949,0.875,2.766,-1.525,person1
2.9158,-0.876,-1.4634,0.897,2.792,-1.525,person1
1.02,-1.8282,-3.3214,0.916,2.814,-1.531,person1
-0.5589,-2.4595,-4.3582,0.935,2.831,-1.536,person1
-1.788,-2.6722,-4.5165,0.984,2.843,-1.525,person1
-2.7338,-2.3636,-3.4876,1.002,2.838,-1.514,person1
-3.6328,-1.4687,-1.2875,1.022,2.827,-1.498,person1
-4.0982,-0.3647,0.5706,1.045,2.815,-1.488,person1
-4.1248,0.5163,1.3074,1.072,2.805,-1.479,person1
-3.8219,0.9669,1.0426,1.101,2.791,-1.466,person1
-2.3867,1.0077,0.4664,1.129,2.778,-1.452,person1
-0.4683,0.5406,0.4592,1.157,2.766,-1.434,person1
0.806,0.0622,0.8894,1.186,2.75,-1.414,person1
1.4992,0.0872,1.1131,1.224,2.734,-1.388,person1
1.8639,0.4847,1.0083,1.264,2.718,-1.363,person1
1.7114,0.5081,0.7741,1.416,2.693,-1.221,person1
1.0931,0.5897,0.5345,1.45,2.7,-1.175,person1
-0.0283,0.6052,0.4491,1.479,2.709,-1.129,person1
-1.2261,0.4695,0.4663,1.505,2.72,-1.088,person1
-2.3018,0.4316,0.4799,1.554,2.759,-0.939,person1
-2.9504,0.4667,0.4957,1.548,2.763,-0.906,person1
-3.1013,0.5945,0.5428,1.534,2.758,-0.88,person1
-2.2636,0.9902,0.1616,1.511,2.749,-0.859,person1
-1.8121,0.8228,0.4799,1.403,2.714,-0.832,person1
-0.9277,1.3216,0.0608,1.356,2.7,-0.831,person1
0.0385,1.1171,-0.0559,1.303,2.684,-0.833,person1
0.7169,0.9324,-0.0057,1.248,2.67,-0.837,person1
1.461,0.8557,-0.3303,1.043,2.591,-0.843,person1
2.016,0.4114,-0.368,1.006,2.557,-0.849,person1
2.1758,-0.0147,-0.1721,0.972,2.518,-0.855,person1
2.0674,-0.0818,-0.2012,0.948,2.474,-0.858,person1
2.0841,-0.0966,-0.0098,0.896,2.327,-0.864,person1
1.6095,-0.3227,0.5628,0.891,2.275,-0.865,person1
0.8171,-0.2237,1.0961,0.892,2.22,-0.863,person1
-0.1911,-0.4675,2.1636,0.899,2.159,-0.861,person1
-1.0662,-0.3272,3.2199,0.91,2.096,-0.859,person1
-1.9488,-0.5055,4.0972,0.929,2.035,-0.852,person1
-2.7772,-0.9736,4.636,0.951,1.98,-0.84,person1
-2.595,-1.2017,4.2148,0.976,1.925,-0.825,person1
-1.6812,-1.1691,3.3904,1.003,1.875,-0.804,person1
-1.138,-0.9746,2.2886,1.029,1.83,-0.779,person1
-1.0493,-0.7686,0.9012,1.057,1.792,-0.748,person1
-1.6408,-0.8662,0.1647,1.147,1.716,-0.66,person1
-2.0505,-0.7342,0.3296,1.171,1.697,-0.632,person1
-2.4169,-1.2024,1.595,1.191,1.681,-0.603,person1
-2.812,-2.579,2.4977,1.206,1.667,-0.578,person1
-3.4855,-3.3763,2.5032,1.214,1.655,-0.552,person1
-3.8642,-3.0699,2.3376,1.201,1.603,-0.499,person1
-4.496,-2.39,1.944,1.18,1.581,-0.487,person1
-5.1956,-2.0912,1.1844,1.151,1.551,-0.483,person1
-5.3292,-2.0246,0.6314,1.119,1.515,-0.481,person1
-4.587,-1.5325,0.8223,1.08,1.472,-0.487,person1
-2.7907,-0.3977,1.7603,1.043,1.417,-0.496,person1
-0.7399,0.3642,2.1085,1.005,1.352,-0.507,person1
0.7642,0.6038,1.8666,0.965,1.268,-0.525,person1
3.3562,0.2897,0.8014,0.931,1.174,-0.542,person1
4.0107,0.0328,0.4772,0.898,1.068,-0.557,person1
4.1816,-0.3663,0.0334,0.868,0.954,-0.573,person1
4.0688,-0.8393,-0.182,0.785,0.597,-0.594,person1
3.4232,-1.3843,-0.497,0.761,0.49,-0.592,person1
2.345,-2.0178,-1.398,0.739,0.388,-0.584,person1
0.5841,-2.4998,-3.0376,0.72,0.293,-0.578,person1
-0.9923,-2.5955,-4.0497,0.708,0.205,-0.573,person1
-1.9579,-2.4149,-4.4337,0.663,-0.191,-0.558,person1
-2.4911,-2.0163,-3.6152,0.596,-0.337,-0.566,person1
-2.8387,-1.6712,-2.1225,0.579,-0.356,-0.566,person1
-2.6717,-1.5498,-1.0018,0.516,-0.424,-0.561,person1
-2.1035,-1.3653,-0.8006,0.485,-0.44,-0.562,person1
-1.5894,-1.0247,-0.953,0.451,-0.456,-0.564,person1
-1.2587,-0.6097,-1.2522,0.412,-0.465,-0.566,person1
-0.8907,-0.2384,-1.7258,0.369,-0.475,-0.569,person1
-0.3847,-0.0024,-2.1304,0.325,-0.477,-0.577,person1
0.0584,0.1238,-2.3662,0.277,-0.478,-0.579,person1
0.3604,0.0141,-2.5762,0.23,-0.476,-0.583,person1
0.5657,-0.1203,-2.5509,0.179,-0.471,-0.587,person1
0.9142,-0.3456,-2.591,0.131,-0.465,-0.589,person1
1.4616,-0.5193,-2.8267,0.091,-0.46,-0.585,person1
1.9578,-0.4416,-3.0751,-0.005,-0.448,-0.556,person1
2.318,-0.109,-3.2608,-0.028,-0.446,-0.539,person1
2.6227,0.4213,-3.3112,-0.047,-0.441,-0.52,person1
3.0133,1.0586,-3.2916,-0.058,-0.439,-0.5,person1
3.3706,1.5636,-3.3798,-0.064,-0.439,-0.479,person1
3.8204,1.8568,-3.5659,-0.065,-0.442,-0.458,person1
4.2905,2.0414,-3.7505,-0.061,-0.449,-0.437,person1
4.9672,2.258,-3.8512,-0.056,-0.461,-0.416,person1
5.3254,2.6678,-3.7669,-0.048,-0.477,-0.396,person1
5.5454,3.0036,-3.442,-0.043,-0.494,-0.373,person1
5.5441,3.2739,-3.0778,-0.038,-0.511,-0.348,person1
5.3018,3.2195,-2.6356,-0.043,-0.59,-0.226,person1
4.8105,2.9421,-2.0517,-0.053,-0.612,-0.188,person1
4.1669,2.4675,-1.3876,-0.062,-0.637,-0.147,person1
3.3402,1.8263,-0.5319,-0.076,-0.655,-0.104,person1
2.3027,0.9776,0.6309,-0.132,-0.692,0.058,person1
0.847,-0.0065,2.3738,-0.144,-0.694,0.093,person1
-1.0305,-1.414,4.4691,-0.158,-0.692,0.13,person1
-3.3056,-3.3301,6.3157,-0.17,-0.684,0.164,person1
-5.1231,-5.6148,7.8191,-0.204,-0.62,0.259,person1
-5.2725,-7.5861,8.6133,-0.218,-0.595,0.289,person1
-4.086,-7.6263,8.6443,-0.233,-0.57,0.322,person1
-2.8271,-5.497,6.8196,-0.245,-0.549,0.362,person1
-1.5067,-2.9877,3.9695,-0.241,-0.508,0.545,person1
0.2182,-0.547,2.3556,-0.214,-0.502,0.591,person1
2.3729,1.7188,1.6166,-0.177,-0.496,0.638,person1
3.4137,3.9276,0.6479,-0.126,-0.485,0.681,person1
4.0704,5.5531,-0.4398,0.099,-0.384,0.768,person1
3.7397,6.0991,-1.9606,0.2,-0.321,0.776,person1
3.605,3.3994,-3.2395,0.305,-0.235,0.783,person1
2.742,-2.7401,-4.968,0.42,-0.128,0.778,person1
1.5302,-9.4172,-7.2637,0.548,0.005,0.766,person1
0.4779,-12.5169,-8.2466,0.681,0.143,0.739,person1
-0.2902,-12.5903,-5.5882,0.816,0.288,0.711,person1
-1.7766,-10.7125,0.3075,0.947,0.43,0.68,person1
-3.1711,-3.7944,8.0331,1.068,0.56,0.652,person1
-0.667,2.7749,4.5351,1.173,0.666,0.627,person1
3.3688,5.3716,-0.2202,1.261,0.751,0.609,person1
6.3905,5.5539,-2.5553,1.443,0.837,0.621,person1
7.7995,5.1792,-4.5435,1.458,0.786,0.636,person1
7.6306,4.6341,-5.7549,1.461,0.709,0.657,person1
6.5437,3.5312,-5.5494,1.459,0.613,0.68,person1
4.5318,1.4865,-4.5368,1.449,0.501,0.711,person1
1.914,-0.2088,-3.6004,1.436,0.375,0.746,person1
0.1665,-1.512,-3.4711,1.414,0.233,0.788,person1
-1.7929,-2.8677,-3.5023,1.386,0.086,0.835,person1
-4.4639,-4.2676,-3.4275,1.36,-0.06,0.889,person1
-5.7635,-3.1563,-0.682,1.332,-0.2,0.951,person1
-5.8471,-1.1451,1.2784,1.2,-0.639,1.164,person1
-5.0559,0.4515,1.2654,1.158,-0.701,1.197,person1
-3.9857,1.6189,1.0131,1.115,-0.737,1.23,person1
-3.096,2.5565,0.8698,1.071,-0.746,1.257,person1
-2.0142,2.7037,0.9317,0.938,-0.662,1.296,person1
-0.4465,1.6037,0.8643,0.894,-0.6,1.298,person1
0.4762,0.6868,0.5821,0.853,-0.529,1.297,person1
0.8692,0.343,0.1176,0.813,-0.456,1.293,person1
1.1508,0.3126,-0.3046,0.773,-0.382,1.283,person1
1.4356,0.3691,-0.2898,0.734,-0.313,1.268,person1
1.6801,0.4776,-0.0007,0.698,-0.256,1.253,person1
1.6612,0.1932,0.5655,0.664,-0.216,1.231,person1
1.2185,-0.0232,0.9716,0.633,-0.191,1.203,person1
0.2952,0.0459,0.8759,0.609,-0.183,1.174,person1
-0.6633,0.2454,0.4727,0.586,-0.185,1.142,person1
-1.4292,0.5523,-0.2328,0.53,-0.284,1.004,person1
-1.7903,0.6768,-0.5632,0.527,-0.325,0.962,person1
-1.7549,0.7452,-0.5138,0.528,-0.372,0.916,person1
-1.3056,0.7584,-0.4785,0.534,-0.428,0.863,person1
-0.5613,0.5493,-0.0546,0.597,-0.672,0.616,person1
0.5175,0.5104,0.3666,0.616,-0.723,0.554,person1
1.4056,-0.1453,1.224,0.638,-0.764,0.489,person1
2.0759,-0.3773,2.054,0.691,-0.791,0.261,person1
2.6899,-0.8114,3.0418,0.694,-0.756,0.21,person1
2.7812,-0.9428,3.7363,0.7,-0.697,0.156,person1
2.3706,-0.6329,3.8825,0.707,-0.627,0.103,person1
1.4066,-0.4553,3.7453,0.676,-0.45,-0.064,person1
0.0956,-0.1356,3.2282,0.643,-0.388,-0.093,person1
-0.852,0.1039,2.116,0.593,-0.331,-0.117,person1
-2.1458,-0.1103,1.1463,0.534,-0.281,-0.141,person1
-2.8084,0.0037,0.2049,0.471,-0.227,-0.168,person1
-2.819,0.1405,-0.4294,0.415,-0.17,-0.208,person1
-3.1743,0.0813,-0.5165,0.372,-0.119,-0.24,person1
-3.1939,0.114,-0.748,0.337,-0.066,-0.255,person1
-2.7846,0.0514,-0.7386,0.294,-0.015,-0.257,person1
-2.1768,-0.185,-0.1629,0.242,0.039,-0.255,person1
-1.4999,-0.4546,0.8724,0.18,0.091,-0.253,person1
-0.9256,-0.7046,2.0765,0.119,0.255,-0.358,person1
-0.2866,-0.9925,2.9021,0.145,0.294,-0.367,person1
-0.7809,-2.4025,2.6743,0.148,0.34,-0.351,person1
-2.2455,-3.262,1.008,0.126,0.379,-0.322,person1
-4.2171,-3.4532,0.3816,0.091,0.44,-0.331,person1
-5.1034,-2.9368,0.8745,0.108,0.443,-0.355,person1
-4.7478,-2.6751,1.9425,0.13,0.448,-0.384,person1
-3.8702,-2.5765,2.8327,0.156,0.44,-0.415,person1
-2.5323,-2.0673,3.2875,0.18,0.438,-0.445,person1
