acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-1.7557,0.1969,-1.1206,2.03,-4.133,-0.697,person3
-1.1373,0.4323,-1.1132,1.977,-3.921,-0.681,person3
-0.5747,0.4744,-1.4463,1.948,-3.829,-0.655,person3
0.5897,-0.0618,-1.6368,1.907,-3.728,-0.62,person3
1.22,-1.8473,-1.8796,1.854,-3.612,-0.581,person3
0.0988,-2.2444,-1.6421,1.554,-3.033,-0.401,person3
-0.7466,-2.8458,-1.1932,1.355,-2.666,-0.32,person3
-0.1744,-4.0728,-0.9624,1.125,-2.238,-0.23,person3
0.386,-3.7792,-0.5731,0.902,-1.818,-0.135,person3
0.5756,-3.1454,0.0634,0.713,-1.447,-0.036,person3
0.5083,-1.7649,0.6564,0.562,-1.153,0.072,person3
1.3819,-1.3295,1.2864,0.446,-0.928,0.192,person3
2.3789,-1.264,0.6477,0.351,-0.748,0.309,person3
2.1628,-1.4708,-0.4727,0.267,-0.6,0.415,person3
1.8395,-3.0989,-1.5379,0.189,-0.489,0.507,person3
2.4926,-4.6649,-2.1406,0.112,-0.408,0.589,person3
4.0434,-5.4118,-1.9405,-0.132,-0.232,0.802,person3
5.5825,-5.4418,-1.3032,-0.219,-0.167,0.866,person3
6.4244,-5.1151,-0.482,-0.308,-0.098,0.923,person3
6.405,-4.4317,0.0583,-0.392,-0.028,0.972,person3
5.7758,-3.1697,0.2447,-0.465,0.043,1.012,person3
4.3192,-1.5788,0.4232,-0.589,0.173,1.073,person3
2.5274,-0.0643,0.5572,-0.681,0.344,1.132,person3
0.9712,0.9607,0.5063,-0.67,0.336,1.149,person3
-0.2088,1.3343,0.2487,-0.655,0.279,1.175,person3
-1.0767,1.2125,0.2533,-0.053,-1.058,1.612,person3
-1.477,1.5362,0.3396,0.271,-1.625,1.651,person3
-1.8104,1.5717,0.6438,0.498,-2.214,1.605,person3
-1.7231,1.2456,0.6592,0.534,-2.371,1.576,person3
-1.3357,0.9948,0.2178,0.588,-2.666,1.503,person3
-0.9619,0.8325,0.1565,0.606,-2.796,1.461,person3
-0.9266,0.2811,-0.1717,0.618,-2.917,1.419,person3
-0.9923,-0.2483,-0.6161,0.629,-3.019,1.378,person3
-1.0247,-0.4722,-0.8815,0.632,-3.105,1.344,person3
-0.8977,-0.536,-1.0282,0.6,-3.209,1.255,person3
-0.6686,-0.4617,-0.7593,0.566,-3.194,1.251,person3
-0.1414,-0.1109,-0.1597,0.524,-3.149,1.247,person3
0.0353,0.2264,0.7061,0.481,-3.07,1.241,person3
0.101,0.14,1.4037,0.326,-2.703,1.186,person3
-0.2525,0.0965,1.9527,0.263,-2.565,1.166,person3
-0.6743,0.2337,2.3455,0.195,-2.426,1.15,person3
-1.008,0.063,2.6839,0.121,-2.294,1.143,person3
-1.2588,-0.0145,3.0098,-0.186,-1.862,1.208,person3
-1.3438,0.2058,3.3566,-0.251,-1.773,1.251,person3
-1.303,0.1715,2.8955,-0.313,-1.693,1.299,person3
-1.3642,-0.0032,1.8851,-0.367,-1.618,1.356,person3
-1.3728,-0.2658,0.9739,-0.473,-1.411,1.656,person3
-1.3937,-0.3176,0.457,-0.465,-1.424,1.708,person3
-1.8334,-0.0995,-0.0255,-0.446,-1.457,1.755,person3
-2.5074,0.0948,-0.4948,-0.339,-1.65,1.9,person3
-2.9264,0.4823,-0.5164,-0.289,-1.736,1.947,person3
-3.0187,1.3666,0.2847,-0.232,-1.839,2.0,person3
-2.9332,2.2575,1.1706,-0.17,-1.947,2.054,person3
-2.7308,2.734,1.4705,0.112,-2.632,2.297,person3
-2.4993,2.8303,1.4509,0.152,-2.779,2.34,person3
-2.1931,2.727,1.3057,0.186,-2.921,2.37,person3
-1.8177,2.4259,1.1186,0.275,-3.388,2.427,person3
-1.3122,1.9361,0.9108,0.286,-3.473,2.423,person3
-0.677,1.2113,0.2516,0.292,-3.546,2.415,person3
0.2979,0.422,-1.0253,0.283,-3.583,2.312,person3
1.3819,-0.6708,-2.976,0.276,-3.52,2.28,person3
2.4704,-2.2753,-5.2727,0.269,-3.445,2.253,person3
4.0905,-3.9364,-7.0625,0.252,-3.361,2.238,person3
5.2241,-5.0055,-7.0422,0.188,-2.801,2.234,person3
3.9271,-4.9572,-5.0505,0.18,-2.604,2.236,person3
1.5896,-4.3092,-2.8308,0.177,-2.398,2.238,person3
-0.1424,-2.8767,-1.4472,0.176,-2.193,2.244,person3
-1.0957,-0.9923,-1.0539,0.174,-2.0,2.253,person3
-1.7574,0.436,-1.3418,0.174,-1.832,2.271,person3
-2.4722,0.5279,-1.4799,0.173,-1.688,2.303,person3
-1.8543,-0.809,-1.9041,0.175,-1.575,2.339,person3
-0.561,-1.9392,-1.8547,0.179,-1.493,2.387,person3
0.7296,-1.8081,0.3146,0.187,-1.441,2.443,person3
0.5562,-1.8123,1.5809,0.24,-1.434,2.636,person3
0.4247,-2.0849,2.0685,0.267,-1.466,2.694,person3
0.3078,-2.4146,2.3152,0.298,-1.513,2.746,person3
0.2436,-2.6831,2.736,0.331,-1.572,2.794,person3
0.3657,-2.702,3.1477,0.363,-1.642,2.835,person3
0.2169,-2.3601,3.4188,0.39,-1.722,2.873,person3
-0.0266,-1.7681,3.5855,0.416,-1.819,2.911,person3
-0.4445,-0.9958,3.5901,0.435,-1.918,2.942,person3
-0.7414,-0.1775,3.7398,0.446,-2.028,2.966,person3
-1.1392,0.5234,3.6688,0.456,-2.141,2.985,person3
-1.3586,1.0949,3.6794,0.458,-2.256,2.99,person3
-1.6424,1.5615,3.5779,0.443,-2.991,2.83,person3
-1.8802,1.9532,3.3374,0.46,-3.071,2.799,person3
-2.2758,2.1118,3.3355,0.519,-3.208,2.761,person3
-2.445,2.0608,3.3697,0.563,-3.263,2.754,person3
-2.2576,1.8455,3.579,0.615,-3.314,2.753,person3
-1.8899,1.5682,3.4935,0.676,-3.361,2.757,person3
-1.4275,1.2742,3.1444,0.745,-3.406,2.762,person3
-1.0493,1.023,2.8909,0.821,-3.453,2.772,person3
-0.8063,0.8003,2.3219,0.897,-3.503,2.787,person3
-0.6713,0.7396,1.939,0.976,-3.562,2.802,person3
-0.5495,0.7092,1.455,1.054,-3.631,2.825,person3
-0.3809,0.7379,0.9034,1.132,-3.708,2.854,person3
-0.1356,0.8005,0.3314,1.203,-3.788,2.883,person3
0.103,0.7882,-0.1219,1.413,-3.953,2.975,person3
0.1426,0.7011,-0.5441,1.476,-3.96,3.004,person3
0.1413,0.5953,-0.8962,1.536,-3.944,3.027,person3
0.2628,0.4554,-1.2168,1.595,-3.908,3.048,person3
0.2722,0.2694,-1.4063,1.649,-3.853,3.07,person3
0.2823,0.1067,-1.5032,1.697,-3.788,3.09,person3
0.3276,0.0364,-1.478,1.74,-3.712,3.115,person3
0.4191,0.0341,-1.4213,1.776,-3.638,3.135,person3
0.6167,0.073,-1.3165,1.807,-3.56,3.15,person3
0.6704,0.1629,-1.0808,1.833,-3.487,3.158,person3
0.7416,0.3787,-0.79,1.853,-3.416,3.158,person3
0.8886,0.7391,-0.5694,1.871,-3.347,3.153,person3
1.0508,1.2112,-0.4347,1.883,-3.279,3.138,person3
1.0211,1.5392,-0.3276,1.892,-3.216,3.121,person3
1.1465,1.8446,-0.2984,1.899,-3.155,3.096,person3
1.2506,2.0065,-0.3763,1.901,-3.102,3.061,person3
1.3754,2.014,-0.5436,1.899,-3.056,3.022,person3
1.6428,1.7378,-0.8597,1.89,-3.019,2.977,person3
2.0566,1.1902,-1.0382,1.855,-2.978,2.814,person3
2.3862,0.6927,-1.0467,1.836,-2.98,2.763,person3
2.6002,0.4521,-0.8905,1.816,-2.986,2.716,person3
2.7416,0.3757,-0.6432,1.793,-2.988,2.674,person3
2.8056,0.3797,-0.4293,1.77,-2.988,2.634,person3
2.9107,0.3897,-0.24,1.749,-2.978,2.601,person3
3.097,0.4238,-0.1256,1.728,-2.962,2.57,person3
3.3108,0.5096,-0.1076,1.711,-2.941,2.55,person3
3.4548,0.649,-0.0888,1.699,-2.92,2.529,person3
3.5734,0.6539,-0.0405,1.693,-2.894,2.514,person3
3.7604,0.2804,-0.0743,1.687,-2.867,2.501,person3
3.6507,-0.3228,-0.1032,1.679,-2.654,2.403,person3
3.3951,-1.0123,-0.2462,1.68,-2.556,2.356,person3
3.0923,-1.6371,-0.4249,1.681,-2.443,2.294,person3
2.8158,-2.165,-0.5821,1.678,-2.317,2.223,person3
2.4276,-2.5457,-0.8076,1.657,-1.913,1.957,person3
1.8338,-2.5099,-0.9039,1.643,-1.78,1.861,person3
1.0033,-2.0066,-0.8082,1.628,-1.652,1.758,person3
-0.0788,-1.2309,-0.4764,1.61,-1.53,1.656,person3
-1.3731,-0.5161,-0.2356,1.588,-1.413,1.558,person3
-2.4372,-0.0466,0.1522,1.569,-1.302,1.463,person3
-3.3334,0.0529,0.4735,1.545,-1.202,1.374,person3
-3.758,0.1202,1.0184,1.524,-1.116,1.29,person3
-3.631,0.1146,1.5115,1.502,-1.036,1.213,person3
-3.1283,-0.0455,1.942,1.482,-0.965,1.144,person3
-2.6341,-0.211,2.3531,1.464,-0.906,1.081,person3
-2.022,-0.529,2.5294,1.399,-0.828,0.894,person3
0.4035,-2.2322,2.3649,1.378,-0.863,0.861,person3
-0.1998,-1.9922,2.4425,1.354,-0.918,0.838,person3
-0.8772,-1.538,2.8393,1.331,-0.989,0.823,person3
-1.4279,-0.9084,2.8923,1.286,-1.243,0.794,person3
-1.4519,-0.3081,2.9627,1.278,-1.325,0.791,person3
-1.4441,0.4261,2.6236,1.272,-1.402,0.788,person3
-1.2207,1.0556,2.3545,1.272,-1.471,0.788,person3
-0.9105,1.5006,1.8483,1.274,-1.535,0.793,person3
-0.7035,1.7324,1.3132,1.284,-1.693,0.833,person3
-0.8205,1.7704,1.1034,1.286,-1.738,0.853,person3
-1.0557,1.5731,1.264,1.288,-1.782,0.881,person3
-1.2719,1.2355,1.5131,1.291,-1.823,0.905,person3
-1.5048,0.889,1.7456,1.23,-1.9,1.012,person3
-1.9072,0.5765,1.9085,1.196,-1.899,1.04,person3
-2.123,0.3748,1.9837,1.15,-1.88,1.067,person3
-2.6054,0.3009,2.0478,1.098,-1.849,1.088,person3
-2.9194,0.4792,1.9368,0.919,-1.717,1.174,person3
-3.1208,0.5743,1.5884,0.856,-1.673,1.203,person3
-3.0955,0.4403,1.0032,0.792,-1.633,1.24,person3
-2.8076,0.1578,0.3036,0.728,-1.595,1.267,person3
-2.3089,0.0085,-0.4227,0.51,-1.517,1.361,person3
-1.7226,-0.0645,-0.9609,0.452,-1.519,1.375,person3
-1.0388,-0.4725,-1.3324,0.397,-1.534,1.382,person3
-0.3443,-1.1551,-1.8251,0.345,-1.559,1.379,person3
0.481,-1.8732,-2.839,0.2,-1.682,1.31,person3
1.5886,-2.4213,-4.0941,0.146,-1.73,1.277,person3
2.8961,-2.7167,-5.1454,0.093,-1.78,1.242,person3
4.1456,-2.592,-5.8417,0.041,-1.828,1.209,person3
4.0827,-2.0398,-5.5701,-0.008,-1.866,1.171,person3
1.1589,-0.413,-2.594,-0.062,-1.898,1.14,person3
-0.2491,0.5643,-0.8946,-0.118,-1.918,1.11,person3
-1.4517,1.0617,0.4953,-0.174,-1.93,1.086,person3
-1.633,-0.013,1.3552,-0.222,-1.937,1.063,person3
-0.5021,-1.6804,1.2361,-0.265,-1.935,1.038,person3
0.5625,-3.1308,1.2271,-0.308,-1.929,1.019,person3
0.4892,-3.1019,1.7465,-0.349,-1.913,1.015,person3
0.4511,-3.0829,1.9787,-0.382,-1.912,1.013,person3
0.6669,-3.2203,1.7264,-0.448,-1.946,1.025,person3
1.0724,-3.2517,1.4069,-0.465,-1.972,1.045,person3
1.2476,-2.982,1.291,-0.476,-2.01,1.065,person3
0.9521,-2.2086,1.7991,-0.478,-2.056,1.094,person3
0.4639,-1.2816,2.3574,-0.474,-2.105,1.128,person3
-0.0821,-0.5214,2.6602,-0.473,-2.148,1.182,person3
-0.5189,0.0477,3.0017,-0.473,-2.183,1.257,person3
-0.9467,0.4913,3.0947,-0.482,-2.209,1.339,person3
-1.2071,0.9118,3.0938,-0.49,-2.238,1.438,person3
-1.3664,1.2418,3.1187,-0.432,-2.401,1.905,person3
-1.574,1.4534,3.0458,-0.39,-2.447,1.916,person3
-1.6725,1.5221,2.8734,-0.335,-2.501,1.904,person3
-1.4074,1.3927,2.9499,-0.102,-2.64,1.793,person3
-1.179,1.1256,2.9321,-0.005,-2.679,1.747,person3
-0.7384,0.8423,3.0534,0.102,-2.702,1.691,person3
-0.4479,0.5979,2.9298,0.217,-2.709,1.624,person3
-0.6528,0.5782,2.0929,0.336,-2.702,1.548,person3
-0.8733,0.7844,1.7535,0.457,-2.683,1.461,person3
-1.0301,0.9307,1.3949,0.573,-2.665,1.374,person3
-1.0804,1.0783,1.0886,0.679,-2.647,1.281,person3
-1.0988,1.2646,0.8118,0.771,-2.631,1.19,person3
-1.105,1.4442,0.4733,0.846,-2.613,1.099,person3
-0.9879,1.5678,0.1534,0.908,-2.596,1.009,person3
-1.0299,1.5303,-0.1266,0.989,-2.408,0.655,person3
-0.9173,1.4081,-0.4221,0.977,-2.326,0.573,person3
-0.6476,1.1717,-0.8298,0.955,-2.234,0.508,person3
-0.2238,0.8979,-1.3156,0.925,-2.133,0.449,person3
0.0121,0.6758,-1.703,0.835,-1.801,0.326,person3
0.1943,0.5612,-1.7235,0.808,-1.678,0.3,person3
0.4927,0.5717,-1.8163,0.783,-1.552,0.279,person3
0.7577,0.6068,-1.9892,0.761,-1.417,0.264,person3
0.9554,0.6392,-2.2917,0.724,-0.848,0.231,person3
1.1184,0.7685,-2.6836,0.716,-0.697,0.221,person3
1.2035,0.8275,-2.955,0.706,-0.555,0.21,person3
1.3271,0.8596,-2.9054,0.69,-0.415,0.201,person3
1.479,0.8482,-2.4855,0.515,0.083,0.151,person3
1.5289,0.8199,-1.6319,0.441,0.201,0.149,person3
1.596,0.7848,-0.612,0.366,0.318,0.154,person3
1.7046,0.7949,0.1964,0.285,0.431,0.169,person3
1.885,0.7487,0.5487,0.059,0.742,0.263,person3
1.7606,0.703,0.408,-0.009,0.825,0.304,person3
1.6559,0.68,0.1737,-0.074,0.894,0.344,person3
1.668,0.7206,-0.0941,-0.133,0.952,0.387,person3
1.7091,0.8021,-0.2589,-0.265,1.07,0.501,person3
1.8904,0.9263,-0.3872,-0.298,1.092,0.537,person3
2.0352,1.0186,-0.4995,-0.322,1.115,0.571,person3
2.3646,0.9481,-0.5479,-0.345,1.144,0.606,person3
2.889,0.6139,-0.5581,-0.356,1.173,0.641,person3
3.223,-0.0151,-0.447,-0.369,1.189,0.68,person3
3.5578,-0.6983,-0.2388,-0.395,1.167,0.724,person3
3.8759,-1.3088,-0.0696,-0.432,1.105,0.768,person3
3.9176,-1.799,0.0435,-0.483,1.021,0.816,person3
3.5216,-2.1961,0.1432,-0.544,0.904,0.857,person3
2.7729,-2.4889,0.2145,-0.604,0.771,0.894,person3
2.0247,-2.6134,0.251,-0.655,0.642,0.924,person3
1.2168,-2.4997,0.1816,-0.689,0.516,0.953,person3
0.4467,-2.0704,-0.1719,-0.707,0.393,0.986,person3
-0.5418,-1.5286,-0.5684,-0.712,0.279,1.015,person3
-2.1148,-1.0452,-0.6532,-0.704,0.184,1.044,person3
-3.5983,-0.6678,-0.5535,-0.685,0.111,1.071,person3
-3.8419,-0.2385,0.113,-0.651,0.053,1.101,person3
-3.3078,0.0054,0.7062,-0.505,-0.107,1.203,person3
-2.7839,0.0873,1.0596,-0.46,-0.172,1.265,person3
-2.4581,0.231,1.7302,-0.419,-0.226,1.334,person3
-2.5395,0.294,2.0888,-0.385,-0.28,1.409,person3
-2.6203,0.2672,2.5529,-0.363,-0.331,1.484,person3
-2.507,0.1333,2.9608,-0.347,-0.379,1.552,person3
-2.1338,-0.1552,3.115,-0.336,-0.415,1.618,person3
-1.5435,-0.502,2.9727,-0.33,-0.446,1.68,person3
-1.0276,-0.7099,2.5128,-0.327,-0.467,1.737,person3
-0.7857,-0.7383,2.271,-0.322,-0.496,1.79,person3
-0.6146,-0.61,2.0804,-0.322,-0.526,1.845,person3
-0.3892,-0.3754,1.9629,-0.325,-0.551,1.897,person3
-0.1108,-0.1391,2.0948,-0.325,-0.578,1.95,person3
-0.1641,0.1153,1.9121,-0.328,-0.606,2.007,person3
-0.2086,0.3921,1.6747,-0.332,-0.638,2.061,person3
-0.1143,0.5999,1.2795,-0.337,-0.667,2.119,person3
0.2402,0.6662,0.3253,-0.343,-0.693,2.172,person3
0.2129,0.6867,-0.548,-0.347,-0.715,2.221,person3
-0.1096,0.5916,-0.8176,-0.349,-0.727,2.269,person3
-0.5867,0.5055,-0.4056,-0.354,-0.742,2.312,person3
-1.2297,0.4935,0.4643,-0.361,-0.761,2.353,person3
-1.6166,0.5522,1.2987,-0.362,-0.784,2.386,person3
-1.6322,0.6184,1.6587,-0.361,-0.812,2.416,person3
-1.9184,0.6479,2.0132,-0.359,-0.844,2.439,person3
-1.5731,0.5764,1.8356,-0.357,-0.868,2.455,person3
-1.5961,0.6091,1.5129,-0.351,-0.879,2.469,person3
-1.9456,0.7129,1.0346,-0.338,-0.884,2.482,person3
-2.134,0.9283,0.4925,-0.321,-0.879,2.492,person3
-1.9968,1.1317,0.1519,-0.304,-0.853,2.495,person3
-1.6037,1.0057,-0.0021,-0.281,-0.812,2.499,person3
-0.9311,0.6179,-0.4134,-0.254,-0.767,2.492,person3
-0.1025,0.0876,-1.3601,-0.086,-0.506,2.385,person3
0.8562,-0.3883,-2.9336,-0.021,-0.432,2.337,person3
1.9785,-1.0165,-4.7383,0.051,-0.343,2.275,person3
3.2846,-1.7307,-6.4764,0.13,-0.25,2.212,person3
4.4454,-2.2739,-6.9943,0.383,0.094,1.978,person3
4.3191,-2.1597,-5.5206,0.47,0.242,1.887,person3
3.1068,-1.6056,-3.4125,0.558,0.391,1.787,person3
1.6171,-0.6442,-1.6567,0.645,0.528,1.682,person3
0.3848,0.0549,-0.6404,0.889,0.832,1.152,person3
-0.1516,-0.5208,-0.6071,0.932,0.889,1.021,person3
0.3928,-1.4473,-0.9672,0.972,0.955,0.897,person3
0.831,-1.7352,-0.9294,1.009,1.019,0.787,person3
0.3208,-1.6986,0.563,1.136,1.117,0.475,person3
-0.3769,-1.76,2.4732,1.17,1.058,0.463,person3
-0.8913,-2.058,3.7573,1.208,0.99,0.465,person3
-0.8776,-2.4891,4.1568,1.242,0.926,0.484,person3
-0.4741,-2.9037,3.77,1.278,0.87,0.506,person3
-0.1387,-3.1104,3.3468,1.306,0.81,0.529,person3
-0.031,-2.6311,2.9325,1.328,0.757,0.557,person3
0.1511,-2.0398,2.4741,1.346,0.71,0.579,person3
-0.5264,-1.2243,2.2282,1.354,0.668,0.615,person3
-1.464,-0.3636,2.4257,1.353,0.627,0.666,person3
-2.0807,0.2996,2.5932,1.351,0.607,0.712,person3
-2.3543,0.7394,2.6711,1.347,0.594,0.763,person3
-2.409,0.8528,2.6065,1.344,0.589,0.813,person3
-2.2745,0.7128,2.5565,1.343,0.61,0.856,person3
-2.1097,0.5162,2.5342,1.335,0.652,0.884,person3
-1.5761,0.3872,2.4699,1.331,0.711,0.915,person3
-0.8987,0.2347,2.4792,1.326,0.783,0.963,person3
-0.2984,0.0317,2.5378,1.317,0.848,1.021,person3
0.0457,-0.1516,2.5741,1.306,0.899,1.069,person3
-0.095,-0.2253,2.1926,1.287,0.932,1.106,person3
-0.3757,-0.0736,1.5543,1.264,0.943,1.135,person3
-0.6057,0.2239,0.8788,1.238,0.932,1.154,person3
-0.6512,0.6007,0.298,1.206,0.908,1.169,person3
-0.5952,0.9448,-0.1374,1.171,0.878,1.184,person3
-0.5778,1.1965,-0.3837,1.136,0.834,1.198,person3
-0.5067,1.3824,-0.5152,0.892,0.834,1.161,person3
-0.5716,1.5054,-0.6628,0.838,0.755,1.16,person3
-0.7085,1.6182,-0.7217,0.625,0.012,1.278,person3
-0.9171,1.6756,-0.6893,0.571,-0.114,1.309,person3
-0.9641,1.7085,-0.6903,0.507,-0.222,1.335,person3
-0.7985,1.6739,-0.7951,0.163,-0.676,1.422,person3
-0.6937,1.4797,-0.8909,0.059,-0.792,1.439,person3
-0.366,1.1562,-1.1817,-0.04,-0.902,1.452,person3
0.1773,0.7461,-1.5788,-0.284,-1.017,1.377,person3
0.8264,0.3524,-2.214,-0.244,-0.9,1.314,person3
1.2049,0.0813,-2.869,-0.168,-0.711,1.228,person3
1.2806,0.0919,-3.3889,0.242,0.124,0.841,person3
1.2455,0.3698,-3.5191,0.391,0.434,0.699,person3
1.1181,0.7973,-3.0453,0.513,0.717,0.557,person3
1.0601,1.1926,-1.8716,0.591,0.959,0.425,person3
1.3517,1.3906,-0.7667,0.622,1.155,0.305,person3
1.6804,1.4022,0.0583,0.617,1.307,0.202,person3
1.9166,1.271,0.2524,0.584,1.418,0.11,person3
2.1269,1.129,0.167,0.53,1.498,0.027,person3
2.4187,1.065,-0.0768,0.461,1.547,-0.046,person3
2.7621,1.0475,-0.0816,0.383,1.57,-0.108,person3
