acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
3.2033,0.5111,-0.9258,1.198,0.019,-0.993,person2
3.1208,0.7314,-1.314,1.244,-0.021,-1.018,person2
3.1786,0.7538,-1.9673,1.282,-0.059,-1.035,person2
3.0299,0.1915,-3.6766,1.315,-0.102,-1.058,person2
2.5294,-0.1267,-5.389,1.348,-0.14,-1.082,person2
1.604,-0.2905,-6.7995,1.435,-0.227,-1.196,person2
0.8545,-0.3347,-5.4404,1.454,-0.233,-1.244,person2
0.4701,-0.5247,-2.9812,1.479,-0.237,-1.289,person2
-0.1495,-0.945,-1.2102,1.497,-0.371,-1.453,person2
-0.7168,-1.482,0.0955,1.468,-0.469,-1.495,person2
-1.059,-2.2092,0.7338,1.424,-0.565,-1.522,person2
-1.6632,-3.0453,1.8163,1.38,-0.648,-1.541,person2
-2.1521,-3.5699,2.5752,0.92,-1.196,-1.324,person2
-2.6155,-4.1435,2.9347,0.884,-1.222,-1.254,person2
-3.0909,-4.7569,3.2027,0.851,-1.233,-1.187,person2
-3.5603,-5.0035,3.7053,0.829,-1.205,-1.108,person2
-3.951,-4.6923,4.3212,0.813,-1.163,-1.037,person2
-4.1892,-3.8388,4.6867,0.803,-1.12,-0.969,person2
-3.8482,-2.6942,4.5945,0.809,-1.021,-0.709,person2
-3.6047,-1.6834,4.3892,0.827,-1.007,-0.64,person2
-3.3094,-0.6927,4.8694,0.844,-0.969,-0.559,person2
-3.602,0.2111,5.6736,0.867,-0.9,-0.478,person2
-3.2547,1.0474,5.7319,1.057,-0.535,0.022,person2
-2.8548,1.6492,4.6958,1.257,-0.545,0.687,person2
-2.6384,2.1303,3.3099,1.276,-0.559,0.758,person2
-2.1238,2.2177,2.2291,1.31,-0.611,0.881,person2
-1.5784,2.0406,1.4678,1.328,-0.643,0.938,person2
-0.7663,1.4763,-0.0004,1.341,-0.681,0.987,person2
0.097,0.7646,-1.7075,1.354,-0.729,1.02,person2
0.5023,0.4901,-2.2635,1.379,-0.911,1.058,person2
0.4816,0.4424,-1.9142,1.39,-0.979,1.055,person2
0.2098,0.43,-0.4803,1.402,-1.041,1.052,person2
0.1959,0.2753,0.6049,1.415,-1.094,1.041,person2
0.1423,0.0566,1.1215,1.462,-1.212,0.985,person2
0.0585,-0.1149,1.1202,1.481,-1.236,0.961,person2
-0.5808,0.0732,0.7923,1.501,-1.257,0.934,person2
-1.5862,0.4815,0.5272,1.522,-1.268,0.901,person2
-1.9776,0.8123,0.7146,1.545,-1.269,0.875,person2
-1.9717,1.137,1.0661,1.565,-1.268,0.85,person2
-1.9999,1.351,1.3429,1.578,-1.27,0.822,person2
-2.0163,1.5148,1.4841,1.589,-1.264,0.794,person2
-1.9683,1.6204,1.5507,1.596,-1.235,0.768,person2
-1.8246,1.6823,1.5804,1.601,-1.203,0.738,person2
-1.519,1.6845,1.6949,1.6,-1.172,0.72,person2
-1.1215,1.709,1.7682,1.599,-1.144,0.709,person2
-0.7233,1.7557,1.6534,1.594,-1.122,0.707,person2
-0.2559,1.6865,1.2346,1.585,-1.108,0.715,person2
0.3483,1.5433,0.7271,1.574,-1.1,0.737,person2
0.8752,1.3085,0.1955,1.561,-1.089,0.777,person2
1.3367,0.9799,-0.2589,1.535,-1.079,0.817,person2
1.7381,0.5046,-0.5857,1.511,-1.064,0.856,person2
2.0679,-0.0308,-0.8864,1.387,-0.983,0.998,person2
2.2242,-0.6136,-1.0595,1.354,-0.937,1.021,person2
2.3694,-1.0772,-1.1676,1.322,-0.886,1.037,person2
2.4812,-1.4065,-1.3318,1.294,-0.826,1.051,person2
2.4695,-1.4356,-1.6135,1.267,-0.76,1.062,person2
2.266,-1.1251,-1.9686,1.245,-0.693,1.067,person2
2.0819,-0.6509,-2.0745,1.226,-0.626,1.064,person2
1.7719,-0.1322,-1.882,1.212,-0.561,1.061,person2
1.4345,0.3781,-1.503,1.202,-0.492,1.058,person2
1.1464,0.7413,-0.9949,1.194,-0.427,1.045,person2
0.8446,0.5392,-0.5574,1.192,-0.363,1.032,person2
0.4899,-0.5552,-0.3905,1.192,-0.303,1.016,person2
0.1146,-2.3532,-0.1743,1.193,-0.252,0.995,person2
0.156,-4.2492,-0.244,1.19,-0.221,0.965,person2
0.6969,-5.7642,-0.5094,1.182,-0.2,0.931,person2
1.2019,-6.6253,-0.6587,1.174,-0.179,0.896,person2
1.3187,-6.1463,-0.1861,1.163,-0.162,0.856,person2
0.2225,-3.8256,0.7302,1.099,-0.108,0.776,person2
-1.339,-1.5074,1.0083,1.067,-0.087,0.76,person2
-2.5341,0.0311,0.9356,0.995,-0.034,0.75,person2
-3.4099,1.107,0.6987,0.952,-0.002,0.76,person2
-4.2105,1.7991,0.4816,0.819,0.123,0.834,person2
-4.8062,1.9284,0.4625,0.772,0.18,0.868,person2
-5.0285,1.6352,0.6592,0.724,0.239,0.908,person2
-4.79,0.5555,0.8976,0.677,0.303,0.947,person2
-4.5002,-0.4934,1.1534,0.537,0.485,1.038,person2
-4.2121,-1.1468,1.3309,0.491,0.535,1.055,person2
-4.2015,-1.5924,1.5619,0.447,0.585,1.064,person2
-4.1145,-1.8715,1.824,0.407,0.629,1.069,person2
-4.0507,-1.6859,1.9548,0.368,0.678,1.066,person2
-3.8753,-0.7381,1.8828,0.336,0.73,1.056,person2
-3.0946,1.4307,1.8485,0.309,0.785,1.043,person2
-2.7385,1.3248,1.924,0.29,0.837,1.023,person2
-2.3026,0.9817,2.0309,0.276,0.884,1.004,person2
-1.9174,0.6154,2.1013,0.272,0.925,0.981,person2
-1.52,0.2362,2.1392,0.275,0.967,0.953,person2
-1.1357,-0.0753,2.2967,0.392,1.122,0.734,person2
-0.8507,-0.38,2.4034,0.438,1.135,0.672,person2
-0.4053,-0.6189,2.5527,0.483,1.139,0.603,person2
-0.108,-0.7822,2.4997,0.648,1.112,0.364,person2
0.1648,-0.8591,2.3892,0.713,1.081,0.274,person2
0.3295,-0.8243,2.345,0.779,1.033,0.175,person2
0.4983,-0.6998,2.1099,0.844,0.977,0.085,person2
0.6329,-0.5427,1.725,0.908,0.909,0.007,person2
0.8005,-0.308,1.28,0.97,0.846,-0.062,person2
0.8713,-0.0393,0.9337,1.032,0.78,-0.131,person2
0.9542,0.1742,0.5622,1.092,0.712,-0.195,person2
1.0273,0.2498,0.3527,1.144,0.629,-0.258,person2
1.1802,0.2881,0.0862,1.19,0.519,-0.319,person2
1.2926,0.2622,-0.1493,1.226,0.379,-0.375,person2
1.4861,0.2274,-0.4128,1.262,-0.113,-0.45,person2
1.5674,0.2429,-0.5684,1.253,-0.288,-0.435,person2
1.6565,0.242,-0.854,1.229,-0.454,-0.408,person2
1.7927,0.1407,-1.143,1.195,-0.611,-0.371,person2
2.0484,0.0211,-1.5114,1.154,-0.748,-0.331,person2
2.2032,-0.0474,-1.6105,1.106,-0.878,-0.289,person2
2.3219,-0.0433,-1.7071,1.051,-0.993,-0.25,person2
2.3751,0.0542,-1.8467,0.992,-1.092,-0.199,person2
2.3103,0.2941,-1.8846,0.934,-1.164,-0.135,person2
2.134,0.4823,-1.8583,0.881,-1.221,-0.059,person2
1.8721,0.6304,-1.7441,0.827,-1.265,0.021,person2
1.7026,0.7022,-1.5418,0.779,-1.297,0.104,person2
1.5864,0.645,-1.3217,0.736,-1.308,0.192,person2
1.4817,0.5831,-1.1049,0.697,-1.296,0.285,person2
1.3758,0.509,-0.8753,0.665,-1.264,0.378,person2
1.2556,0.4424,-0.685,0.642,-1.219,0.465,person2
1.1051,0.3571,-0.5815,0.627,-1.164,0.551,person2
0.8946,0.2503,-0.5279,0.618,-1.114,0.636,person2
0.6677,0.1506,-0.5249,0.575,-0.589,1.17,person2
0.4853,0.1137,-0.5152,0.542,-0.528,1.201,person2
0.3675,0.1073,-0.5176,0.503,-0.478,1.228,person2
0.3076,0.1028,-0.5076,0.455,-0.437,1.255,person2
0.3052,0.0836,-0.4928,0.405,-0.411,1.283,person2
0.3189,0.0968,-0.4582,0.255,-0.443,1.414,person2
0.2843,0.0844,-0.3696,0.226,-0.468,1.445,person2
0.2954,0.0668,-0.2909,0.203,-0.495,1.468,person2
0.2192,0.0057,-0.2269,0.185,-0.509,1.494,person2
0.1086,-0.0782,-0.1284,0.176,-0.516,1.589,person2
0.0453,-0.2367,0.0435,0.188,-0.512,1.608,person2
0.0247,-0.4411,0.3012,0.201,-0.524,1.624,person2
-0.0734,-0.6456,0.6771,0.215,-0.541,1.641,person2
-0.1694,-0.8548,1.0807,0.287,-0.579,1.708,person2
-0.0769,-1.2984,1.4499,0.32,-0.595,1.738,person2
0.1905,-1.8389,1.7568,0.351,-0.615,1.771,person2
0.4104,-2.4238,2.1112,0.387,-0.618,1.817,person2
0.6027,-2.6763,2.384,0.426,-0.618,1.868,person2
0.7013,-2.5903,2.5905,0.533,-0.662,2.031,person2
0.9051,-2.4614,2.6009,0.564,-0.683,2.096,person2
1.0854,-2.1598,2.5122,0.595,-0.708,2.167,person2
1.1814,-1.7138,2.2909,0.629,-0.72,2.242,person2
1.2765,-1.3842,1.9428,0.721,-0.699,2.486,person2
1.3568,-1.3131,1.3028,0.744,-0.666,2.577,person2
1.3832,-1.3585,0.7751,0.762,-0.624,2.673,person2
1.2245,-1.4431,0.0727,0.786,-0.558,2.759,person2
1.1041,-1.4684,-0.5978,0.806,-0.478,2.835,person2
1.0266,-1.4142,-1.2875,0.909,0.12,3.039,person2
0.9007,-1.3283,-2.4581,0.961,0.307,3.065,person2
0.7366,-1.2387,-4.7615,1.02,0.492,3.096,person2
0.7708,-1.2559,-10.5402,1.362,1.153,3.144,person2
0.5072,-1.1516,-14.3877,1.563,1.463,3.134,person2
-0.4922,-0.2262,-11.7116,1.663,1.601,3.124,person2
-1.2873,0.0886,-7.0719,1.756,1.708,3.103,person2
-1.6878,-0.4913,-3.054,1.851,1.821,3.08,person2
-1.8659,-1.3774,-1.2641,1.936,1.924,3.056,person2
-1.961,-2.3644,0.0815,2.024,2.034,3.026,person2
-2.167,-3.0093,1.4593,2.1,2.123,3.003,person2
-2.5718,-3.6074,2.4882,2.177,2.214,2.971,person2
-3.1997,-4.1082,3.7148,2.25,2.284,2.922,person2
-3.4715,-4.5151,4.1744,2.415,2.409,2.759,person2
-3.8016,-4.8757,4.5721,2.447,2.428,2.688,person2
-3.9639,-4.8026,4.4231,2.473,2.444,2.615,person2
-4.2307,-4.3263,4.2211,2.493,2.454,2.53,person2
-4.2214,-3.289,4.0155,2.515,2.261,1.981,person2
-3.9573,-2.0989,3.9358,2.501,2.19,1.869,person2
-3.9855,-1.02,4.0368,2.361,1.798,1.288,person2
-4.1129,-0.1254,4.1886,2.312,1.659,1.132,person2
-3.9973,0.657,4.2783,2.26,1.509,0.971,person2
-3.9007,1.0664,4.6118,1.966,0.747,0.246,person2
-3.6367,1.6915,5.1803,1.876,0.546,0.085,person2
-3.2479,2.0345,5.4207,1.774,0.347,-0.062,person2
-3.0137,2.2756,5.1998,1.667,0.15,-0.174,person2
-2.7669,2.3099,4.6002,1.318,-0.684,-0.339,person2
-2.3992,2.1924,3.7921,1.191,-1.005,-0.344,person2
-1.788,1.7891,2.7283,1.055,-1.353,-0.325,person2
-1.0139,1.1427,1.9595,0.916,-1.691,-0.288,person2
-0.3173,0.7611,0.9869,0.784,-2.025,-0.24,person2
0.4148,0.4115,-0.4963,0.652,-2.346,-0.175,person2
0.9985,0.1866,-2.013,0.527,-2.668,-0.106,person2
1.3678,0.3163,-2.2047,0.407,-2.959,-0.034,person2
1.2544,0.7347,-1.4396,0.295,-3.239,0.046,person2
0.6613,1.1375,-0.1192,0.189,-3.499,0.132,person2
-1.8565,1.6215,2.0157,0.091,-3.723,0.23,person2
-2.385,1.67,2.1946,-0.207,-4.206,0.682,person2
-2.736,1.5692,2.0203,-0.281,-4.233,0.783,person2
-2.8417,1.5099,1.8359,-0.364,-4.231,0.888,person2
-2.7582,1.4479,1.7677,-0.447,-4.207,1.017,person2
-2.5819,1.3695,1.7898,-0.666,-4.074,1.475,person2
-2.4237,1.3067,1.7283,-0.725,-4.035,1.636,person2
-1.9324,1.3052,1.5596,-0.781,-3.983,1.8,person2
-1.2671,1.3139,1.3238,-0.833,-3.925,1.973,person2
-0.6318,1.186,0.8218,-1.004,-3.761,2.736,person2
0.127,0.9638,0.0282,-1.023,-3.69,2.931,person2
1.0781,0.534,-0.7206,-1.026,-3.609,3.11,person2
2.1398,-0.1339,-1.5358,-1.011,-3.489,3.287,person2
3.2327,-1.0554,-1.8049,-0.8,-3.0,3.824,person2
4.1338,-1.9962,-1.756,-0.673,-2.763,3.979,person2
4.6804,-2.5966,-1.3498,-0.517,-2.473,4.112,person2
4.9139,-2.7361,-1.1155,-0.337,-2.16,4.225,person2
4.864,-2.4272,-1.2056,-0.141,-1.847,4.318,person2
4.6926,-1.4732,-1.7518,0.059,-1.54,4.382,person2
4.4688,-0.5034,-2.1479,0.246,-1.225,4.405,person2
4.2672,0.2846,-2.0925,0.423,-0.918,4.421,person2
3.7802,0.8874,-1.7394,0.584,-0.62,4.423,person2
2.7005,1.3659,-1.0416,0.732,-0.336,4.401,person2
1.4517,1.1296,0.149,0.858,-0.055,4.355,person2
0.4438,-0.405,0.8834,1.104,0.804,3.949,person2
-0.2559,-2.5211,1.3192,1.099,0.989,3.818,person2
-0.4821,-4.3845,1.3908,1.079,1.185,3.687,person2
-0.107,-5.6658,1.1387,1.055,1.391,3.55,person2
0.4669,-6.6662,0.3577,0.885,1.708,2.915,person2
1.4005,-7.1615,-2.4621,0.819,1.719,2.642,person2
1.2193,-5.514,-3.8122,0.764,1.689,2.347,person2
-0.8247,-2.7414,-2.5014,0.722,1.63,2.04,person2
-3.233,-0.4196,0.0004,0.699,1.536,1.73,person2
-4.4014,1.1205,1.2032,0.694,1.419,1.451,person2
-5.0102,2.0237,1.1797,0.699,1.289,1.214,person2
-5.4524,2.3869,0.8857,0.724,1.163,1.028,person2
-5.6962,2.2731,0.7382,0.763,1.047,0.891,person2
-5.7282,1.6078,0.6886,0.812,0.951,0.804,person2
-5.6632,0.6131,0.8339,0.849,0.885,0.751,person2
-5.5402,-0.3298,1.1526,0.844,0.968,0.698,person2
-5.4377,-1.2333,1.4687,0.828,1.033,0.69,person2
-5.2669,-2.1119,1.8064,0.819,1.079,0.67,person2
-5.0537,-2.7403,2.0901,0.817,1.111,0.657,person2
-4.8965,-2.7377,2.2585,0.818,1.128,0.663,person2
-4.5821,-1.7336,2.2736,0.825,1.124,0.674,person2
-4.2671,-0.3958,2.1844,0.831,1.113,0.68,person2
-4.1701,0.3896,2.0561,0.832,1.099,0.689,person2
-4.0292,0.9062,2.0547,0.834,1.073,0.694,person2
-3.7533,1.0661,2.0641,0.834,1.036,0.701,person2
-3.5506,0.9083,2.1151,0.833,0.981,0.7,person2
-3.158,0.5796,2.1729,0.799,0.673,0.647,person2
-2.744,0.1923,2.2452,0.783,0.574,0.624,person2
-2.3385,-0.1038,2.2703,0.758,0.465,0.585,person2
-1.999,-0.319,2.2083,0.726,0.337,0.537,person2
-1.7609,-0.5095,2.1117,0.579,-0.073,0.359,person2
-1.3638,-0.6674,1.9943,0.521,-0.214,0.307,person2
-1.0439,-0.7406,1.9861,0.467,-0.353,0.26,person2
-0.7383,-0.7255,1.9796,0.41,-0.486,0.229,person2
-0.5607,-0.6541,1.9503,0.356,-0.601,0.204,person2
-0.3446,-0.551,1.8504,0.3,-0.691,0.186,person2
-0.0229,-0.3625,1.6411,0.243,-0.756,0.171,person2
0.3498,-0.171,1.2499,0.189,-0.792,0.163,person2
0.647,-0.0329,0.8966,0.129,-0.804,0.16,person2
0.8751,-0.0034,0.6683,0.071,-0.789,0.161,person2
1.2337,-0.0634,0.4136,0.012,-0.758,0.163,person2
1.5763,-0.1331,0.2192,-0.3,-0.432,0.211,person2
2.0242,-0.2366,-0.1073,-0.364,-0.359,0.224,person2
2.2803,-0.3109,-0.2375,-0.425,-0.291,0.234,person2
2.5162,-0.3973,-0.5247,-0.668,-0.034,0.241,person2
2.7811,-0.42,-0.9316,-0.725,0.025,0.239,person2
2.949,-0.454,-1.2703,-0.783,0.08,0.233,person2
3.0738,-0.4033,-1.61,-0.847,0.145,0.223,person2
3.1855,-0.2417,-1.8568,-0.907,0.214,0.213,person2
3.263,-0.0804,-1.8854,-0.966,0.276,0.204,person2
3.3147,0.1575,-1.9055,-1.025,0.34,0.195,person2
3.3227,0.5775,-1.8575,-1.081,0.405,0.186,person2
3.2853,0.926,-1.8556,-1.136,0.465,0.175,person2
3.1262,1.1861,-1.7675,-1.187,0.519,0.169,person2
2.8985,1.1733,-1.6333,-1.37,0.646,0.104,person2
2.7036,1.0054,-1.5147,-1.411,0.653,0.085,person2
2.5401,0.7692,-1.3687,-1.45,0.647,0.07,person2
2.3692,0.4985,-1.2626,-1.483,0.63,0.059,person2
2.1394,0.1944,-1.1733,-1.544,0.529,0.045,person2
1.9049,-0.1484,-1.076,-1.555,0.493,0.045,person2
1.5966,-0.3168,-0.9988,-1.562,0.467,0.044,person2
1.2831,-0.2677,-0.9244,-1.568,0.448,0.041,person2
1.1003,-0.2266,-0.8493,-1.543,0.412,0.08,person2
0.9065,-0.2281,-0.7139,-1.519,0.414,0.095,person2
0.7883,-0.2034,-0.6437,-1.455,0.421,0.144,person2
0.5674,-0.2267,-0.596,-1.414,0.419,0.17,person2
0.2808,-0.2456,-0.5505,-1.263,0.435,0.243,person2
0.0239,-0.2913,-0.4402,-1.207,0.437,0.269,person2
-0.084,-0.4201,-0.3575,-1.145,0.436,0.291,person2
-0.2468,-0.6602,-0.2039,-1.084,0.429,0.312,person2
-0.3452,-0.8488,-0.0756,-0.815,0.286,0.38,person2
-0.5101,-1.0316,0.1026,-0.744,0.23,0.393,person2
-0.5397,-1.1294,0.3525,-0.682,0.165,0.404,person2
-0.3757,-1.6757,0.7287,-0.621,0.101,0.409,person2
-0.057,-2.2809,1.2545,-0.465,-0.127,0.376,person2
0.2184,-2.5566,1.3933,-0.418,-0.213,0.351,person2
0.4257,-2.5155,1.4431,-0.38,-0.3,0.316,person2
0.6399,-2.3283,1.6479,-0.343,-0.387,0.273,person2
0.683,-1.9515,1.7431,-0.311,-0.468,0.234,person2
0.7657,-1.5409,1.5448,-0.281,-0.543,0.184,person2
0.9699,-1.2693,1.2066,-0.252,-0.615,0.133,person2
1.2244,-1.2898,0.769,-0.221,-0.688,0.091,person2
1.3561,-1.3319,0.2492,-0.197,-0.757,0.045,person2
1.4649,-1.4181,-0.3264,-0.171,-0.817,0.002,person2
1.3918,-1.3659,-1.0396,-0.142,-0.879,-0.037,person2
1.2155,-1.116,-1.8394,-0.116,-0.942,-0.073,person2
0.9842,-0.7729,-3.3559,-0.095,-0.997,-0.113,person2
0.674,-0.4959,-5.9242,-0.07,-1.049,-0.148,person2
0.4286,-0.6206,-11.9287,-0.048,-1.096,-0.182,person2
-0.2925,-0.7312,-13.688,-0.027,-1.137,-0.217,person2
-0.8559,-0.4538,-9.2559,-0.008,-1.171,-0.254,person2
-1.0841,-0.984,-4.7634,0.01,-1.204,-0.29,person2
-1.6262,-1.5137,-1.5744,0.024,-1.236,-0.322,person2
-1.6574,-2.1292,-0.1789,0.034,-1.269,-0.353,person2
-1.9123,-2.5084,1.5979,0.046,-1.3,-0.384,person2
-2.3355,-2.8072,3.0228,0.054,-1.337,-0.419,person2
-2.5871,-3.1981,3.432,0.057,-1.37,-0.457,person2
-2.9601,-3.7144,4.0238,0.055,-1.397,-0.497,person2
-3.3185,-4.1658,4.3768,0.047,-1.417,-0.54,person2
-3.477,-4.3985,4.3379,0.034,-1.432,-0.584,person2
-3.4894,-4.2845,3.9772,0.016,-1.443,-0.627,person2
-3.6708,-3.4887,4.0522,-0.011,-1.452,-0.673,person2
-3.4777,-2.3012,3.8331,-0.046,-1.455,-0.725,person2
-3.247,-1.2315,3.9559,-0.086,-1.452,-0.781,person2
-3.2402,-0.3706,4.0176,-0.137,-1.444,-0.841,person2
-3.1886,0.414,4.1419,-0.264,-1.408,-0.971,person2
-3.051,0.902,4.6654,-0.343,-1.381,-1.043,person2
-2.7594,1.1879,4.7405,-0.578,-1.317,-1.206,person2
-2.6277,1.4002,4.3302,-0.759,-1.298,-1.3,person2
-2.6666,1.5878,3.7419,-0.983,-1.297,-1.393,person2
-2.3886,1.6101,3.232,-2.34,-1.373,-1.789,person2
-2.0945,1.408,2.6946,-2.571,-1.372,-1.838,person2
