# Target Sample Rate: 100 Hz,,,,
# Max Device Sample Rate: 400 Hz,,,,
# Recording started at: 2026-02-07 14:16:38.835,,,,
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.390428,-0.1063,-0.7484,1.2584,1.47
5.400909,-0.4336,-0.5537,-0.1408,0.72
5.41752,-1.3674,-0.4497,-1.1832,1.86
5.420521,-2.6351,-0.3198,-2.1048,3.39
5.434235,-3.7125,-0.3384,-1.9134,4.19
5.441432,-4.1032,-0.3676,-0.7345,4.18
5.450847,-3.8223,-0.8586,0.692,3.98
5.467336,-2.6814,-1.5102,0.9055,3.21
5.470579,-1.7039,-2.0864,0.7503,2.8
5.483967,-0.844,-2.3833,0.5136,2.58
5.491018,-0.5689,-2.9738,0.7644,3.12
5.500997,-0.4527,-3.2245,1.1101,3.44
5.517592,-0.2043,-2.8722,1.4255,3.21
5.52095,0.6263,-1.961,2.289,3.08
5.534274,0.5447,-0.8775,2.5455,2.75
5.541421,0.807,0.2516,2.5034,2.64
5.551344,1.1752,0.9937,2.2879,2.76
5.567705,1.223,1.2088,1.4659,2.26
5.571308,1.4117,1.049,1.0238,2.04
5.584291,1.9384,0.6237,1.0253,2.28
5.591906,2.4346,0.1878,0.8087,2.57
5.6017,2.7096,-0.4019,0.3273,2.76
5.617603,2.9691,-1.3048,-0.2977,3.26
5.621657,2.8814,-2.5872,-1.4733,4.14
5.634204,2.702,-3.6703,-2.3798,5.14
5.642221,2.6887,-4.5019,-2.819,5.95
5.652421,2.8453,-4.8353,-3.0692,6.39
5.668981,3.5654,-5.0551,-3.9178,7.32
5.671969,3.4827,-4.4853,-4.1559,7.04
5.687328,2.7454,-2.9693,-3.5992,5.41
5.703864,1.4664,-1.302,-2.4409,3.13
5.703951,0.2815,-0.1355,-1.2542,1.29
5.720417,-0.516,0.5237,-0.9244,1.18
5.722449,-1.0783,0.9263,-0.9182,1.69
5.73711,-1.4201,1.0573,-1.1909,2.13
5.753651,-1.7766,1.0372,-1.5135,2.55
5.753745,-1.8454,0.9901,-1.9302,2.85
5.780248,-1.7103,0.9733,-2.4698,3.16
5.799116,1.4123,0.7663,-3.5235,3.87
5.803062,2.3726,0.8141,-3.5197,4.32
5.816274,3.0377,1.0397,-3.3676,4.65
5.823415,3.4609,1.3898,-3.2162,4.92
5.833348,3.7122,1.7602,-2.9741,5.07
5.850234,3.9007,1.9766,-2.9532,5.28
5.853346,4.13,2.1731,-2.9737,5.53
5.867086,4.409,2.2665,-3.0125,5.8
5.873748,4.6041,2.311,-2.9871,5.95
5.884137,4.7663,2.2622,-3.0634,6.1
5.901205,4.8302,2.2917,-3.1063,6.18
5.90388,4.7343,2.3582,-3.2588,6.21
5.91806,4.4547,2.3542,-3.3894,6.07
5.924258,4.1515,2.2213,-3.393,5.8
5.934784,3.5952,1.9221,-3.1723,5.17
5.951533,2.5864,1.1768,-2.5813,3.84
5.95415,1.2503,0.1431,-1.0134,1.62
5.968566,-0.1791,-1.2179,1.4157,1.88
5.974171,-2.2979,-2.8373,4.1652,5.54
5.98504,-4.9764,-4.192,7.5317,9.95
6.001836,-7.1894,-4.2366,9.2352,12.45
6.004639,-8.3461,-2.9833,7.75,11.77
6.019214,-8.1392,-1.7349,5.6532,10.06
6.024724,-6.9524,-1.4316,4.6642,8.49
6.035695,-5.4257,-2.4743,4.2439,7.32
6.052965,-3.0871,-5.2559,3.7687,7.17
6.054842,-0.407,-7.6419,1.3799,7.78
6.069821,1.6751,-9.3884,-0.4091,9.55
6.074852,3.1851,-9.3442,-1.7922,10.03
6.086687,4.695,-5.4175,-3.2032,7.85
6.103505,5.2214,-0.5627,-3.9391,6.56
6.105228,5.2479,3.1157,-3.7742,7.18
6.120625,5.6311,5.3111,-2.8151,8.24
6.137542,6.194,6.0924,-0.339,8.69
6.138242,7.0855,5.7943,2.1103,9.39
6.154399,7.5256,4.55,2.9566,9.28
6.159994,7.3559,2.6597,2.0145,8.08
6.171596,6.8763,0.7563,-0.018,6.92
6.176683,6.2879,-1.4312,-2.3139,6.85
6.18944,4.5456,-3.2845,-3.3206,6.52
6.206853,2.3356,-4.343,-3.3014,5.93
6.207013,0.1085,-4.1937,-3.0003,5.16
6.224009,-1.6984,-3.3356,-3.1957,4.92
6.226209,-3.3626,-2.3231,-4.0044,5.72
6.236937,-5.0491,-1.4064,-4.7194,7.05
6.246957,-6.049,-0.627,-4.8401,7.77
6.25678,-6.2473,-0.0228,-4.009,7.42
6.266462,-5.9354,0.421,-2.472,6.44
6.284635,-5.5347,0.7104,-0.354,5.59
6.287073,-4.4935,1.2733,1.5007,4.91
6.302611,-2.1201,1.0085,2.5187,3.44
6.306753,0.1141,0.3971,2.2437,2.28
6.320863,1.8968,0.0505,1.2451,2.27
6.339031,3.0694,-0.1211,-0.1303,3.07
6.339134,3.8535,-0.239,-1.4496,4.12
6.357514,4.4076,-0.3103,-2.2823,4.97
6.357836,4.7492,-0.3715,-2.4625,5.36
6.36724,4.3731,-0.2674,-1.8043,4.74
6.380633,2.5874,-0.1741,-0.8745,2.74
6.387508,0.8922,-0.3791,-0.5184,1.1
6.398939,-0.5603,-0.4983,-0.6597,1
6.407836,-1.7274,-0.6475,-0.8373,2.03
6.417567,-2.6075,-0.4579,-0.7519,2.75
6.435148,-3.0444,-0.0807,-0.3075,3.06
6.437579,-3.008,0.2955,0.5219,3.07
6.452341,-2.4586,0.4516,1.4396,2.88
6.457835,-1.6091,0.3547,2.0939,2.66
6.469404,-0.7961,0.091,2.3359,2.47
6.486786,-0.1901,-0.2139,2.3956,2.41
6.488418,0.0984,-0.4565,2.2971,2.34
6.504804,-0.0538,-0.5798,2.1938,2.27
6.508404,-0.3548,-0.8068,2.2276,2.4
6.522221,-0.6957,-0.9445,2.1837,2.48
6.53943,-0.8732,-0.8534,1.8482,2.22
6.540104,-0.9596,-0.5658,1.3816,1.77
6.556821,-0.9316,-0.2806,0.9767,1.38
6.558681,-0.8912,-0.1133,0.7857,1.19
6.574397,-1.0467,-0.158,0.7489,1.3
6.591852,-1.1962,-0.3672,0.7359,1.45
6.61402,0.1097,0.5478,-0.1563,0.58
6.619105,1.1209,0.7198,0.0348,1.33
6.632792,1.9968,0.803,0.3326,2.18
6.639292,2.5025,0.6008,0.4394,2.61
6.650797,2.6539,-0.1661,0.2997,2.68
6.668232,2.7762,-1.4756,0.0496,3.14
6.669458,2.8931,-2.8506,-0.2087,4.07
6.685819,3.1388,-3.6176,-0.3107,4.8
6.689484,2.9192,-4.0309,-0.7425,5.03
6.703187,2.432,-3.7845,-1.1898,4.65
6.72061,2.0073,-2.9676,-1.3322,3.82
6.721222,1.8526,-1.9269,-1.2076,2.93
6.738022,2.0388,-1.0605,-0.4891,2.35
6.739762,2.1877,-0.4752,0.71,2.35
6.755433,2.4233,-0.404,1.5058,2.88
6.772874,2.9701,-0.7793,1.9779,3.65
6.790146,4.4722,-1.6795,1.1401,4.91
6.807651,2.7545,-0.5714,-3.2846,4.32
6.825128,1.5473,0.2586,-5.7203,5.93
6.842582,-0.9157,1.499,-5.7001,5.96
6.850881,-2.2639,1.2127,-3.7416,4.54
6.866298,-2.9423,0.9379,-2.6771,4.09
6.870857,-3.3461,0.8685,-1.8274,3.91
6.88453,-3.4763,1.0977,-1.2806,3.86
6.891143,-3.328,1.4963,-1.2111,3.84
6.902528,-2.6585,1.9906,-1.5829,3.68
6.92002,-1.7332,2.5455,-2.0814,3.72
6.921099,-1.0208,3.0759,-2.0193,3.82
6.937536,-0.5526,3.3576,-1.8561,3.88
6.941237,-0.2773,3.3749,-1.9364,3.9
6.955028,-0.1642,3.2686,-2.0204,3.85
6.972258,-0.1298,3.1778,-2.0887,3.8
6.972945,-0.0266,2.9837,-1.9663,3.57
6.989957,0.1818,2.626,-1.355,2.96
6.991607,0.2459,2.2306,0.0085,2.24
7.007418,0.3355,1.539,2.1118,2.63
7.024976,0.2765,0.4652,4.6946,4.73
7.025121,0.0189,-0.8653,6.9882,7.04
7.032157,-0.5537,-2.0503,8.2211,8.49
7.04233,-1.1723,-2.8783,8.2534,8.82
7.052313,-1.3486,-3.1346,7.8183,8.53
7.06554,-0.7836,-2.5427,7.4444,7.91
7.072518,0.1409,-1.1256,6.468,6.57
7.084523,1.064,0.137,3.9317,4.08
7.1028,1.2074,0.2682,1.0294,1.61
7.103505,0.3951,-1.0206,-0.829,1.37
7.120228,-0.8033,-3.0004,-1.5226,3.46
7.122618,-1.7974,-5.1132,-0.9424,5.5
7.137882,-2.0233,-7.2986,0.7826,7.61
7.155445,-2.098,-7.8535,2.6971,8.56
7.173153,-3.1158,0.1517,1.7377,3.57
7.190729,-1.2576,4.8036,-3.0858,5.85
7.196171,0.9806,5.514,-5.0886,7.57
7.218138,2.8035,5.6995,-4.9423,8.05
7.236069,4.8346,1.5995,-0.0948,5.09
7.253374,4.5762,-1.465,1.8558,5.15
7.253461,2.0294,-3.8464,1.5766,4.63
7.270995,-1.4603,-4.3228,-0.1155,4.56
7.273919,-4.1362,-3.351,-1.7725,5.61
7.289532,-5.6076,-1.5124,-2.7894,6.44
7.308167,-5.9808,0.526,-2.8666,6.65
7.326807,-3.8308,2.1599,-1.2152,4.56
7.334544,-0.8173,1.2523,0.2692,1.52
7.347777,0.4329,0.4033,0.5977,0.84
7.354502,1.2283,-0.2177,0.6403,1.4
7.365821,1.5983,-0.4041,0.6012,1.75
7.374706,1.3992,-0.1793,0.4802,1.49
7.384567,0.9458,0.1928,0.345,1.03
7.402209,0.3972,0.5136,-0.0621,0.65
7.404687,-0.0704,0.707,-0.4146,0.82
7.420257,-0.5837,0.6622,-0.2727,0.92
7.424933,-0.9316,0.4923,0.1868,1.07
7.438354,-1.0621,0.3444,0.62,1.28
7.455988,-1.0939,0.2849,0.978,1.49
7.456766,-1.0375,0.2344,1.0426,1.49
7.473744,-0.8957,0.2179,0.7724,1.2
7.475181,-0.8565,0.1584,0.5384,1.02
7.491384,-0.6689,0.1207,0.1762,0.7
7.50964,-0.5027,0.0395,-0.1211,0.52
7.525988,0.3518,0.5351,-0.5328,0.83
7.535587,0.5663,0.937,-0.062,1.1
7.549545,0.691,0.8362,0.6039,1.24
7.555952,0.639,0.7094,1.0076,1.39
7.567563,0.5165,0.4708,1.1092,1.31
7.57673,0.1257,-0.0128,0.867,0.88
7.586011,-0.45,-0.2956,0.537,0.76
7.60342,-1.0581,-0.5074,0.5358,1.29
7.606109,-1.3326,-0.3535,0.592,1.5
7.621117,-1.6523,-0.2983,1.3615,2.16
7.638887,-1.932,0.0819,2.2747,2.99
7.63966,-1.6159,0.6995,2.9024,3.39
7.656607,-1.2179,0.2352,3.7115,3.91
7.656762,-0.3686,-0.1352,3.7667,3.79
7.674342,0.0815,-1.1599,3.329,3.53
7.692142,0.2704,-1.4947,2.1742,2.65
7.710125,-1.4046,-1.509,0.2321,2.07
7.728672,-3.2314,-1.9012,1.8342,4.17
7.728772,-4.152,-3.1306,1.7528,5.49
7.747242,-4.8993,-3.3675,1.3384,6.09
7.747338,-5.3633,-3.3108,1.6556,6.52
7.757751,-5.5374,-3.4628,1.7951,6.77
7.76754,-5.0984,-4.1322,1.6317,6.76
7.783715,-4.0068,-4.1593,1.2253,5.9
7.787394,-2.5143,-2.5882,1.7742,4.02
7.801561,-0.773,-0.8307,2.6418,2.88
7.807901,0.8216,0.2151,2.9518,3.07
7.81994,2.1721,0.6573,2.4421,3.33
7.837749,3.1039,0.701,1.6873,3.6
7.837934,3.611,0.3606,0.8704,3.73
7.855396,4.0532,-0.5203,0.4215,4.11
7.858245,4.0361,-1.5772,-0.8827,4.42
7.873165,3.597,-2.4044,-2.3796,4.94
7.890944,3.0738,-3.1155,-3.9334,5.88
7.891072,2.2754,-3.5378,-5.3433,6.8
7.908897,0.8981,-3.5457,-6.5098,7.47
7.909011,-0.0488,-3.2546,-6.3744,7.16
7.926751,-0.8988,-2.7774,-5.0863,5.86
7.944608,-1.1408,-2.3879,-3.0422,4.03
7.96316,-1.7313,-1.8674,1.1712,2.8
7.968846,-1.7991,-0.6992,-0.6648,2.04
7.982611,-1.627,-0.17,-1.9048,2.51
7.989236,-1.1062,0.2776,-3.2414,3.44
8.000967,-0.3534,0.4886,-4.2819,4.32
8.00917,0.4556,0.61,-4.3952,4.46
8.019254,1.1665,0.6389,-4.0813,4.29
8.036878,1.5701,0.5542,-3.7875,4.14
8.039403,1.8319,0.5484,-3.6285,4.1
8.054711,2.042,0.7302,-3.7061,4.29
8.072456,2.0569,1.2827,-3.8187,4.52
8.072541,2.0905,1.8268,-4.0192,4.88
8.090331,2.1449,2.3843,-4.1022,5.21
8.090435,2.3377,2.7525,-4.1231,5.48
8.108311,2.6454,2.9125,-4.2376,5.78
8.126392,3.1012,3.149,-4.2338,6.12
8.140503,4.2012,3.8935,-3.8718,6.91
8.150152,4.0723,3.9157,-3.6715,6.74
8.166029,3.7203,3.634,-3.4217,6.23
8.170272,3.1172,3.1778,-3.089,5.42
8.18413,2.4175,2.6914,-2.6671,4.49
8.190658,1.8076,2.1324,-1.9022,3.38
8.201958,1.4387,1.3132,-0.7035,2.07
8.22103,1.2366,0.1625,1.3757,1.86
8.221256,0.9074,-1.5626,3.8475,4.25
8.239003,-0.0604,-3.5927,6.0731,7.06
8.242536,-1.5896,-5.4302,7.7219,9.57
8.257333,-3.0644,-6.6349,8.995,11.59
8.275221,-3.9394,-7.0449,9.617,12.56
8.275597,-3.2928,-6.2675,8.5372,11.09
8.2931,-2.0285,-4.4739,5.1046,7.08
8.293182,-0.6032,-2.1499,1.5231,2.7
8.301958,0.6632,0.5323,-0.1004,0.86
8.316283,1.689,3.0572,-0.1182,3.49
8.321912,2.3344,4.9991,-0.2142,5.52
8.340559,2.2612,6.3267,-0.7697,6.76
8.342109,1.7031,6.3313,-2.0272,6.86
8.358604,2.4584,2.6415,-3.2485,4.86
8.377659,3.5325,-4.0223,-5.1766,7.45
8.394843,4.5516,-14.6324,-9.236,17.89
8.402063,2.9176,-10.3944,-4.2715,11.61
8.414949,0.8917,-4.1697,3.2474,5.36
8.422474,-1.9542,3.9833,11.4402,12.27
8.433309,-0.1516,8.6256,4.6678,9.81
8.442599,3.1294,8.6163,-2.0984,9.4
8.452384,4.6674,6.6493,-6.399,10.34
8.469447,4.4554,5.2087,-8.3373,10.79
8.472567,3.5645,3.7185,-8.3188,9.78
8.487575,2.4575,1.7154,-6.6675,7.31
8.505298,1.051,-0.3854,-5.1393,5.26
8.505809,-0.3935,-2.0033,-4.6813,5.11
8.523163,-1.9264,-3.1404,-5.0867,6.28
8.523658,-4.2525,-4.5742,-4.9573,7.97
8.541096,-6.1157,-3.453,-2.2339,7.37
8.543198,-6.3807,-1.6136,0.9448,6.65
8.553404,-5.7494,-0.0566,3.0464,6.51
8.56453,-4.1067,1.3093,4.4571,6.2
8.573606,-1.4707,1.952,5.3099,5.85
8.583409,1.4756,1.4552,5.0981,5.5
8.593353,2.9307,0.9698,3.694,4.81
8.603651,2.8286,1.018,1.7562,3.48
8.619147,1.9163,1.082,-0.1008,2.2
8.623667,0.8296,1.063,-1.7093,2.18
8.637161,0.0446,0.8579,-2.8745,3
8.655153,-0.6587,0.4487,-3.3457,3.44
8.655247,-1.2807,0.191,-2.9554,3.23
8.673015,-1.7967,0.044,-1.9358,2.64
8.674112,-2.2614,0.1467,-0.9101,2.44
8.691005,-2.6296,0.4459,-0.2036,2.67
8.694094,-2.619,0.863,-0.0795,2.76
8.704777,-2.4503,1.0858,0.3341,2.7
8.714418,-1.6941,1.1836,0.6328,2.16
8.724803,-0.5338,0.9734,1.0841,1.55
8.734553,0.5863,0.6291,1.1379,1.43
8.752197,1.4249,0.3554,1.3043,1.96
8.754365,1.9197,0.1603,1.6579,2.54
8.770735,2.1,-0.0062,2.3563,3.16
8.774673,2.1996,-0.1256,3.0096,3.73
8.788731,1.4887,-0.1296,3.5741,3.87
8.820537,0.1091,-0.1651,4.0935,4.1
8.840076,-3.5484,-1.0108,0.856,3.79
8.857776,-4.0438,-1.3913,0.3379,4.29
8.857881,-4.5005,-1.3211,0.1687,4.69
8.87565,-4.6937,-1.4061,0.7348,4.95
8.875757,-5.3183,-2.837,1.6862,6.26
8.893742,-5.4308,-3.7106,1.3526,6.72
8.911368,-5.4445,-4.0918,2.1277,7.14
8.930707,-4.1986,-5.2299,3.135,7.4
8.948731,-1.3254,-4.1176,2.879,5.2
8.949408,0.1941,-2.1141,3.4919,4.09
8.966894,1.3963,-0.8029,3.3969,3.76
8.967608,2.305,-0.126,2.5602,3.45
8.985232,2.7546,0.1953,1.9174,3.36
8.986267,3.3335,0.3733,1.7193,3.77
9.003261,3.8954,-0.0641,1.0023,4.02
9.006354,4.1551,-0.7621,0.1249,4.23
9.021265,4.276,-1.7362,-1.8106,4.96
9.039351,3.8664,-2.7422,-3.4917,5.89
9.040148,2.8216,-3.376,-4.6656,6.41
9.057267,1.6048,-3.864,-5.6377,7.02
9.057994,0.2166,-3.9697,-6.229,7.39
9.075563,-0.4563,-3.6261,-5.1895,6.35
9.093708,-1.0048,-3.0016,-3.4298,4.67
9.111359,-1.1907,-1.2998,0.539,1.84
9.117628,-0.6058,-0.6028,-1.5563,1.78
9.132523,-0.4818,-0.4468,-2.7842,2.86
9.137527,-0.1961,-0.2678,-3.6218,3.64
9.154734,0.3171,-0.0007,-4.4092,4.42
9.157321,0.7099,0.4523,-4.5131,4.59
9.172525,0.9759,0.8355,-4.2113,4.4
9.190137,1.1892,1.0593,-3.8731,4.19
9.190221,1.5021,1.137,-3.625,4.09
9.207961,1.8093,1.3561,-3.6611,4.3
9.212201,1.7688,1.7831,-3.8884,4.63
9.217969,1.6744,2.3189,-4.0986,5
9.231395,1.6951,2.7314,-4.5517,5.57
9.237952,1.9516,3.021,-5.0087,6.17
9.249608,2.3325,3.4544,-5.285,6.73
9.258514,2.7936,3.8796,-5.3027,7.14
9.26843,3.2959,4.2981,-5.2347,7.53
9.286783,3.7783,4.7125,-5.0518,7.87
9.288497,4.1033,4.9531,-4.8228,8.04
9.305275,4.3338,5.2396,-4.5162,8.16
9.308999,4.3981,5.0449,-3.9906,7.79
9.325101,4.3026,4.6829,-2.7914,6.95
9.343712,3.888,4.163,-1.1923,5.82
9.359648,0.6619,-2.1373,10.9503,11.18
9.369064,-2.9228,-7.2591,11.8784,14.22
9.383981,-5.1422,-11.9477,11.108,17.1
9.389073,-3.8664,-13.5727,10.0949,17.35
9.402148,-2.0844,-10.7784,7.5149,13.3
9.409679,-0.2771,-5.5479,4.2616,7
9.420056,0.8922,-0.187,1.749,1.97
9.438171,1.9433,3.4883,-0.291,4
9.439499,3.7167,4.6786,-0.8493,6.04
9.456187,5.0298,2.8494,-1.1,5.88
9.474005,4.9531,-0.0628,-2.7348,5.66
9.491992,3.3833,-10.4809,-1.0781,11.07
9.509883,-5.4675,-9.3256,-0.1503,10.81
9.510789,-5.6399,-1.4498,-5.2839,7.86
9.527846,-2.7128,4.9542,-10.7965,12.18
9.530342,0.497,8.1005,-12.219,14.67
9.540866,2.7356,8.5351,-9.8231,13.3
9.550416,3.8441,7.11,-6.2518,10.22
9.566298,5.1113,5.0875,-1.7726,7.43
9.570466,5.1651,1.4705,0.9726,5.46
9.584591,4.1081,-2.0619,-0.1793,4.6
9.590964,2.2159,-4.0624,-2.2781,5.16
9.602539,0.6928,-4.8289,-3.3579,5.92
9.620857,-0.6317,-4.6687,-3.2436,5.72
9.621669,-2.1719,-3.4138,-2.8226,4.93
9.638587,-3.1987,-1.5171,-2.517,4.34
9.641061,-3.7941,0.3593,-2.0216,4.31
9.656447,-3.7632,1.6884,-1.3101,4.33
9.674339,-3.3406,2.2724,-0.7196,4.1
9.692227,-1.5668,1.5438,-0.7334,2.32
9.701803,0.8307,-0.0653,-1.0823,1.37
9.714147,1.2864,-0.1354,-0.9148,1.58
9.721918,1.1706,0.2434,-0.5507,1.32
9.733779,0.8711,0.7415,-0.1735,1.16
9.742032,0.4835,1.0484,-0.0474,1.16
9.755839,-0.1006,1.1174,0.2219,1.14
9.773912,-0.7831,0.9976,0.6283,1.42
9.774018,-1.4156,0.7621,0.8378,1.81
9.791439,-1.8515,0.4698,0.6753,2.03
9.792114,-2.0402,0.3273,0.3885,2.1
9.809273,-1.8278,0.4385,-0.0943,1.88
9.812443,-1.4803,0.5111,-0.7167,1.72
9.82286,-0.9688,0.4279,-1.2815,1.66
9.832691,-0.4647,0.4418,-0.9037,1.11
9.843223,-0.0342,0.2817,0.79,0.84
9.852647,-0.0023,0.1071,2.7579,2.76
9.873268,-0.1959,-0.3022,4.3861,4.4
9.874069,-0.2768,-0.4891,5.2388,5.27
9.890869,-0.0439,-0.4164,5.3347,5.35
9.908748,0.4455,-0.5436,4.7203,4.77
9.923604,0.6361,-0.7813,2.6717,2.86
9.933251,-0.1982,-0.518,1.936,2.01
9.943459,-1.6981,-0.8107,1.3673,2.33
9.953214,-3.6673,-0.9217,0.7476,3.85
9.96854,-5.1056,-1.4151,-0.1114,5.3
9.973425,-6.125,-1.4595,-0.4039,6.31
9.986665,-5.7102,-1.4748,0.1093,5.9
10.004518,-5.1253,-2.9267,1.1932,6.02
10.004623,-4.4325,-4.0161,1.5989,6.19
10.022296,-4.0016,-3.2964,2.7467,5.87
10.023839,-3.884,-3.178,3.8426,6.32
10.040029,-4.0086,-3.9476,3.5742,6.67
10.057877,-3.8402,-4.7277,2.7272,6.67
10.057946,-3.3215,-4.3001,2.5025,5.98
10.075633,-2.4905,-2.5408,3.0254,4.67
10.075734,-1.0728,-1.1135,3.4287,3.76
10.094228,0.4147,-0.389,2.8742,2.93
10.094335,1.7146,-0.0111,2.8508,3.33
10.112021,2.9696,0.1097,2.2872,3.75
10.131682,3.6808,-0.104,1.3835,3.93
10.149471,3.9167,-2.5215,-3.2597,5.69
10.154694,3.0214,-3.1211,-5.2348,6.8
10.167599,1.446,-3.3752,-5.819,6.88
10.175151,-0.4919,-3.2686,-5.7552,6.64
10.185887,-1.5212,-2.9757,-4.9891,6.01
10.20399,-1.8684,-2.5857,-3.6044,4.81
10.204855,-1.8214,-2.2565,-1.9248,3.48
10.221938,-1.2277,-1.8342,-0.3905,2.24
10.226911,-0.3012,-1.1902,0.3267,1.27
10.240624,0.569,-0.5447,-0.5623,0.97
10.258607,0.9422,0.0279,-1.8507,2.08
10.258801,0.9832,0.5258,-2.9225,3.13
10.267961,1.0097,0.7532,-3.8222,4.02
10.275794,1.1265,0.9203,-4.3808,4.62
10.285753,1.0974,1.0473,-4.3194,4.58
10.301728,0.9185,1.098,-3.9391,4.19
10.306029,0.8155,1.1179,-3.5548,3.81
10.320802,0.6585,1.1011,-3.6214,3.84
10.326247,0.7042,1.3037,-3.8199,4.1
10.339591,0.7679,1.5855,-4.152,4.51
10.35795,0.8965,2.026,-4.4067,4.93
10.358074,0.9523,2.5248,-4.599,5.33
10.376218,1.0542,3.0418,-4.8335,5.81
10.377102,1.3991,3.5613,-4.9284,6.24
10.38681,1.7471,4.0668,-5.0307,6.7
10.397998,2.1362,4.4558,-5.0376,7.06
10.40684,2.4455,4.6983,-4.8243,7.16
10.41807,2.3792,4.7267,-4.5533,6.98
10.435776,2.2084,4.5953,-4.0276,6.5
10.436928,1.8614,4.3753,-2.8504,5.54
10.453835,1.4468,3.7854,-1.2163,4.23
10.457162,0.9797,2.6015,1.0671,2.98
10.47144,0.5993,-0.009,5.0885,5.12
10.489222,-1.1324,-4.2106,10.6575,11.51
10.489307,-3.9601,-8.5011,13.4763,16.42
10.507037,-4.384,-10.2965,13.6211,17.63
10.507557,-3.1758,-8.9805,12.2264,15.5
10.524805,-0.983,-5.6869,7.9724,9.84
10.542558,1.2589,-2.714,3.8079,4.84
10.558019,1.9754,4.7408,-3.507,6.22
10.567885,1.5844,4.1139,-3.5422,5.66
10.58352,0.7717,2.2696,-3.5194,4.26
10.588096,-0.1277,-0.1892,-4.972,4.98
10.601625,0.1493,-3.8843,-4.5963,6.02
10.608445,1.4693,-7.9349,-2.8992,8.57
10.619946,3.3664,-10.0684,-0.253,10.62
10.637771,5.6282,-7.8276,4.8373,10.79
10.638529,2.3051,-0.7264,2.5077,3.48
10.655603,-1.2469,3.8781,-5.6249,6.95
10.658543,-2.5299,5.6039,-10.7658,12.4
10.673349,-3.841,5.0776,-11.6944,13.32
10.691201,-4.0678,3.7464,-9.4266,10.93
10.691351,-3.6457,2.4583,-6.562,7.9
10.70929,-2.7063,1.1599,-4.7751,5.61
10.709376,-1.0823,-0.7096,-3.5586,3.79
10.728165,1.286,-2.285,-1.4941,3.02
10.746062,2.9135,-2.8585,-0.2168,4.09
10.760127,3.0422,-1.1737,0.4797,3.3
10.769226,2.9118,-0.6622,0.9935,3.15
10.784337,2.3597,0.0628,1.0647,2.59
10.789414,1.436,0.5687,0.5752,1.65
10.80257,0.3032,0.6196,-0.1561,0.71
10.8099,-0.6758,0.3682,-0.6525,1.01
10.820491,-1.33,0.0747,-0.6562,1.48
10.838198,-1.7525,0.0313,-0.5277,1.83
10.840126,-1.9824,0.283,-0.4899,2.06
10.855868,-2.0537,0.7769,-0.7328,2.31
10.873762,-1.8779,1.247,-0.8178,2.4
10.874552,-1.6893,1.7548,-0.7893,2.56
10.891615,-1.4522,1.9092,-0.4679,2.44
10.892437,-1.1742,1.7225,0.06,2.09
10.909406,-0.6197,0.9746,1.0107,1.53
10.910329,0.23,0.3363,1.9738,2.02
10.920816,1.0659,-0.235,2.8349,3.04
10.931196,1.68,-0.5536,3.6975,4.1
10.940947,1.8776,-0.5933,3.7233,4.21
10.950576,1.6294,-0.5614,2.9953,3.46
10.968585,1.4711,-0.527,1.9364,2.49
10.970655,1.4499,-0.6424,0.7859,1.77
10.987038,1.4871,-0.6184,-0.0848,1.61
10.990838,1.5331,-0.4318,-0.3897,1.64
11.004455,1.4139,-0.116,0.2187,1.44
11.022586,1.1348,0.3058,1.768,2.12
11.022674,0.6401,0.5984,3.6455,3.75
11.040386,0.0098,0.5808,5.0405,5.07
11.041334,-0.3218,0.19,4.9291,4.94
11.058066,-0.3818,-0.5718,3.5862,3.65
11.076054,-0.4514,-1.4355,2.1922,2.66
11.094971,-1.3495,-1.7582,1.0974,2.47
11.101571,-3.2125,-1.5428,1.5665,3.89
11.116159,-3.9318,-1.5686,2.0708,4.71
11.121576,-4.3685,-1.7735,2.7224,5.44
11.134256,-4.8678,-2.8029,3.2348,6.48
11.142193,-5.3543,-4.463,2.8355,7.53
11.152257,-5.7885,-5.254,2.3839,8.17
11.170303,-6.1195,-5.1729,2.3593,8.35
11.172253,-5.5347,-4.5889,2.6277,7.65
11.18799,-3.6646,-3.5584,2.7468,5.8
11.192463,-1.3113,-2.4735,3.0979,4.18
11.205874,0.7138,-1.2345,4.1291,4.37
11.223759,2.4572,-0.4436,5.6552,6.18
11.224543,4.0134,-0.144,6.7946,7.89
11.241824,4.9108,-0.0277,5.8858,7.67
11.246054,5.0517,-0.373,3.3309,6.06
11.252648,4.7026,-1.106,0.5794,4.87
11.265996,3.8334,-1.9809,-1.8302,4.69
11.272922,2.3585,-2.6847,-3.5032,5
11.284364,0.7796,-3.1425,-4.3527,5.42
11.293253,-0.6015,-3.2353,-4.7498,5.78
11.308771,-1.4985,-3.0338,-4.7491,5.83
11.326899,-2.4598,-2.8029,-6.0377,7.1
11.348648,-2.1198,-1.8074,-2.6279,3.83
11.353463,-2.2857,-1.3086,-0.1785,2.64
11.366768,-2.5456,-0.7639,1.8316,3.23
11.373879,-1.5805,-0.4723,0.7307,1.8
11.384813,-0.778,-0.1316,-0.7874,1.11
11.403661,-0.1268,0.3692,-2.2481,2.28
11.404474,0.2458,1.2457,-3.1998,3.44
11.42192,0.6985,2.0459,-3.6765,4.26
