# Target Sample Rate: 400 Hz,,,,
# Max Device Sample Rate: 400 Hz,,,,
# Recording started at: 2026-02-07 14:17:25.451,,,,
time,Ï‰â‚“ (rad/s),Ï‰áµ§ (rad/s),Ï‰á¶» (rad/s),Ï‰_total (rad/s)
0.1888,-0.901,1.15,0.3,1.491
0.192342,-1.086,1.222,0.312,1.665
0.194708,-1.165,1.215,0.32,1.713
0.197363,-1.241,1.197,0.332,1.755
0.205465,-1.317,1.169,0.35,1.796
0.209669,-1.673,1.079,0.427,2.036
0.212631,-1.765,1.07,0.448,2.112
0.214927,-1.859,1.059,0.471,2.19
0.221591,-1.954,1.057,0.493,2.276
0.225084,-2.255,1.086,0.539,2.56
0.227512,-2.364,1.113,0.548,2.669
0.230024,-2.469,1.148,0.544,2.776
0.232506,-2.579,1.185,0.542,2.889
0.23842,-2.679,1.221,0.541,2.993
0.238695,-2.771,1.262,0.533,3.091
0.240155,-2.873,1.317,0.525,3.203
0.243117,-2.97,1.369,0.517,3.311
0.245271,-3.066,1.421,0.509,3.417
0.24766,-3.158,1.468,0.496,3.518
0.255227,-3.248,1.515,0.48,3.616
0.260079,-3.574,1.633,0.406,3.95
0.263073,-3.647,1.646,0.381,4.019
0.265238,-3.715,1.651,0.358,4.082
0.27266,-3.786,1.657,0.331,4.145
0.275304,-3.938,1.643,0.24,4.274
0.277831,-3.987,1.649,0.202,4.319
0.280336,-4.027,1.655,0.156,4.357
0.289042,-3.899,1.532,0.111,4.19
0.292967,-1.787,-0.599,-0.334,1.914
0.295548,-1.25,-1.514,-0.288,1.985
0.298386,-0.5,-3.037,-0.272,3.09
0.305555,0.053,-3.781,-0.382,3.801
0.308134,0.532,-2.508,-0.801,2.686
0.316824,0.883,-1.846,-0.889,2.231
0.334661,1.898,-0.653,-1.03,2.256
0.339593,3.321,0.325,-0.652,3.4
0.339683,3.265,0.387,-0.475,3.322
0.344349,3.184,0.219,-0.09,3.193
0.346044,3.161,0.018,0.091,3.162
0.348277,3.135,-0.224,0.249,3.153
0.355797,3.1,-0.468,0.382,3.159
0.358426,2.962,-1.025,0.704,3.212
0.360863,2.929,-1.13,0.773,3.233
0.363427,2.906,-1.176,0.821,3.241
0.37118,2.905,-1.143,0.855,3.237
0.375645,2.809,-0.616,0.955,3.031
0.378359,2.677,-0.569,0.964,2.902
0.38095,2.468,-0.648,0.954,2.724
0.387847,2.192,-0.843,0.914,2.52
0.391076,1.367,-1.301,0.647,1.995
0.393592,1.155,-1.302,0.526,1.819
0.39609,0.976,-1.246,0.393,1.631
0.398562,0.824,-1.134,0.255,1.425
0.404547,0.68,-0.984,0.114,1.201
0.404643,0.537,-0.806,-0.015,0.969
0.406162,0.389,-0.612,-0.123,0.736
0.408655,0.232,-0.399,-0.218,0.51
0.411074,0.071,-0.182,-0.294,0.353
0.41362,-0.086,0.022,-0.348,0.359
0.421009,-0.233,0.221,-0.382,0.499
0.423809,-0.602,0.878,-0.381,1.13
0.426208,-0.684,1.119,-0.347,1.356
0.428884,-0.739,1.345,-0.299,1.563
0.431342,-0.779,1.555,-0.243,1.756
0.437963,-0.811,1.733,-0.184,1.922
0.438067,-0.835,1.891,-0.122,2.071
0.439124,-0.855,2.026,-0.056,2.2
0.441586,-0.865,2.162,0.013,2.328
0.444015,-0.863,2.309,0.091,2.466
0.446554,-0.848,2.47,0.173,2.617
0.448944,-0.832,2.617,0.26,2.758
0.455286,-0.825,2.72,0.335,2.862
0.455386,-0.831,2.779,0.403,2.928
0.456568,-0.854,2.782,0.449,2.944
0.458913,-0.893,2.742,0.477,2.923
0.461545,-0.954,2.653,0.48,2.86
0.464232,-1.018,2.566,0.466,2.799
0.476465,-1.07,2.526,0.435,2.778
0.481648,-1.051,2.324,-0.122,2.553
0.487709,-0.998,2.234,-0.24,2.459
0.491955,-0.766,1.882,-0.565,2.108
0.494379,-0.662,1.77,-0.655,2
0.497234,-0.544,1.665,-0.736,1.9
0.499251,-0.421,1.573,-0.811,1.819
0.505664,-0.29,1.485,-0.874,1.748
0.509365,0.12,1.288,-0.981,1.624
0.512045,0.255,1.255,-0.99,1.619
0.514684,0.387,1.233,-0.983,1.623
0.521694,0.506,1.208,-0.96,1.624
0.524787,0.759,1.108,-0.861,1.595
0.527129,0.812,1.076,-0.827,1.582
0.529785,0.855,1.056,-0.797,1.575
0.532089,0.883,1.045,-0.772,1.571
0.538486,0.906,1.044,-0.753,1.574
0.538738,0.92,1.046,-0.739,1.577
0.53971,0.925,1.047,-0.732,1.578
0.54237,0.92,1.043,-0.731,1.571
0.545104,0.909,1.03,-0.737,1.56
0.547548,0.89,1.016,-0.747,1.543
0.555101,0.868,0.994,-0.765,1.526
0.559767,0.794,0.837,-0.819,1.415
0.562594,0.778,0.778,-0.822,1.373
0.564932,0.761,0.712,-0.823,1.328
0.571563,0.731,0.652,-0.819,1.277
0.574963,0.791,0.278,-0.808,1.164
0.577438,0.999,-0.039,-0.785,1.271
0.580115,1.238,-0.281,-0.767,1.484
0.582769,1.36,-0.289,-0.774,1.591
0.589295,1.378,-0.167,-0.798,1.601
0.592934,1.482,0.29,-0.747,1.685
0.595101,1.491,0.374,-0.756,1.713
0.597887,1.434,0.414,-0.815,1.701
0.60559,1.346,0.441,-0.892,1.674
0.610163,1.005,0.678,-1.057,1.608
0.613084,0.913,0.72,-1.085,1.59
0.615501,0.813,0.748,-1.115,1.57
0.622405,0.707,0.77,-1.15,1.554
0.625425,0.396,0.843,-1.217,1.532
0.627933,0.292,0.872,-1.229,1.534
0.630652,0.181,0.891,-1.248,1.544
0.638438,0.07,0.909,-1.278,1.569
0.643085,-0.356,0.921,-1.463,1.765
0.647635,-0.445,0.882,-1.509,1.804
0.647963,-0.524,0.826,-1.548,1.831
0.655007,-0.595,0.779,-1.58,1.859
0.657943,-0.769,0.649,-1.66,1.941
0.660301,-0.805,0.602,-1.69,1.966
0.663008,-0.834,0.556,-1.72,1.99
0.665557,-0.856,0.517,-1.747,2.013
0.674219,-0.867,0.487,-1.771,2.031
0.677991,-0.851,0.472,-1.809,2.054
0.680949,-0.815,0.485,-1.817,2.049
0.689925,-0.77,0.497,-1.821,2.038
0.69339,-0.477,0.535,-1.888,2.019
0.695777,-0.383,0.537,-1.911,2.022
0.698482,-0.292,0.533,-1.936,2.029
0.704997,-0.203,0.527,-1.948,2.028
0.708407,0.014,0.618,-1.954,2.05
0.710795,0.069,0.669,-1.947,2.06
0.713555,0.11,0.732,-1.935,2.072
0.716107,0.138,0.801,-1.921,2.086
0.721816,0.152,0.867,-1.898,2.092
0.722047,0.143,0.935,-1.866,2.092
0.724157,0.118,0.996,-1.828,2.085
0.7263,0.081,1.063,-1.781,2.076
0.729064,0.031,1.137,-1.736,2.075
0.731352,-0.034,1.24,-1.682,2.09
0.738144,-0.118,1.384,-1.597,2.117
0.741198,-0.399,2.026,-1.214,2.396
0.743873,-0.507,2.232,-1.114,2.545
0.746394,-0.619,2.426,-1.039,2.711
0.748643,-0.743,2.613,-0.996,2.894
0.755126,-0.88,2.804,-0.989,3.101
0.75541,-1.021,2.996,-1.014,3.324
0.756506,-1.171,3.193,-1.065,3.564
0.758816,-1.328,3.392,-1.138,3.816
0.761268,-1.491,3.603,-1.22,4.086
0.764066,-1.653,3.815,-1.313,4.36
0.771643,-1.812,4.026,-1.419,4.637
0.776454,-2.349,4.713,-1.918,5.604
0.779146,-2.457,4.833,-2.052,5.797
0.781912,-2.553,4.941,-2.185,5.975
0.788022,-2.64,5.045,-2.314,6.147
0.791505,-2.805,5.318,-2.685,6.585
0.794111,-2.827,5.392,-2.801,6.701
0.796787,-2.836,5.457,-2.913,6.805
0.798926,-2.829,5.509,-3.009,6.885
0.805197,-2.811,5.547,-3.092,6.945
0.80542,-2.775,5.566,-3.163,6.978
0.806861,-2.722,5.56,-3.214,6.975
0.809072,-2.653,5.534,-3.245,6.943
0.811839,-2.566,5.485,-3.26,6.878
0.814401,-2.46,5.421,-3.263,6.789
0.821478,-2.34,5.338,-3.244,6.671
0.824487,-1.909,5.029,-3.104,6.211
0.82688,-1.747,4.919,-3.028,6.034
0.829486,-1.578,4.794,-2.947,5.845
0.832015,-1.404,4.657,-2.864,5.644
0.838179,-1.23,4.504,-2.782,5.435
0.838438,-1.063,4.341,-2.704,5.224
0.839602,-0.889,4.174,-2.626,5.011
0.841977,-0.726,4.006,-2.557,4.807
0.844709,-0.572,3.835,-2.497,4.612
0.847151,-0.426,3.667,-2.445,4.428
0.849375,-0.292,3.502,-2.405,4.258
0.866609,-0.172,3.345,-2.372,4.104
0.869723,0.344,2.696,-2.315,3.57
0.871945,0.38,2.653,-2.328,3.55
0.874362,0.403,2.617,-2.348,3.539
0.876991,0.409,2.592,-2.378,3.541
0.8793,0.403,2.57,-2.415,3.55
0.882042,0.389,2.556,-2.461,3.569
0.911234,0.37,2.552,-2.517,3.603
0.926422,0.575,2.778,-3.094,4.197
0.932405,0.945,2.499,-3.096,4.09
0.932792,1.006,2.433,-3.067,4.042
0.949758,1.122,2.297,-2.983,3.929
0.963601,1.41,1.903,-2.599,3.516
0.975004,1.339,1.772,-2.275,3.179
0.978169,1.157,1.899,-2.037,3.016
0.980304,1.108,1.943,-1.975,2.984
0.983303,1.061,1.99,-1.922,2.963
0.991699,1.016,2.038,-1.874,2.949
0.995456,0.863,2.241,-1.723,2.955
0.997922,0.834,2.292,-1.696,2.971
1.00604,0.81,2.344,-1.666,2.988
1.010522,0.781,2.544,-1.564,3.087
1.013043,0.788,2.593,-1.544,3.119
1.015558,0.798,2.634,-1.528,3.148
1.021183,0.813,2.673,-1.52,3.181
1.025625,0.875,2.766,-1.525,3.277
1.028251,0.897,2.792,-1.525,3.306
1.030928,0.916,2.814,-1.531,3.332
1.037599,0.935,2.831,-1.536,3.354
1.040836,0.984,2.843,-1.525,3.373
1.043363,1.002,2.838,-1.514,3.369
1.04607,1.022,2.827,-1.498,3.358
1.048371,1.045,2.815,-1.488,3.351
1.054628,1.072,2.805,-1.479,3.347
1.054904,1.101,2.791,-1.466,3.34
1.056223,1.129,2.778,-1.452,3.331
1.05853,1.157,2.766,-1.434,3.323
1.061008,1.186,2.75,-1.414,3.312
1.06368,1.224,2.734,-1.388,3.302
1.071401,1.264,2.718,-1.363,3.293
1.075993,1.416,2.693,-1.221,3.279
1.078579,1.45,2.7,-1.175,3.282
1.081039,1.479,2.709,-1.129,3.287
1.089082,1.505,2.72,-1.088,3.293
1.093574,1.554,2.759,-0.939,3.303
1.096129,1.548,2.763,-0.906,3.294
1.098665,1.534,2.758,-0.88,3.277
1.105829,1.511,2.749,-0.859,3.252
1.108701,1.403,2.714,-0.832,3.166
1.111147,1.356,2.7,-0.831,3.133
1.113754,1.303,2.684,-0.833,3.098
1.121579,1.248,2.67,-0.837,3.063
1.126346,1.043,2.591,-0.843,2.918
1.128907,1.006,2.557,-0.849,2.876
1.131577,0.972,2.518,-0.855,2.831
1.138279,0.948,2.474,-0.858,2.785
1.141569,0.896,2.327,-0.864,2.639
1.144057,0.891,2.275,-0.865,2.592
1.146717,0.892,2.22,-0.863,2.544
1.149076,0.899,2.159,-0.861,2.492
1.154496,0.91,2.096,-0.859,2.441
1.154731,0.929,2.035,-0.852,2.394
1.156652,0.951,1.98,-0.84,2.351
1.159047,0.976,1.925,-0.825,2.311
1.161776,1.003,1.875,-0.804,2.273
1.164352,1.029,1.83,-0.779,2.24
1.171086,1.057,1.792,-0.748,2.211
1.174091,1.147,1.716,-0.66,2.167
1.176703,1.171,1.697,-0.632,2.157
1.179482,1.191,1.681,-0.603,2.147
1.18191,1.206,1.667,-0.578,2.138
1.18889,1.214,1.655,-0.552,2.125
1.191902,1.201,1.603,-0.499,2.065
1.194236,1.18,1.581,-0.487,2.032
1.197107,1.151,1.551,-0.483,1.991
1.19971,1.119,1.515,-0.481,1.944
1.205428,1.08,1.472,-0.487,1.89
1.205695,1.043,1.417,-0.496,1.828
1.206914,1.005,1.352,-0.507,1.759
1.209468,0.965,1.268,-0.525,1.678
1.211984,0.931,1.174,-0.542,1.594
1.214628,0.898,1.068,-0.557,1.503
1.221896,0.868,0.954,-0.573,1.411
1.224672,0.785,0.597,-0.594,1.151
1.227021,0.761,0.49,-0.592,1.081
1.230049,0.739,0.388,-0.584,1.018
1.232591,0.72,0.293,-0.578,0.969
1.247273,0.708,0.205,-0.573,0.934
1.260245,0.663,-0.191,-0.558,0.888
1.264782,0.596,-0.337,-0.566,0.888
1.272157,0.579,-0.356,-0.566,0.884
1.274978,0.516,-0.424,-0.561,0.872
1.277362,0.485,-0.44,-0.562,0.863
1.280419,0.451,-0.456,-0.564,0.854
1.282622,0.412,-0.465,-0.566,0.84
1.288067,0.369,-0.475,-0.569,0.828
1.288149,0.325,-0.477,-0.577,0.816
1.290043,0.277,-0.478,-0.579,0.8
1.292647,0.23,-0.476,-0.583,0.787
1.295124,0.179,-0.471,-0.587,0.774
1.297744,0.131,-0.465,-0.589,0.762
1.304922,0.091,-0.46,-0.585,0.75
1.307651,-0.005,-0.448,-0.556,0.714
1.31009,-0.028,-0.446,-0.539,0.701
1.312864,-0.047,-0.441,-0.52,0.683
1.315306,-0.058,-0.439,-0.5,0.668
1.321532,-0.064,-0.439,-0.479,0.652
1.321641,-0.065,-0.442,-0.458,0.64
1.325347,-0.061,-0.449,-0.437,0.63
1.325782,-0.056,-0.461,-0.416,0.623
1.327661,-0.048,-0.477,-0.396,0.621
1.330341,-0.043,-0.494,-0.373,0.621
1.33993,-0.038,-0.511,-0.348,0.619
1.343007,-0.043,-0.59,-0.226,0.633
1.345453,-0.053,-0.612,-0.188,0.643
1.348064,-0.062,-0.637,-0.147,0.656
1.356066,-0.076,-0.655,-0.104,0.667
1.360844,-0.132,-0.692,0.058,0.707
1.363407,-0.144,-0.694,0.093,0.715
1.366246,-0.158,-0.692,0.13,0.722
1.372058,-0.17,-0.684,0.164,0.723
1.375595,-0.204,-0.62,0.259,0.702
1.378415,-0.218,-0.595,0.289,0.697
1.38121,-0.233,-0.57,0.322,0.695
1.389251,-0.245,-0.549,0.362,0.702
1.39329,-0.241,-0.508,0.545,0.783
1.395824,-0.214,-0.502,0.591,0.805
1.398284,-0.177,-0.496,0.638,0.827
1.405636,-0.126,-0.485,0.681,0.846
1.408444,0.099,-0.384,0.768,0.864
1.411001,0.2,-0.321,0.776,0.863
1.413593,0.305,-0.235,0.783,0.872
1.416033,0.42,-0.128,0.778,0.894
1.422257,0.548,0.005,0.766,0.941
1.42239,0.681,0.143,0.739,1.015
1.42446,0.816,0.288,0.711,1.12
1.426175,0.947,0.43,0.68,1.243
1.428703,1.068,0.56,0.652,1.37
1.431233,1.173,0.666,0.627,1.488
1.440224,1.261,0.751,0.609,1.589
1.443832,1.443,0.837,0.621,1.779
1.446179,1.458,0.786,0.636,1.774
1.44895,1.461,0.709,0.657,1.752
1.455151,1.459,0.613,0.68,1.722
1.455247,1.449,0.501,0.711,1.69
1.456472,1.436,0.375,0.746,1.662
1.458683,1.414,0.233,0.788,1.635
1.46139,1.386,0.086,0.835,1.621
1.463812,1.36,-0.06,0.889,1.626
1.472681,1.332,-0.2,0.951,1.649
1.476543,1.2,-0.639,1.164,1.79
1.478861,1.158,-0.701,1.197,1.807
1.482016,1.115,-0.737,1.23,1.816
1.488064,1.071,-0.746,1.257,1.812
1.492168,0.938,-0.662,1.296,1.731
1.49387,0.894,-0.6,1.298,1.687
1.496563,0.853,-0.529,1.297,1.64
1.499249,0.813,-0.456,1.293,1.594
1.505155,0.773,-0.382,1.283,1.546
1.505255,0.734,-0.313,1.268,1.499
1.506784,0.698,-0.256,1.253,1.457
1.509156,0.664,-0.216,1.231,1.415
1.511744,0.633,-0.191,1.203,1.373
1.514104,0.609,-0.183,1.174,1.335
1.52208,0.586,-0.185,1.142,1.297
1.52687,0.53,-0.284,1.004,1.17
1.529156,0.527,-0.325,0.962,1.143
1.531835,0.528,-0.372,0.916,1.121
1.540341,0.534,-0.428,0.863,1.101
1.544381,0.597,-0.672,0.616,1.09
1.546789,0.616,-0.723,0.554,1.099
1.554556,0.638,-0.764,0.489,1.109
1.559433,0.691,-0.791,0.261,1.082
1.562107,0.694,-0.756,0.21,1.047
1.564769,0.7,-0.697,0.156,1.001
1.571323,0.707,-0.627,0.103,0.95
1.574698,0.676,-0.45,-0.064,0.815
1.5771,0.643,-0.388,-0.093,0.757
1.579783,0.593,-0.331,-0.117,0.689
1.582211,0.534,-0.281,-0.141,0.62
1.588144,0.471,-0.227,-0.168,0.549
1.588434,0.415,-0.17,-0.208,0.494
1.589819,0.372,-0.119,-0.24,0.459
1.592429,0.337,-0.066,-0.255,0.428
1.594833,0.294,-0.015,-0.257,0.391
1.597444,0.242,0.039,-0.255,0.354
1.606021,0.18,0.091,-0.253,0.324
1.610091,0.119,0.255,-0.358,0.455
1.612857,0.145,0.294,-0.367,0.492
1.615512,0.148,0.34,-0.351,0.511
1.621797,0.126,0.379,-0.322,0.513
1.625303,0.091,0.44,-0.331,0.558
1.627757,0.108,0.443,-0.355,0.578
1.630183,0.13,0.448,-0.384,0.604
1.633161,0.156,0.44,-0.415,0.625
1.638521,0.18,0.438,-0.445,0.65
1.638767,0.208,0.439,-0.466,0.673
1.640323,0.237,0.442,-0.492,0.703
1.642793,0.267,0.447,-0.519,0.735
1.645325,0.292,0.458,-0.548,0.772
1.647949,0.317,0.478,-0.58,0.815
1.655268,0.34,0.499,-0.618,0.864
1.657972,0.436,0.588,-0.728,1.033
1.660322,0.475,0.625,-0.76,1.092
1.663134,0.517,0.659,-0.781,1.145
1.665637,0.559,0.695,-0.798,1.197
1.671358,0.599,0.735,-0.812,1.249
1.671608,0.636,0.774,-0.823,1.296
1.672973,0.68,0.791,-0.828,1.332
1.67551,0.733,0.786,-0.83,1.358
1.67795,0.795,0.755,-0.837,1.379
1.680647,0.857,0.702,-0.848,1.395
1.689061,0.898,0.649,-0.864,1.405
1.693118,0.916,0.49,-0.95,1.408
1.695493,0.909,0.453,-0.985,1.415
1.698231,0.892,0.419,-1.024,1.421
1.708294,0.868,0.378,-1.077,1.434
1.711229,0.794,0.336,-1.331,1.586
1.713504,0.807,0.341,-1.394,1.646
1.715942,0.825,0.349,-1.459,1.712
1.722499,0.844,0.367,-1.521,1.778
1.722753,0.855,0.392,-1.585,1.843
1.723474,0.859,0.41,-1.66,1.914
1.726047,0.85,0.441,-1.744,1.99
1.728408,0.833,0.487,-1.841,2.079
1.731048,0.807,0.537,-1.934,2.163
1.73816,0.763,0.606,-2.034,2.255
1.740992,0.578,0.791,-2.305,2.504
1.743519,0.485,0.887,-2.389,2.594
1.746251,0.367,0.979,-2.461,2.674
1.748943,0.237,1.046,-2.529,2.747
1.754701,0.091,1.113,-2.594,2.824
1.754936,-0.062,1.186,-2.666,2.918
1.756295,-0.211,1.259,-2.729,3.013
1.758535,-0.357,1.333,-2.79,3.113
1.761065,-0.494,1.385,-2.862,3.217
1.764059,-0.614,1.428,-2.944,3.329
1.77153,-0.719,1.452,-3.036,3.442
1.776438,-0.976,1.421,-3.364,3.781
1.778676,-0.998,1.411,-3.41,3.823
1.781326,-1.005,1.408,-3.431,3.842
1.788382,-0.991,1.399,-3.434,3.838
1.791193,-0.843,1.389,-3.328,3.704
1.794149,-0.762,1.433,-3.261,3.643
1.796751,-0.656,1.501,-3.188,3.584
1.799026,-0.536,1.544,-3.1,3.505
1.805317,-0.417,1.558,-2.981,3.389
1.805563,-0.303,1.538,-2.84,3.244
1.806472,-0.191,1.474,-2.677,3.062
1.809134,-0.08,1.361,-2.523,2.868
1.811544,0.032,1.198,-2.443,2.721
1.814357,0.151,1.002,-2.372,2.579
1.821553,0.267,0.783,-2.297,2.442
1.825766,0.488,0.122,-2.164,2.222
1.826644,0.524,-0.085,-2.125,2.19
1.829032,0.539,-0.266,-2.088,2.173
1.831781,0.537,-0.375,-2.067,2.168
1.838862,0.511,-0.402,-2.064,2.164
1.839136,0.473,-0.347,-2.066,2.148
1.839371,0.394,-0.322,-2.082,2.143
1.841749,0.294,-0.312,-2.104,2.147
1.844253,0.194,-0.264,-2.116,2.141
1.846709,0.103,-0.164,-2.104,2.113
1.849169,0.028,-0.022,-2.079,2.079
1.855976,-0.036,0.136,-2.043,2.048
1.856409,-0.098,0.26,-2.006,2.025
1.857147,-0.162,0.361,-1.974,2.014
1.85947,-0.226,0.438,-1.951,2.012
1.862318,-0.281,0.499,-1.917,2
1.864648,-0.332,0.542,-1.861,1.967
1.877632,-0.382,0.569,-1.793,1.92
1.882174,-0.544,0.8,-1.259,1.588
1.893228,-0.547,0.841,-1.224,1.583
1.897044,-0.473,1.158,-1.254,1.771
1.899785,-0.443,1.227,-1.285,1.831
1.907912,-0.416,1.271,-1.31,1.872
1.912154,-0.318,1.406,-1.35,1.975
1.91471,-0.299,1.445,-1.35,2
1.92231,-0.281,1.467,-1.354,2.016
1.924944,-0.255,1.451,-1.386,2.023
1.927473,-0.25,1.431,-1.408,2.023
1.929808,-0.245,1.411,-1.438,2.03
1.932694,-0.235,1.39,-1.478,2.043
1.938362,-0.223,1.371,-1.525,2.063
1.938605,-0.203,1.35,-1.579,2.087
1.940118,-0.181,1.333,-1.633,2.116
1.942402,-0.159,1.319,-1.692,2.151
1.945458,-0.133,1.31,-1.758,2.196
1.950359,-0.105,1.301,-1.831,2.249
1.950658,-0.083,1.297,-1.904,2.305
1.960549,-0.061,1.296,-1.975,2.363
1.965252,-0.005,1.253,-2.392,2.7
1.972629,-0.006,1.234,-2.477,2.767
1.975077,-0.034,1.135,-2.747,2.972
1.977748,-0.053,1.092,-2.836,3.04
1.980115,-0.075,1.033,-2.919,3.097
1.98281,-0.101,0.965,-2.998,3.151
1.988495,-0.132,0.889,-3.075,3.203
1.988756,-0.165,0.809,-3.144,3.25
1.990356,-0.193,0.732,-3.221,3.309
1.992761,-0.223,0.665,-3.301,3.374
1.995145,-0.253,0.592,-3.376,3.437
1.997935,-0.288,0.498,-3.44,3.488
2.004997,-0.326,0.386,-3.499,3.535
2.005276,-0.369,0.26,-3.554,3.583
2.005495,-0.415,0.119,-3.602,3.628
2.00802,-0.461,-0.037,-3.646,3.675
2.010501,-0.508,-0.2,-3.687,3.727
2.013257,-0.554,-0.366,-3.722,3.781
2.015736,-0.606,-0.528,-3.757,3.842
2.022676,-0.658,-0.681,-3.794,3.91
2.025631,-0.82,-1.144,-3.923,4.168
2.028421,-0.867,-1.294,-3.968,4.263
2.030601,-0.912,-1.437,-4.007,4.353
2.033431,-0.956,-1.567,-4.041,4.438
2.039048,-1.005,-1.683,-4.073,4.52
2.039295,-1.054,-1.791,-4.097,4.595
2.04085,-1.104,-1.892,-4.12,4.666
2.043159,-1.155,-1.992,-4.142,4.739
2.045722,-1.208,-2.088,-4.158,4.807
2.048496,-1.264,-2.193,-4.173,4.881
2.05476,-1.32,-2.293,-4.183,4.949
2.055018,-1.383,-2.378,-4.179,5.004
2.055754,-1.451,-2.468,-4.151,5.042
2.058234,-1.529,-2.607,-4.102,5.095
2.060714,-1.612,-2.746,-4.042,5.146
2.06343,-1.694,-2.867,-3.967,5.18
2.066063,-1.772,-2.982,-3.886,5.21
2.071312,-1.85,-3.11,-3.812,5.256
2.071554,-1.926,-3.234,-3.736,5.303
2.073333,-1.996,-3.336,-3.671,5.347
2.075797,-2.055,-3.418,-3.614,5.382
2.078423,-2.083,-3.497,-3.55,5.401
2.080968,-2.076,-3.577,-3.471,5.399
2.088799,-2.02,-3.649,-3.371,5.363
2.0934,-1.486,-3.665,-2.907,4.909
2.095906,-1.304,-3.607,-2.781,4.737
2.098763,-1.109,-3.504,-2.651,4.532
2.105485,-0.899,-3.348,-2.511,4.28
2.108847,-0.275,-2.557,-2.045,3.286
2.111071,-0.1,-2.177,-1.857,2.863
2.113669,0.056,-1.745,-1.628,2.387
2.116602,0.177,-1.267,-1.345,1.856
2.122497,0.259,-0.758,-1.01,1.289
2.122778,0.299,-0.236,-0.652,0.755
2.123874,0.29,0.281,-0.288,0.496
2.126314,0.24,0.775,0.042,0.812
2.128986,0.155,1.245,0.317,1.294
2.131399,0.045,1.678,0.547,1.766
2.138217,-0.077,2.073,0.73,2.2
2.141457,-0.463,2.989,1.059,3.205
2.143899,-0.584,3.2,1.116,3.439
2.146555,-0.701,3.365,1.155,3.627
2.149165,-0.808,3.486,1.18,3.768
2.15492,-0.906,3.554,1.187,3.855
2.15519,-0.997,3.578,1.183,3.899
2.156663,-1.072,3.56,1.164,3.896
2.159307,-1.133,3.503,1.136,3.853
2.161964,-1.181,3.407,1.094,3.768
2.164126,-1.209,3.275,1.046,3.644
2.16733,-1.22,3.109,0.99,3.483
2.176117,-1.212,2.914,0.931,3.29
2.1793,-1.007,1.952,0.61,2.28
2.181998,-0.919,1.695,0.513,1.995
2.191092,-0.825,1.443,0.411,1.712
2.194115,-0.423,0.578,-0.023,0.716
2.19673,-0.333,0.421,-0.118,0.55
2.199298,-0.254,0.295,-0.209,0.442
2.205921,-0.189,0.206,-0.289,0.402
2.206226,-0.141,0.147,-0.357,0.411
2.206818,-0.11,0.119,-0.414,0.444
2.209119,-0.093,0.115,-0.461,0.484
2.211718,-0.098,0.137,-0.491,0.519
2.214219,-0.12,0.179,-0.515,0.558
2.221396,-0.157,0.244,-0.529,0.603
2.224342,-0.35,0.527,-0.521,0.819
2.226778,-0.432,0.64,-0.506,0.923
2.229359,-0.516,0.759,-0.486,1.039
