# Target Sample Rate: 400 Hz,,,,
# Max Device Sample Rate: 400 Hz,,,,
# Recording started at: 2026-02-07 14:09:31.798,,,,
time,Ï‰â‚“ (rad/s),Ï‰áµ§ (rad/s),Ï‰á¶» (rad/s),Ï‰_total (rad/s)
0.315677,-1.107,-2.305,-0.601,2.626
0.316863,-1.072,-2.374,-0.611,2.675
0.319202,-1.026,-2.423,-0.618,2.703
0.321782,-0.97,-2.471,-0.634,2.729
0.324451,-0.916,-2.525,-0.656,2.765
0.332162,-0.856,-2.579,-0.677,2.801
0.336998,-0.561,-2.617,-0.784,2.789
0.339618,-0.493,-2.621,-0.808,2.787
0.34192,-0.429,-2.612,-0.83,2.774
0.349074,-0.366,-2.578,-0.847,2.739
0.351993,-0.203,-2.365,-0.911,2.543
0.354549,-0.163,-2.279,-0.93,2.467
0.357134,-0.121,-2.182,-0.941,2.379
0.359796,-0.087,-2.075,-0.953,2.285
0.368654,-0.054,-1.953,-0.963,2.179
0.371897,0.063,-1.467,-0.95,1.749
0.374715,0.093,-1.354,-0.939,1.651
0.385807,0.122,-1.239,-0.927,1.553
0.38958,0.377,-0.647,-0.87,1.148
0.39217,0.429,-0.52,-0.869,1.1
0.398479,0.479,-0.404,-0.869,1.071
0.402091,0.625,-0.086,-0.875,1.079
0.404593,0.669,-0.015,-0.879,1.105
0.407087,0.711,0.044,-0.888,1.138
0.409617,0.759,0.106,-0.891,1.175
0.415305,0.801,0.149,-0.897,1.212
0.415566,0.845,0.171,-0.907,1.251
0.417513,0.885,0.177,-0.918,1.287
0.419872,0.927,0.172,-0.922,1.319
0.422275,0.962,0.148,-0.93,1.346
0.42496,1.006,0.131,-0.939,1.382
0.432273,1.06,0.12,-0.943,1.424
0.43494,1.198,0.019,-0.993,1.557
0.437452,1.244,-0.021,-1.018,1.608
0.439881,1.282,-0.059,-1.035,1.648
0.442301,1.315,-0.102,-1.058,1.691
0.452161,1.348,-0.14,-1.082,1.734
0.45506,1.435,-0.227,-1.196,1.882
0.457465,1.454,-0.233,-1.244,1.927
0.465455,1.479,-0.237,-1.289,1.976
0.469904,1.497,-0.371,-1.453,2.119
0.472545,1.468,-0.469,-1.495,2.147
0.475127,1.424,-0.565,-1.522,2.159
0.493929,1.38,-0.648,-1.541,2.167
0.497871,0.92,-1.196,-1.324,2.008
0.500266,0.884,-1.222,-1.254,1.962
0.502877,0.851,-1.233,-1.187,1.912
0.505525,0.829,-1.205,-1.108,1.835
0.508039,0.813,-1.163,-1.037,1.757
0.515966,0.803,-1.12,-0.969,1.685
0.520326,0.809,-1.021,-0.709,1.483
0.522881,0.827,-1.007,-0.64,1.451
0.525676,0.844,-0.969,-0.559,1.401
0.542539,0.867,-0.9,-0.478,1.338
0.560994,1.057,-0.535,0.022,1.185
0.566845,1.257,-0.545,0.687,1.533
0.566939,1.276,-0.559,0.758,1.586
0.570787,1.31,-0.611,0.881,1.693
0.573435,1.328,-0.643,0.938,1.749
0.575897,1.341,-0.681,0.987,1.799
0.581428,1.354,-0.729,1.02,1.845
0.585845,1.379,-0.911,1.058,1.962
0.588412,1.39,-0.979,1.055,2.001
0.591097,1.402,-1.041,1.052,2.039
0.598472,1.415,-1.094,1.041,2.07
0.601084,1.462,-1.212,0.985,2.139
0.603479,1.481,-1.236,0.961,2.155
0.606011,1.501,-1.257,0.934,2.169
0.608584,1.522,-1.268,0.901,2.177
0.614781,1.545,-1.269,0.875,2.182
0.614869,1.565,-1.268,0.85,2.186
0.616293,1.578,-1.27,0.822,2.186
0.618661,1.589,-1.264,0.794,2.18
0.621274,1.596,-1.235,0.768,2.159
0.623859,1.601,-1.203,0.738,2.134
0.626402,1.6,-1.172,0.72,2.11
0.632945,1.599,-1.144,0.709,2.09
0.633036,1.594,-1.122,0.707,2.073
0.633753,1.585,-1.108,0.715,2.062
0.637172,1.574,-1.1,0.737,2.057
0.638965,1.561,-1.089,0.777,2.056
0.641498,1.535,-1.079,0.817,2.046
0.650583,1.511,-1.064,0.856,2.036
0.654058,1.387,-0.983,0.998,1.971
0.656376,1.354,-0.937,1.021,1.937
0.659066,1.322,-0.886,1.037,1.899
0.664892,1.294,-0.826,1.051,1.861
0.664999,1.267,-0.76,1.062,1.819
0.666592,1.245,-0.693,1.067,1.78
0.669143,1.226,-0.626,1.064,1.74
0.671345,1.212,-0.561,1.061,1.706
0.674487,1.202,-0.492,1.058,1.675
0.676893,1.194,-0.427,1.045,1.643
0.681813,1.192,-0.363,1.032,1.618
0.68294,1.192,-0.303,1.016,1.595
0.684034,1.193,-0.252,0.995,1.574
0.686491,1.19,-0.221,0.965,1.548
0.689113,1.182,-0.2,0.931,1.518
0.691924,1.174,-0.179,0.896,1.487
0.699187,1.163,-0.162,0.856,1.454
0.70179,1.099,-0.108,0.776,1.35
0.704262,1.067,-0.087,0.76,1.313
0.709358,0.995,-0.034,0.75,1.246
0.715137,0.952,-0.002,0.76,1.219
0.719337,0.819,0.123,0.834,1.175
0.721841,0.772,0.18,0.868,1.176
0.724452,0.724,0.239,0.908,1.186
0.731624,0.677,0.303,0.947,1.202
0.734566,0.537,0.485,1.038,1.266
0.737145,0.491,0.535,1.055,1.281
0.739455,0.447,0.585,1.064,1.294
0.742058,0.407,0.629,1.069,1.306
0.748639,0.368,0.678,1.066,1.316
0.748763,0.336,0.73,1.056,1.327
0.749777,0.309,0.785,1.043,1.341
0.752184,0.29,0.837,1.023,1.353
0.754888,0.276,0.884,1.004,1.366
0.757621,0.272,0.925,0.981,1.375
0.76795,0.275,0.967,0.953,1.385
0.772195,0.392,1.122,0.734,1.397
0.77493,0.438,1.135,0.672,1.39
0.781707,0.483,1.139,0.603,1.376
0.784865,0.648,1.112,0.364,1.337
0.787464,0.713,1.081,0.274,1.323
0.79017,0.779,1.033,0.175,1.305
0.79242,0.844,0.977,0.085,1.294
0.798408,0.908,0.909,0.007,1.285
0.79866,0.97,0.846,-0.062,1.289
0.800125,1.032,0.78,-0.131,1.301
0.802633,1.092,0.712,-0.195,1.318
0.805404,1.144,0.629,-0.258,1.331
0.8077,1.19,0.519,-0.319,1.337
0.815175,1.226,0.379,-0.375,1.337
0.817903,1.262,-0.113,-0.45,1.345
0.820309,1.253,-0.288,-0.435,1.357
0.822856,1.229,-0.454,-0.408,1.373
0.825313,1.195,-0.611,-0.371,1.393
0.832303,1.154,-0.748,-0.331,1.414
0.83255,1.106,-0.878,-0.289,1.441
0.833137,1.051,-0.993,-0.25,1.468
0.835364,0.992,-1.092,-0.199,1.489
0.837837,0.934,-1.164,-0.135,1.499
0.840556,0.881,-1.221,-0.059,1.507
0.843156,0.827,-1.265,0.021,1.511
0.849012,0.779,-1.297,0.104,1.516
0.849269,0.736,-1.308,0.192,1.513
0.850554,0.697,-1.296,0.285,1.499
0.853033,0.665,-1.264,0.378,1.477
0.855661,0.642,-1.219,0.465,1.454
0.858185,0.627,-1.164,0.551,1.433
0.880463,0.618,-1.114,0.636,1.423
0.883417,0.575,-0.589,1.17,1.431
0.885812,0.542,-0.528,1.201,1.42
0.888274,0.503,-0.478,1.228,1.41
0.890887,0.455,-0.437,1.255,1.404
0.899212,0.405,-0.411,1.283,1.407
0.903377,0.255,-0.443,1.414,1.504
0.906078,0.226,-0.468,1.445,1.536
0.908462,0.203,-0.495,1.468,1.563
0.916371,0.185,-0.509,1.494,1.589
0.920986,0.176,-0.516,1.589,1.68
0.923531,0.188,-0.512,1.608,1.698
0.926139,0.201,-0.524,1.624,1.718
0.931883,0.215,-0.541,1.641,1.741
0.936169,0.287,-0.579,1.708,1.826
0.938708,0.32,-0.595,1.738,1.865
0.941511,0.351,-0.615,1.771,1.907
0.943651,0.387,-0.618,1.817,1.958
0.94957,0.426,-0.618,1.868,2.013
0.953729,0.533,-0.662,2.031,2.201
0.956378,0.564,-0.683,2.096,2.275
0.959106,0.595,-0.708,2.167,2.356
0.965843,0.629,-0.72,2.242,2.437
0.968954,0.721,-0.699,2.486,2.681
0.971245,0.744,-0.666,2.577,2.764
0.97405,0.762,-0.624,2.673,2.849
0.976378,0.786,-0.558,2.759,2.923
0.98406,0.806,-0.478,2.835,2.986
0.988707,0.909,0.12,3.039,3.174
0.991251,0.961,0.307,3.065,3.227
1.001465,1.02,0.492,3.096,3.297
1.004152,1.362,1.153,3.144,3.615
1.008978,1.563,1.463,3.134,3.796
1.01229,1.663,1.601,3.124,3.884
1.014085,1.756,1.708,3.103,3.954
1.016587,1.851,1.821,3.08,4.028
1.019226,1.936,1.924,3.056,4.097
1.021554,2.024,2.034,3.026,4.17
1.024038,2.1,2.123,3.003,4.235
1.026583,2.177,2.214,2.971,4.298
1.031915,2.25,2.284,2.922,4.338
1.036776,2.415,2.409,2.759,4.388
1.039129,2.447,2.428,2.688,4.372
1.0417,2.473,2.444,2.615,4.35
1.054586,2.493,2.454,2.53,4.317
1.059248,2.515,2.261,1.981,3.919
1.068349,2.501,2.19,1.869,3.813
1.0717,2.361,1.798,1.288,3.235
1.074388,2.312,1.659,1.132,3.062
1.082337,2.26,1.509,0.971,2.885
1.086929,1.966,0.747,0.246,2.117
1.089461,1.876,0.546,0.085,1.956
1.092217,1.774,0.347,-0.062,1.809
1.09898,1.667,0.15,-0.174,1.683
1.102062,1.318,-0.684,-0.339,1.523
1.104591,1.191,-1.005,-0.344,1.596
1.107167,1.055,-1.353,-0.325,1.746
1.109807,0.916,-1.691,-0.288,1.945
1.11549,0.784,-2.025,-0.24,2.184
1.115586,0.652,-2.346,-0.175,2.442
1.117553,0.527,-2.668,-0.106,2.722
1.119846,0.407,-2.959,-0.034,2.987
1.122327,0.295,-3.239,0.046,3.253
1.124897,0.189,-3.499,0.132,3.507
1.133367,0.091,-3.723,0.23,3.731
1.137641,-0.207,-4.206,0.682,4.266
1.140049,-0.281,-4.233,0.783,4.314
1.1428,-0.364,-4.231,0.888,4.338
1.148759,-0.447,-4.207,1.017,4.351
1.15252,-0.666,-4.074,1.475,4.384
1.155246,-0.725,-4.035,1.636,4.414
1.158052,-0.781,-3.983,1.8,4.439
1.165482,-0.833,-3.925,1.973,4.471
1.170324,-1.004,-3.761,2.736,4.758
1.172694,-1.023,-3.69,2.931,4.822
1.175412,-1.026,-3.609,3.11,4.873
1.182581,-1.011,-3.489,3.287,4.899
1.185461,-0.8,-3,3.824,4.926
1.187838,-0.673,-2.763,3.979,4.891
1.190481,-0.517,-2.473,4.112,4.826
1.193097,-0.337,-2.16,4.225,4.757
1.199018,-0.141,-1.847,4.318,4.698
1.199284,0.059,-1.54,4.382,4.645
1.200493,0.246,-1.225,4.405,4.579
1.203039,0.423,-0.918,4.421,4.535
1.205619,0.584,-0.62,4.423,4.505
1.208222,0.732,-0.336,4.401,4.474
1.21661,0.858,-0.055,4.355,4.439
1.220605,1.104,0.804,3.949,4.179
1.22306,1.099,0.989,3.818,4.094
1.225836,1.079,1.185,3.687,4.021
1.231898,1.055,1.391,3.55,3.956
1.235779,0.885,1.708,2.915,3.492
1.238205,0.819,1.719,2.642,3.257
1.240797,0.764,1.689,2.347,2.991
1.24317,0.722,1.63,2.04,2.71
1.249232,0.699,1.536,1.73,2.417
1.249488,0.694,1.419,1.451,2.145
1.250909,0.699,1.289,1.214,1.904
1.253405,0.724,1.163,1.028,1.713
1.255927,0.763,1.047,0.891,1.572
1.258603,0.812,0.951,0.804,1.486
1.265231,0.849,0.885,0.751,1.438
1.268381,0.844,0.968,0.698,1.462
1.271008,0.828,1.033,0.69,1.493
1.273441,0.819,1.079,0.67,1.511
1.276037,0.817,1.111,0.657,1.527
1.282249,0.818,1.128,0.663,1.543
1.282547,0.825,1.124,0.674,1.549
1.283681,0.831,1.113,0.68,1.546
1.286203,0.832,1.099,0.689,1.541
1.288539,0.834,1.073,0.694,1.526
1.291301,0.834,1.036,0.701,1.504
1.300053,0.833,0.981,0.7,1.465
1.304024,0.799,0.673,0.647,1.229
1.30628,0.783,0.574,0.624,1.154
1.309134,0.758,0.465,0.585,1.064
1.3155,0.726,0.337,0.537,0.964
1.319034,0.579,-0.073,0.359,0.685
1.321579,0.521,-0.214,0.307,0.642
1.324031,0.467,-0.353,0.26,0.641
1.326258,0.41,-0.486,0.229,0.676
1.331959,0.356,-0.601,0.204,0.728
1.332213,0.3,-0.691,0.186,0.776
1.334328,0.243,-0.756,0.171,0.812
1.336547,0.189,-0.792,0.163,0.83
1.339071,0.129,-0.804,0.16,0.83
1.342092,0.071,-0.789,0.161,0.808
1.353058,0.012,-0.758,0.163,0.775
1.356593,-0.3,-0.432,0.211,0.567
1.359372,-0.364,-0.359,0.224,0.559
1.368221,-0.425,-0.291,0.234,0.566
1.371556,-0.668,-0.034,0.241,0.711
1.374163,-0.725,0.025,0.239,0.764
1.376913,-0.783,0.08,0.233,0.82
1.382815,-0.847,0.145,0.223,0.887
1.383062,-0.907,0.214,0.213,0.956
1.384513,-0.966,0.276,0.204,1.025
1.386842,-1.025,0.34,0.195,1.097
1.389435,-1.081,0.405,0.186,1.169
1.392018,-1.136,0.465,0.175,1.24
1.400094,-1.187,0.519,0.169,1.307
1.404465,-1.37,0.646,0.104,1.518
1.406933,-1.411,0.653,0.085,1.557
1.410029,-1.45,0.647,0.07,1.589
1.415792,-1.483,0.63,0.059,1.612
1.419502,-1.544,0.529,0.045,1.633
1.422088,-1.555,0.493,0.045,1.632
1.424749,-1.562,0.467,0.044,1.631
1.432363,-1.568,0.448,0.041,1.631
1.434927,-1.543,0.412,0.08,1.599
1.437317,-1.519,0.414,0.095,1.577
1.442452,-1.455,0.421,0.144,1.522
1.448875,-1.414,0.419,0.17,1.485
1.452201,-1.263,0.435,0.243,1.358
1.454937,-1.207,0.437,0.269,1.311
1.457556,-1.145,0.436,0.291,1.259
1.465723,-1.084,0.429,0.312,1.207
1.469917,-0.815,0.286,0.38,0.943
1.472405,-0.744,0.23,0.393,0.873
1.475136,-0.682,0.165,0.404,0.809
1.482544,-0.621,0.101,0.409,0.75
1.485141,-0.465,-0.127,0.376,0.612
1.487485,-0.418,-0.213,0.351,0.586
1.490065,-0.38,-0.3,0.316,0.578
1.492637,-0.343,-0.387,0.273,0.585
1.498949,-0.311,-0.468,0.234,0.609
1.499203,-0.281,-0.543,0.184,0.638
1.50019,-0.252,-0.615,0.133,0.678
1.502717,-0.221,-0.688,0.091,0.728
1.505353,-0.197,-0.757,0.045,0.783
1.507885,-0.171,-0.817,0.002,0.834
1.510507,-0.142,-0.879,-0.037,0.892
1.516322,-0.116,-0.942,-0.073,0.952
1.516584,-0.095,-0.997,-0.113,1.007
1.517952,-0.07,-1.049,-0.148,1.061
1.520317,-0.048,-1.096,-0.182,1.112
1.522853,-0.027,-1.137,-0.217,1.158
1.525621,-0.008,-1.171,-0.254,1.199
1.531934,0.01,-1.204,-0.29,1.239
1.53218,0.024,-1.236,-0.322,1.278
1.53299,0.034,-1.269,-0.353,1.318
1.535542,0.046,-1.3,-0.384,1.357
1.53797,0.054,-1.337,-0.419,1.403
1.540597,0.057,-1.37,-0.457,1.446
1.543181,0.055,-1.397,-0.497,1.484
1.548753,0.047,-1.417,-0.54,1.517
1.549133,0.034,-1.432,-0.584,1.547
1.550562,0.016,-1.443,-0.627,1.573
1.553158,-0.011,-1.452,-0.673,1.601
1.555704,-0.046,-1.455,-0.725,1.626
1.558279,-0.086,-1.452,-0.781,1.651
1.565711,-0.137,-1.444,-0.841,1.677
1.570752,-0.264,-1.408,-0.971,1.73
1.570973,-0.343,-1.381,-1.043,1.764
1.573269,-0.578,-1.317,-1.206,1.877
1.575908,-0.759,-1.298,-1.3,1.988
1.58801,-0.983,-1.297,-1.393,2.142
1.592888,-2.34,-1.373,-1.789,3.25
1.593,-2.571,-1.372,-1.838,3.446
1.599837,-2.783,-1.367,-1.881,3.627
1.599932,-2.976,-1.372,-1.913,3.794
1.600571,-3.148,-1.372,-1.942,3.944
1.60334,-3.297,-1.376,-1.964,4.077
1.60897,-3.42,-1.38,-1.971,4.182
1.609116,-3.529,-1.388,-1.971,4.274
1.616684,-3.616,-1.378,-1.97,4.343
1.620678,-3.804,-1.166,-1.975,4.441
1.623781,-3.823,-1.093,-1.975,4.439
1.625955,-3.834,-1.008,-1.972,4.428
1.631888,-3.842,-0.905,-1.972,4.413
1.63607,-3.839,-0.53,-1.935,4.332
1.638445,-3.821,-0.4,-1.915,4.293
1.641339,-3.788,-0.274,-1.9,4.247
1.650014,-3.743,-0.144,-1.87,4.187
1.653647,-3.345,0.558,-1.652,3.772
1.656174,-3.199,0.784,-1.58,3.653
1.658786,-3.028,1.016,-1.508,3.532
1.665795,-2.838,1.234,-1.438,3.412
1.668616,-2.243,1.84,-1.209,3.143
1.671093,-2.051,2.02,-1.121,3.09
1.673903,-1.865,2.178,-1.048,3.053
1.676429,-1.675,2.285,-0.984,3
1.682482,-1.484,2.316,-0.932,2.904
1.682584,-1.291,2.299,-0.891,2.783
1.683811,-1.104,2.25,-0.865,2.652
1.686437,-0.921,2.164,-0.849,2.5
1.688933,-0.741,2.054,-0.837,2.339
1.691239,-0.571,1.932,-0.831,2.179
1.699632,-0.411,1.804,-0.828,2.027
1.703894,0.103,1.161,-0.808,1.418
1.706356,0.193,1.02,-0.802,1.312
1.7093,0.266,0.892,-0.795,1.224
1.715549,0.322,0.782,-0.785,1.154
1.718997,0.435,0.552,-0.771,1.043
1.721511,0.465,0.495,-0.763,1.022
1.724182,0.487,0.448,-0.755,1.004
1.726906,0.507,0.416,-0.75,0.996
1.731955,0.525,0.388,-0.75,0.994
1.732031,0.544,0.37,-0.753,1
1.734338,0.56,0.359,-0.759,1.009
1.736771,0.573,0.352,-0.768,1.021
1.73921,0.58,0.355,-0.774,1.03
1.742065,0.578,0.357,-0.783,1.036
1.748859,0.565,0.362,-0.802,1.045
1.751909,0.487,0.301,-0.908,1.074
1.754472,0.448,0.244,-0.954,1.082
1.757087,0.404,0.171,-1.006,1.098
1.759559,0.355,0.079,-1.058,1.119
1.765399,0.302,-0.028,-1.114,1.154
1.765663,0.246,-0.156,-1.168,1.204
1.767136,0.196,-0.291,-1.227,1.276
1.769567,0.145,-0.432,-1.279,1.358
1.772016,0.095,-0.578,-1.327,1.45
1.774848,0.048,-0.722,-1.374,1.553
1.777985,0.011,-0.853,-1.408,1.646
1.792797,-0.022,-0.973,-1.436,1.734
1.795673,-0.064,-1.406,-1.427,2.004
1.799879,-0.025,-1.448,-1.346,1.977
1.802387,-0.001,-1.452,-1.295,1.946
1.804698,0.025,-1.451,-1.24,1.909
1.807133,0.051,-1.455,-1.182,1.875
1.809644,0.081,-1.462,-1.12,1.844
1.816692,0.108,-1.476,-1.064,1.823
1.820176,0.186,-1.57,-0.871,1.805
1.822668,0.203,-1.623,-0.808,1.824
1.825181,0.217,-1.679,-0.75,1.852
1.841344,0.228,-1.738,-0.693,1.885
1.857456,0.271,-2.093,-0.44,2.156
1.860203,0.355,-2.075,-0.308,2.127
1.870761,0.375,-2.035,-0.287,2.089
1.875541,0.485,-1.726,-0.181,1.802
1.884017,0.506,-1.645,-0.157,1.729
1.887997,0.586,-1.249,-0.051,1.381
1.890473,0.605,-1.132,-0.019,1.284
1.893118,0.624,-1.01,0.016,1.187
1.899967,0.639,-0.877,0.049,1.087
1.903072,0.696,-0.467,0.171,0.855
1.905578,0.717,-0.325,0.212,0.816
1.90799,0.741,-0.183,0.262,0.807
1.916473,0.767,-0.035,0.316,0.83
1.920998,0.898,0.565,0.531,1.187
1.923047,0.932,0.724,0.583,1.317
1.926089,0.964,0.902,0.633,1.464
1.932236,0.996,1.082,0.679,1.62
1.935796,1.067,1.686,0.82,2.157
1.938352,1.083,1.902,0.868,2.354
1.940932,1.089,2.128,0.912,2.559
1.94356,1.084,2.356,0.962,2.766
1.949,1.069,2.579,1.008,2.968
1.9493,1.037,2.783,1.048,3.149
1.951077,0.981,2.967,1.078,3.306
1.953607,0.907,3.124,1.102,3.434
1.955982,0.812,3.232,1.119,3.515
1.958659,0.7,3.285,1.124,3.542
1.965594,0.575,3.278,1.121,3.512
1.968479,0.219,2.83,1.086,3.039
1.971091,0.128,2.574,1.071,2.791
1.973734,0.064,2.284,1.052,2.516
1.97634,0.024,1.971,1.032,2.225
1.982286,0.011,1.636,1.009,1.922
1.982557,0.018,1.286,0.973,1.613
1.98366,0.046,0.934,0.924,1.314
1.986119,0.092,0.584,0.86,1.044
1.988706,0.143,0.239,0.783,0.832
1.991307,0.203,-0.096,0.7,0.735
1.994678,0.259,-0.412,0.604,0.776
2.000476,0.31,-0.707,0.498,0.918
2.000763,0.355,-0.987,0.387,1.118
2.001573,0.39,-1.237,0.273,1.326
2.003734,0.422,-1.463,0.152,1.53
2.0063,0.445,-1.656,0.033,1.715
2.008857,0.463,-1.817,-0.08,1.876
2.016616,0.474,-1.944,-0.18,2.009
2.019055,0.49,-2.116,-0.43,2.214
2.021866,0.492,-2.103,-0.494,2.216
2.026712,0.485,-1.996,-0.593,2.138
2.033377,0.476,-1.901,-0.621,2.056
2.036518,0.455,-1.5,-0.622,1.687
2.039103,0.46,-1.361,-0.599,1.557
2.041495,0.471,-1.232,-0.562,1.434
2.049009,0.49,-1.122,-0.523,1.332
2.051668,0.501,-0.884,-0.414,1.097
2.054247,0.491,-0.828,-0.392,1.04
2.056671,0.479,-0.777,-0.371,0.985
2.059388,0.465,-0.72,-0.361,0.929
2.065484,0.448,-0.647,-0.345,0.859
2.065751,0.422,-0.561,-0.329,0.775
2.066831,0.396,-0.462,-0.306,0.681
2.069277,0.366,-0.35,-0.281,0.579
2.071713,0.338,-0.227,-0.25,0.478
2.074526,0.307,-0.097,-0.216,0.388
2.082421,0.277,0.03,-0.18,0.332
2.086906,0.189,0.277,-0.064,0.342
2.089663,0.184,0.251,-0.059,0.316
2.092279,0.179,0.199,-0.076,0.278
2.096512,0.177,0.127,-0.084,0.234
2.10313,0.173,0.045,-0.094,0.202
2.106881,0.091,0.051,-0.143,0.177
2.109715,0.061,0.156,-0.146,0.222
2.119346,0.035,0.284,-0.154,0.325
2.122081,0.004,0.89,-0.295,0.938
2.124596,0.024,1.038,-0.347,1.095
2.133727,0.056,1.172,-0.396,1.239
2.137433,0.259,1.519,-0.502,1.62
2.139841,0.318,1.56,-0.508,1.671
2.142535,0.377,1.586,-0.505,1.706
2.150136,0.437,1.605,-0.495,1.735
2.155193,0.645,1.549,-0.41,1.728
2.15744,0.683,1.516,-0.381,1.706
2.160012,0.713,1.478,-0.349,1.678
2.166282,0.735,1.44,-0.317,1.647
2.169812,0.748,1.334,-0.222,1.546
2.172344,0.734,1.296,-0.196,1.502
2.175341,0.711,1.254,-0.174,1.452
2.182053,0.685,1.214,-0.155,1.403
2.185027,0.566,1.093,-0.113,1.236
2.187484,0.522,1.058,-0.103,1.185
2.190214,0.476,1.032,-0.094,1.14
2.193055,0.429,1.002,-0.085,1.093
2.199129,0.377,0.975,-0.08,1.049
2.199393,0.324,0.953,-0.078,1.01
2.200265,0.274,0.932,-0.075,0.974
2.202771,0.22,0.915,-0.074,0.944
2.205238,0.168,0.896,-0.074,0.915
2.207759,0.116,0.879,-0.072,0.89
2.210397,0.063,0.867,-0.064,0.871
2.215947,0.008,0.857,-0.055,0.859
2.216221,-0.044,0.847,-0.046,0.85
2.217825,-0.099,0.839,-0.032,0.845
2.220285,-0.151,0.834,-0.012,0.847
2.222858,-0.202,0.828,0.01,0.853
2.225792,-0.253,0.826,0.04,0.865
2.232112,-0.308,0.814,0.073,0.874
2.23548,-0.457,0.793,0.196,0.936
2.237945,-0.498,0.787,0.241,0.962
2.240544,-0.536,0.785,0.293,0.994
2.243213,-0.573,0.778,0.347,1.027
2.248874,-0.607,0.772,0.399,1.06
2.249145,-0.633,0.766,0.458,1.094
2.250633,-0.653,0.762,0.515,1.128
2.253277,-0.669,0.755,0.572,1.159
2.25567,-0.68,0.748,0.633,1.193
2.258289,-0.684,0.737,0.689,1.218
2.265719,-0.687,0.724,0.741,1.243
2.26817,-0.669,0.682,0.894,1.309
