# Target Sample Rate: 400 Hz,,,,
# Max Device Sample Rate: 400 Hz,,,,
# Recording started at: 2026-02-07 14:07:28.678,,,,
time,Ï‰â‚“ (rad/s),Ï‰áµ§ (rad/s),Ï‰á¶» (rad/s),Ï‰_total (rad/s)
0.435494,1.385,-4.035,2.19,4.795
0.437946,1.321,-3.894,2.241,4.683
0.446552,1.262,-3.759,2.285,4.576
0.450537,1.093,-3.224,2.389,4.159
0.452969,1.067,-3.118,2.404,4.079
0.455937,1.047,-3.027,2.415,4.011
0.463018,1.032,-2.956,2.422,3.958
0.465668,1.035,-2.836,2.44,3.882
0.468056,1.047,-2.822,2.442,3.875
0.470735,1.064,-2.819,2.444,3.88
0.480023,1.085,-2.828,2.444,3.892
0.483606,1.18,-2.899,2.45,3.975
0.486115,1.207,-2.909,2.454,3.993
0.488481,1.23,-2.921,2.463,4.014
0.496527,1.254,-2.926,2.468,4.028
0.501177,1.346,-2.93,2.493,4.076
0.503617,1.366,-2.921,2.501,4.081
0.506313,1.386,-2.906,2.512,4.084
0.513378,1.401,-2.885,2.529,4.085
0.516438,1.441,-2.807,2.589,4.081
0.51878,1.454,-2.774,2.615,4.08
0.521456,1.467,-2.739,2.643,4.08
0.529896,1.478,-2.707,2.672,4.08
0.533967,1.538,-2.594,2.79,4.108
0.536662,1.557,-2.57,2.808,4.113
0.538983,1.581,-2.551,2.824,4.121
0.546689,1.61,-2.531,2.832,4.125
0.549676,1.672,-2.507,2.832,4.135
0.55395,1.78,-2.477,2.791,4.135
0.557076,1.821,-2.473,2.773,4.138
0.563748,1.857,-2.473,2.754,4.141
0.566878,1.949,-2.485,2.687,4.146
0.56934,1.976,-2.488,2.663,4.146
0.571739,1.997,-2.494,2.641,4.145
0.580375,2.015,-2.499,2.62,4.143
0.584413,2.048,-2.504,2.546,4.117
0.587344,2.049,-2.504,2.533,4.109
0.589824,2.044,-2.508,2.524,4.103
0.611953,2.036,-2.514,2.521,4.101
0.616624,1.992,-2.565,2.346,4.006
0.619111,2.006,-2.553,2.306,3.983
0.621922,2.025,-2.542,2.267,3.963
0.629263,2.046,-2.53,2.221,3.939
0.632557,2.068,-2.519,2.178,3.92
0.646345,2.139,-2.468,2.042,3.852
0.649643,2.28,-2.192,1.772,3.625
0.651967,2.302,-2.123,1.734,3.579
0.654528,2.316,-2.054,1.702,3.533
0.662844,2.326,-1.985,1.671,3.485
0.666959,2.309,-1.72,1.584,3.286
0.669517,2.29,-1.654,1.571,3.232
0.671956,2.267,-1.585,1.556,3.174
0.679448,2.245,-1.516,1.548,3.12
0.682225,2.154,-1.315,1.533,2.953
0.684724,2.116,-1.257,1.532,2.899
0.687357,2.077,-1.2,1.535,2.848
0.689996,2.034,-1.148,1.541,2.798
0.696195,1.99,-1.1,1.545,2.749
0.696283,1.945,-1.05,1.548,2.698
0.697522,1.898,-1.002,1.546,2.645
0.699893,1.841,-0.945,1.539,2.579
0.702318,1.778,-0.879,1.53,2.505
0.704909,1.708,-0.811,1.516,2.424
0.7139,1.638,-0.748,1.502,2.345
0.717827,1.382,-0.566,1.448,2.08
0.720193,1.327,-0.534,1.436,2.027
0.72272,1.275,-0.509,1.426,1.98
0.730805,1.23,-0.485,1.415,1.936
0.735417,1.082,-0.427,1.397,1.817
0.737953,1.055,-0.42,1.396,1.799
0.749668,1.034,-0.42,1.391,1.784
0.7627,1,-0.448,1.391,1.771
0.765463,1.075,-0.512,1.358,1.807
0.767852,1.093,-0.518,1.343,1.808
0.770324,1.113,-0.52,1.323,1.805
0.772845,1.122,-0.523,1.298,1.794
0.77926,1.129,-0.528,1.261,1.773
0.779383,1.136,-0.519,1.228,1.751
0.780512,1.143,-0.501,1.197,1.729
0.783124,1.154,-0.478,1.164,1.707
0.785655,1.166,-0.451,1.127,1.683
0.788052,1.169,-0.422,1.086,1.651
0.796194,1.167,-0.394,1.045,1.615
0.800656,1.064,-0.248,0.854,1.387
0.803218,1.008,-0.197,0.809,1.308
0.805661,0.927,-0.123,0.766,1.209
0.813339,0.801,-0.008,0.736,1.088
0.818341,-0.118,0.598,0.731,0.952
0.820763,-0.382,0.713,0.758,1.109
0.8235,-0.633,0.797,0.786,1.286
0.831103,-0.853,0.863,0.812,1.46
0.835923,-1.368,0.994,0.788,1.865
0.838527,-1.411,1.008,0.752,1.89
0.849637,-1.427,1.015,0.705,1.888
0.853655,-1.165,0.932,0.411,1.547
0.856188,-1.053,0.899,0.344,1.427
0.866754,-0.924,0.863,0.281,1.295
0.871148,-0.296,0.792,-0.002,0.846
0.884061,-0.213,0.762,-0.049,0.793
0.888783,-0.111,0.454,-0.24,0.526
0.900844,-0.126,0.413,-0.26,0.504
0.9038,-0.154,0.174,-0.357,0.426
0.906353,-0.14,0.116,-0.371,0.413
0.917261,-0.122,0.058,-0.384,0.407
0.92166,-0.008,-0.3,-0.462,0.551
0.934275,0.015,-0.387,-0.488,0.623
0.936871,0.132,-0.88,-0.704,1.135
0.939328,0.162,-0.984,-0.76,1.253
0.951036,0.194,-1.082,-0.811,1.366
0.954442,0.278,-1.448,-0.889,1.722
0.96809,0.273,-1.502,-0.864,1.755
0.971984,0.205,-1.682,-0.546,1.781
0.984467,0.205,-1.7,-0.469,1.775
0.987365,0.288,-1.728,-0.11,1.756
0.989688,0.318,-1.744,-0.054,1.774
1.001407,0.35,-1.762,-0.003,1.797
1.004707,0.58,-1.876,0.12,1.968
1.01805,0.635,-1.894,0.117,2.001
1.022568,0.883,-1.949,-0.038,2.14
1.034584,0.906,-1.94,-0.084,2.143
1.037585,0.898,-1.839,-0.267,2.064
1.040288,0.873,-1.829,-0.29,2.048
1.051236,0.848,-1.827,-0.303,2.037
1.055215,0.626,-1.79,-0.278,1.917
1.067923,0.59,-1.769,-0.302,1.889
1.071393,0.422,-1.56,-0.424,1.671
1.084583,0.36,-1.454,-0.447,1.564
1.087841,0.111,-1.119,-0.39,1.19
1.101425,0.057,-1.051,-0.376,1.118
1.105908,-0.111,-0.618,-0.328,0.709
1.118236,-0.104,-0.544,-0.319,0.639
1.123134,-0.101,-0.089,-0.278,0.309
1.135341,-0.112,-0.016,-0.281,0.302
1.138361,-0.194,0.314,-0.341,0.502
1.152352,-0.215,0.379,-0.361,0.566
1.156245,-0.465,0.728,-0.482,0.99
1.169112,-0.512,0.77,-0.498,1.05
1.173793,-0.802,1.126,-0.681,1.541
1.185981,-0.848,1.173,-0.712,1.613
1.188601,-1.014,1.318,-0.801,1.846
1.20269,-1.03,1.322,-0.817,1.864
1.206202,-1.011,1.139,-0.93,1.785
1.219538,-0.999,1.101,-0.95,1.764
1.236377,-0.973,0.835,-1.085,1.68
1.239071,-0.794,0.331,-0.98,1.305
1.253302,-0.782,0.258,-0.987,1.285
1.25689,-0.842,0.042,-1.005,1.312
1.271495,-0.869,0.021,-1.008,1.331
1.286577,-1.012,-0.072,-1.028,1.444
1.289253,-1.136,-0.081,-1.084,1.572
1.304051,-1.166,-0.051,-1.104,1.607
1.327389,-1.355,0.053,-1.317,1.89
1.331884,-1.239,-0.146,-1.458,1.918
1.334556,-1.234,-0.141,-1.481,1.933
1.336963,-1.222,-0.146,-1.511,1.948
1.33996,-1.206,-0.153,-1.533,1.957
1.34589,-1.181,-0.163,-1.562,1.965
1.349561,-1.087,-0.2,-1.576,1.925
1.352081,-1.055,-0.226,-1.55,1.889
1.3547,-1.018,-0.264,-1.516,1.845
1.363478,-0.976,-0.307,-1.479,1.798
1.367459,-0.794,-0.549,-1.345,1.656
1.36984,-0.758,-0.629,-1.305,1.635
1.372569,-0.722,-0.713,-1.268,1.624
1.380754,-0.689,-0.807,-1.228,1.623
1.385085,-0.525,-1.217,-1.07,1.703
1.387475,-0.476,-1.317,-1.036,1.742
1.398398,-0.429,-1.419,-1.007,1.792
1.403037,-0.181,-1.881,-0.952,2.115
1.405342,-0.136,-1.954,-0.95,2.177
1.41523,-0.091,-2.021,-0.954,2.237
1.418001,0.071,-2.246,-0.996,2.458
1.420241,0.106,-2.283,-1.008,2.498
1.422841,0.139,-2.314,-1.024,2.534
1.432078,0.161,-2.335,-1.041,2.562
1.435497,0.23,-2.335,-1.049,2.57
1.43797,0.252,-2.311,-1.038,2.546
1.448827,0.273,-2.278,-1.021,2.511
1.453038,0.343,-2.07,-0.924,2.293
1.455657,0.347,-2.025,-0.902,2.244
1.465833,0.348,-1.982,-0.887,2.199
1.468459,0.355,-1.793,-0.759,1.979
1.470833,0.363,-1.739,-0.713,1.914
1.482951,0.382,-1.64,-0.618,1.794
1.485823,0.43,-1.465,-0.435,1.588
1.488236,0.445,-1.418,-0.404,1.54
1.499854,0.459,-1.368,-0.361,1.488
1.5034,0.544,-1.061,-0.133,1.2
1.505964,0.56,-1.008,-0.092,1.157
1.516782,0.581,-0.958,-0.058,1.122
1.521109,0.685,-0.827,-0.02,1.074
1.523587,0.704,-0.817,-0.018,1.079
1.533758,0.725,-0.812,-0.026,1.089
1.536291,0.785,-0.845,-0.014,1.154
1.538739,0.79,-0.852,-0.003,1.161
1.551175,0.79,-0.855,0.01,1.164
1.553905,0.718,-0.691,0.123,1.004
1.556389,0.697,-0.662,0.171,0.976
1.5681,0.671,-0.636,0.208,0.948
1.571388,0.502,-0.388,0.161,0.655
1.585218,0.466,-0.292,0.144,0.569
1.589054,0.197,0.102,-0.144,0.265
1.602119,0.163,0.138,-0.192,0.287
1.606845,-0.01,0.462,-0.38,0.598
1.619051,-0.035,0.514,-0.412,0.66
1.621733,-0.167,0.752,-0.576,0.961
1.636027,-0.195,0.804,-0.607,1.026
1.639457,-0.388,1.035,-0.797,1.363
1.653297,-0.416,1.056,-0.819,1.4
1.657131,-0.447,0.98,-0.829,1.359
1.670047,-0.408,0.943,-0.814,1.311
1.688201,-0.062,0.523,-0.588,0.789
1.705282,0.252,-0.115,-0.328,0.43
1.722343,0.407,-0.345,-0.182,0.564
1.739052,0.415,-0.245,-0.372,0.609
1.756194,0.392,0.084,-0.512,0.65
1.762107,0.431,0.216,-0.678,0.832
1.762285,0.44,0.234,-0.715,0.872
1.773783,0.448,0.257,-0.748,0.909
1.777612,0.499,0.444,-0.924,1.14
1.780944,0.514,0.468,-0.925,1.157
1.782647,0.54,0.486,-0.906,1.162
1.785283,0.571,0.502,-0.873,1.158
1.787745,0.605,0.514,-0.831,1.15
1.790551,0.638,0.53,-0.776,1.136
1.801066,0.667,0.546,-0.716,1.121
1.80553,0.753,0.62,-0.38,1.047
1.819023,0.751,0.64,-0.299,1.031
1.823265,0.554,0.813,0.154,0.996
1.836742,0.49,0.841,0.217,0.997
1.854202,0.013,0.987,0.514,1.113
1.871963,-0.032,1.007,0.458,1.107
1.889339,0.349,0.885,0.426,1.042
1.906883,0.587,0.946,0.438,1.196
1.911199,0.629,0.958,0.257,1.175
1.915095,0.61,0.966,0.231,1.165
1.916555,0.587,0.98,0.207,1.161
1.918775,0.563,0.997,0.186,1.16
1.921407,0.548,1.017,0.171,1.168
1.928859,0.529,1.03,0.162,1.169
1.933824,0.42,1.111,0.105,1.192
1.936443,0.385,1.133,0.086,1.2
1.938997,0.349,1.154,0.066,1.208
1.947404,0.309,1.182,0.049,1.223
1.951336,0.165,1.33,-0.005,1.34
1.953876,0.125,1.356,-0.026,1.362
1.956458,0.081,1.368,-0.055,1.372
1.965807,0.04,1.378,-0.086,1.381
1.968939,-0.066,1.387,-0.156,1.397
1.971603,-0.08,1.382,-0.16,1.394
1.983597,-0.088,1.371,-0.156,1.382
1.986775,-0.112,1.234,-0.119,1.245
1.989261,-0.111,1.202,-0.11,1.212
2.001436,-0.104,1.175,-0.098,1.183
2.004679,-0.035,1.078,-0.014,1.078
2.007107,-0.011,1.061,0.007,1.061
2.018807,0.014,1.041,0.025,1.042
2.022244,0.194,0.876,0.098,0.903
2.03626,0.245,0.818,0.094,0.859
2.03977,0.572,0.327,0.071,0.663
2.053542,0.625,0.235,0.069,0.671
2.070952,0.877,-0.222,0.035,0.905
2.088452,0.952,-0.445,0.059,1.052
2.105473,0.762,-0.336,0.185,0.853
2.110174,0.478,-0.072,0.316,0.577
2.112587,0.441,-0.04,0.339,0.558
2.115665,0.406,-0.006,0.368,0.548
2.117733,0.374,0.026,0.393,0.543
2.120241,0.344,0.055,0.41,0.538
2.122795,0.32,0.079,0.424,0.537
2.1287,0.302,0.102,0.428,0.533
2.13267,0.289,0.135,0.433,0.538
2.135371,0.299,0.137,0.429,0.54
2.137798,0.318,0.138,0.424,0.547
2.146832,0.34,0.136,0.414,0.553
2.150565,0.467,0.14,0.368,0.611
2.153021,0.496,0.137,0.354,0.624
2.155747,0.523,0.134,0.341,0.639
2.165655,0.546,0.134,0.326,0.649
2.168255,0.564,0.119,0.27,0.636
2.170773,0.553,0.116,0.255,0.62
2.173339,0.538,0.109,0.248,0.603
2.183338,0.518,0.107,0.237,0.58
2.186203,0.44,0.1,0.213,0.499
2.188552,0.422,0.102,0.213,0.484
2.206065,0.408,0.103,0.21,0.47
2.208953,0.316,0.099,0.228,0.401
2.213483,0.311,0.094,0.228,0.397
2.216238,0.315,0.091,0.224,0.397
2.218568,0.319,0.087,0.22,0.397
2.220709,0.328,0.083,0.214,0.4
2.223369,0.339,0.084,0.206,0.406
2.228786,0.349,0.09,0.201,0.412
2.233673,0.371,0.117,0.199,0.437
2.23623,0.37,0.129,0.203,0.441
2.238639,0.365,0.142,0.208,0.443
2.246502,0.357,0.161,0.216,0.447
2.249145,0.293,0.233,0.229,0.439
2.253864,0.232,0.287,0.235,0.437
2.256859,0.202,0.313,0.246,0.446
2.266266,0.175,0.343,0.254,0.461
2.26926,0.083,0.49,0.305,0.583
2.271444,0.062,0.52,0.321,0.615
2.284527,0.05,0.542,0.338,0.641
2.289109,-0.004,0.595,0.433,0.736
2.301985,-0.005,0.58,0.443,0.73
2.306482,-0.005,0.357,0.437,0.565
2.330382,0.001,0.315,0.432,0.535
2.352641,0.108,0.01,0.432,0.445
2.370339,0.423,-0.105,0.493,0.658
2.387941,0.67,-0.285,0.377,0.82
2.392728,0.687,-0.319,0.326,0.825
2.394861,0.678,-0.307,0.325,0.812
2.397651,0.663,-0.298,0.319,0.794
2.400184,0.648,-0.291,0.306,0.774
2.40226,0.632,-0.285,0.288,0.751
2.404915,0.619,-0.264,0.294,0.734
2.412225,0.613,-0.238,0.316,0.729
2.414943,0.591,-0.153,0.359,0.708
2.417428,0.585,-0.129,0.362,0.7
2.419817,0.581,-0.102,0.369,0.696
2.422302,0.572,-0.072,0.384,0.693
2.431323,0.562,-0.038,0.395,0.688
2.43532,0.485,0.106,0.409,0.643
2.437888,0.463,0.14,0.412,0.635
2.450721,0.44,0.166,0.402,0.619
2.455358,0.327,0.29,0.428,0.612
2.468583,0.312,0.301,0.424,0.606
2.472784,0.212,0.344,0.253,0.477
2.486279,0.189,0.348,0.211,0.448
2.489206,0.049,0.374,0.015,0.377
2.505423,0.007,0.387,-0.011,0.387
2.523554,-0.387,0.487,-0.181,0.648
2.526118,-0.765,0.615,-0.347,1.041
2.529963,-0.809,0.632,-0.37,1.092
2.534306,-0.899,0.662,-0.413,1.19
2.536336,-0.941,0.675,-0.433,1.237
2.538986,-0.981,0.69,-0.455,1.283
2.549144,-1.017,0.698,-0.478,1.323
2.55387,-1.19,0.706,-0.577,1.499
2.555908,-1.22,0.697,-0.598,1.528
2.567221,-1.253,0.688,-0.625,1.56
2.570596,-1.34,0.578,-0.68,1.61
2.573116,-1.339,0.538,-0.681,1.595
2.585131,-1.343,0.495,-0.685,1.587
2.588447,-1.305,0.188,-0.681,1.484
2.603021,-1.297,0.117,-0.676,1.467
2.606072,-1.249,-0.321,-0.633,1.437
2.620801,-1.241,-0.396,-0.627,1.445
2.623807,-1.159,-0.879,-0.616,1.58
2.63876,-1.14,-0.973,-0.624,1.623
2.656433,-0.924,-1.56,-0.671,1.934
2.674575,-0.393,-2.192,-0.647,2.319
2.679206,0.37,-2.885,-0.577,2.965
2.681647,0.461,-2.948,-0.574,3.038
2.684177,0.544,-3.001,-0.574,3.104
2.686737,0.628,-3.037,-0.579,3.155
2.68959,0.704,-3.065,-0.585,3.199
2.696615,0.776,-3.083,-0.583,3.232
2.699658,0.912,-3.088,-0.6,3.275
2.702256,0.929,-3.067,-0.611,3.263
2.704608,0.932,-3.035,-0.622,3.236
2.707281,0.923,-2.992,-0.637,3.195
2.715955,0.896,-2.938,-0.656,3.141
2.719796,0.697,-2.834,-0.589,2.977
2.722275,0.628,-2.761,-0.587,2.891
2.734527,0.544,-2.67,-0.612,2.793
2.737511,0.1,-2.256,-0.711,2.367
2.740003,0.023,-2.16,-0.709,2.273
2.752305,-0.052,-2.053,-0.699,2.17
2.755112,-0.33,-1.705,-0.563,1.825
2.770275,-0.369,-1.682,-0.536,1.804
2.778088,-0.45,-1.517,-0.525,1.667
2.778304,-0.447,-1.498,-0.517,1.647
2.778439,-0.434,-1.481,-0.491,1.62
2.791974,-0.415,-1.464,-0.451,1.587
2.795426,-0.183,-1.376,-0.043,1.388
2.797602,-0.125,-1.349,0.075,1.357
2.799992,-0.065,-1.316,0.167,1.328
2.803003,0.006,-1.281,0.258,1.307
2.805148,0.08,-1.237,0.362,1.291
2.813731,0.159,-1.185,0.458,1.28
2.817944,0.456,-0.963,0.791,1.327
2.820688,0.518,-0.917,0.845,1.35
2.822972,0.567,-0.877,0.876,1.363
2.834384,0.607,-0.847,0.881,1.365
2.838224,0.731,-0.779,0.889,1.39
2.85329,0.741,-0.789,0.878,1.394
2.856259,0.859,-0.788,0.878,1.459
2.8721,0.88,-0.768,0.908,1.48
2.890913,0.903,-0.461,1.002,1.425
2.893784,0.858,-0.154,1.065,1.376
2.898237,0.842,-0.102,1.097,1.386
2.900749,0.842,-0.071,1.104,1.39
2.903458,0.843,-0.04,1.11,1.394
2.905944,0.847,-0.014,1.109,1.395
2.91194,0.858,0.017,1.113,1.405
2.915928,0.903,0.062,1.181,1.488
2.918437,0.921,0.069,1.226,1.534
2.920849,0.944,0.075,1.277,1.59
2.923484,0.97,0.083,1.328,1.646
2.930762,1.001,0.085,1.377,1.704
2.933437,1.086,0.107,1.553,1.898
2.936017,1.113,0.116,1.609,1.96
2.938592,1.139,0.122,1.657,2.015
2.948921,1.165,0.132,1.694,2.06
2.95373,1.259,0.091,1.797,2.196
2.956205,1.258,0.073,1.782,2.183
2.967543,1.264,0.066,1.762,2.169
2.971139,1.366,0.089,1.628,2.127
2.973791,1.342,0.106,1.589,2.083
2.985942,1.302,0.129,1.551,2.029
2.988894,1.127,0.372,1.43,1.859
3.004552,1.094,0.433,1.421,1.845
3.022746,0.807,0.823,1.173,1.644
3.041131,0.512,1.145,0.739,1.455
3.059494,0.142,1.64,0.212,1.66
3.07744,-0.318,2.054,-0.06,2.08
3.082089,-0.403,1.622,-0.117,1.675
3.084602,-0.383,1.507,-0.13,1.56
3.087018,-0.357,1.38,-0.151,1.433
3.089801,-0.324,1.244,-0.17,1.296
3.096832,-0.284,1.105,-0.193,1.158
3.099774,-0.139,0.7,-0.272,0.764
3.102186,-0.084,0.574,-0.3,0.653
3.104852,-0.026,0.451,-0.325,0.557
3.115971,0.033,0.329,-0.352,0.483
3.120112,0.315,-0.119,-0.488,0.593
3.122689,0.363,-0.173,-0.514,0.652
3.134802,0.403,-0.216,-0.538,0.706
3.137839,0.519,-0.252,-0.635,0.858
3.140278,0.521,-0.227,-0.65,0.864
3.153126,0.517,-0.195,-0.661,0.862
3.155879,0.367,0.051,-0.661,0.758
3.17331,0.312,0.114,-0.652,0.732
3.178152,-0.232,0.655,-0.641,0.945
3.180681,-0.252,0.704,-0.667,1.002
3.183083,-0.253,0.742,-0.701,1.052
3.185886,-0.244,0.761,-0.741,1.09
3.188084,-0.23,0.769,-0.786,1.123
3.190501,-0.214,0.763,-0.834,1.15
3.195838,-0.198,0.751,-0.88,1.174
3.196193,-0.184,0.728,-0.926,1.192
3.198261,-0.166,0.704,-0.968,1.208
3.200763,-0.145,0.674,-1.003,1.217
3.203266,-0.118,0.644,-1.03,1.221
3.205636,-0.087,0.607,-1.051,1.217
3.214836,-0.047,0.562,-1.066,1.206
3.218423,0.158,0.31,-1.066,1.121
3.220767,0.213,0.234,-1.059,1.106
3.223355,0.267,0.153,-1.052,1.096
3.233347,0.322,0.076,-1.038,1.089
3.236059,0.545,-0.199,-0.979,1.138
3.238514,0.599,-0.253,-0.95,1.151
3.25234,0.653,-0.305,-0.919,1.168
3.256334,0.865,-0.467,-0.733,1.227
3.270527,0.873,-0.479,-0.702,1.218
3.273818,0.76,-0.476,-0.406,0.984
3.289459,0.804,-0.515,-0.286,0.997
3.307999,0.895,-0.26,0.828,1.247
3.326124,0.893,-0.106,0.531,1.044
3.328914,0.009,0.453,0.004,0.454
3.331401,-0.096,0.461,-0.015,0.471
3.333851,0.044,0.001,-0.033,0.055
3.336464,0.192,-0.208,0.018,0.284
3.339181,0.237,-0.118,0.032,0.266
3.346062,0.203,-0.058,-0.041,0.215
3.34681,0.142,-0.033,-0.151,0.21
3.346864,0.099,-0.043,-0.273,0.294
3.349047,0.08,-0.079,-0.399,0.415
3.351509,0.079,-0.117,-0.521,0.54
3.354125,0.087,-0.152,-0.617,0.641
3.356718,0.099,-0.193,-0.695,0.728
3.365131,0.116,-0.232,-0.75,0.794
3.36951,0.188,-0.252,-0.746,0.81
3.371915,0.153,-0.208,-0.728,0.772
3.383732,0.11,-0.157,-0.694,0.72
3.38707,-0.06,0.199,-0.48,0.523
3.389727,-0.072,0.24,-0.468,0.531
3.402705,-0.076,0.294,-0.463,0.553
3.407405,-0.117,0.576,-0.491,0.766
3.421242,-0.149,0.651,-0.494,0.831
3.439792,-0.216,0.827,-0.503,0.992
3.458535,0,0.722,-0.565,0.917
3.476802,0.295,0.535,-0.568,0.835
3.480344,0.374,0.53,-0.121,0.66
3.482838,0.355,0.541,-0.054,0.649
3.485348,0.336,0.555,0.003,0.648
3.487789,0.315,0.565,0.054,0.649
3.490431,0.295,0.569,0.088,0.647
3.497749,0.281,0.568,0.12,0.646
3.500423,0.321,0.449,0.149,0.572
3.502862,0.376,0.351,0.094,0.523
3.50548,0.438,0.257,-0.012,0.508
3.516521,0.491,0.186,-0.174,0.554
3.520538,0.426,0.11,-1.022,1.113
3.522965,0.402,0.098,-1.082,1.158
3.535707,0.376,0.079,-1.116,1.18
3.538268,0.187,0.113,-1.263,1.281
3.540846,0.141,0.156,-1.262,1.279
3.554446,0.092,0.207,-1.247,1.267
3.573248,-0.269,0.536,-1.119,1.27
3.592058,-0.557,1.009,-1.211,1.672
3.610209,-0.798,1.439,-0.906,1.878
3.613816,-1.422,2.11,-0.286,2.56
3.616266,-1.426,2.138,-0.271,2.584
3.619077,-1.42,2.146,-0.261,2.586
3.621811,-1.408,2.139,-0.254,2.573
3.624235,-1.392,2.118,-0.257,2.548
3.63799,-1.381,2.107,-0.264,2.533
3.657022,-1.35,1.831,-0.305,2.295
3.67576,-0.765,0.623,-0.409,1.068
3.693847,-0.286,-0.192,-0.561,0.658
3.697172,0.048,-0.675,-0.707,0.978
3.699365,0.026,-0.702,-0.699,0.992
3.701853,0.009,-0.704,-0.689,0.984
3.70431,-0.007,-0.702,-0.665,0.967
3.707045,-0.024,-0.697,-0.633,0.942
3.713584,-0.052,-0.688,-0.594,0.91
3.713925,-0.099,-0.685,-0.548,0.883
3.7147,-0.156,-0.692,-0.488,0.861
3.71714,-0.218,-0.695,-0.421,0.841
