# Target Sample Rate: 100 Hz,,,,
# Max Device Sample Rate: 400 Hz,,,,
# Recording started at: 2026-02-07 14:10:19.081,,,,
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.583442,0.4948,-0.7104,-13.9785,14.01
5.587099,-0.0543,-0.0943,-9.6749,9.68
5.599991,-0.5699,-0.3661,-5.0453,5.09
5.607325,-0.9129,-1.1494,-2.7911,3.15
5.617367,-1.0231,-1.9426,-1.6786,2.76
5.633612,-1.1137,-2.2996,-0.0175,2.56
5.637625,-1.5808,-2.6057,1.6143,3.45
5.650743,-1.9676,-3.0242,2.21,4.23
5.657772,-2.3053,-3.4574,2.9206,5.08
5.667691,-3.0208,-3.9119,4.0265,6.38
5.683079,-3.7803,-4.1773,5.0488,7.57
5.688652,-4.106,-4.2991,4.9817,7.76
5.699918,-4.2821,-4.0566,4.4538,7.39
5.708597,-4.6031,-3.5208,4.0934,7.1
5.718104,-4.6859,-2.9806,3.7927,6.73
5.733251,-4.3481,-2.2259,3.6364,6.09
5.73819,-4.3627,-1.3121,3.8856,5.99
5.749404,-4.4556,-0.574,4.1949,6.15
5.765572,-4.1359,-0.0457,4.3035,5.97
5.781945,-3.4127,0.6628,4.5138,5.7
5.789004,-3.1114,0.8514,4.2861,5.36
5.799049,-2.9713,1.0724,3.6916,4.86
5.814529,-2.7014,1.2455,3.2298,4.39
5.81895,-2.3658,1.2724,2.5505,3.7
5.830952,-1.8558,1.0865,1.5582,2.66
5.839489,-1.2819,0.7525,0.2839,1.51
5.849248,-0.6147,0.5423,-0.9066,1.22
5.865247,-0.0941,0.3664,-1.6961,1.74
5.869794,0.0722,0.3257,-1.3902,1.43
5.882063,-0.017,0.3388,-0.4428,0.56
5.889816,-0.8723,0.5548,0.2832,1.07
5.89943,-2.3634,1.0304,0.6418,2.66
5.915195,-3.2444,1.3209,0.9,3.62
5.919924,-3.6411,1.6285,1.2248,4.17
5.931591,-3.7869,1.8476,1.5612,4.49
5.940438,-3.783,1.9819,1.8581,4.66
5.950026,-3.6387,2.0745,1.8725,4.59
5.964181,-3.3103,2.0535,1.8241,4.3
5.970287,-2.992,2.0844,1.7754,4.06
5.981141,-2.6133,2.1287,1.7535,3.8
5.991032,-2.1015,1.9275,1.8817,3.42
6.000409,-1.5388,1.6777,1.8896,2.96
6.015082,-0.9186,1.3183,1.7024,2.34
6.021128,-0.2362,0.9586,1.1558,1.52
6.031608,0.3215,0.5387,0.1297,0.64
6.041212,1.1244,0.1782,-1.183,1.64
6.0512,2.1924,-0.2905,-2.45,3.3
6.06558,3.5045,-0.957,-3.4793,5.03
6.071165,4.6852,-1.7726,-3.6235,6.18
6.082203,5.6345,-2.6143,-2.7838,6.81
6.091552,6.2142,-3.1176,-1.4438,7.1
6.101092,6.5283,-2.9582,-0.2294,7.17
6.116886,6.3516,-1.9566,0.0922,6.65
6.124154,5.9005,-0.7424,-0.5509,5.97
6.140867,5.1023,0.3885,-1.3176,5.28
6.141488,3.83,1.4228,-1.6629,4.41
6.157148,2.5758,1.3791,-1.2956,3.2
6.174111,1.8445,-0.9545,-0.9697,2.29
6.174415,1.608,-3.5412,-0.4548,3.92
6.189387,1.9802,-5.4901,0.1484,5.84
6.206239,2.5421,-6.7497,0.9055,7.27
6.223093,1.9661,-5.9689,0.841,6.34
6.240159,-1.7229,-1.7679,0.4743,2.51
6.242637,-3.3408,-0.1357,0.7132,3.42
6.252912,-4.4714,1.0068,0.872,4.67
6.263358,-5.3629,1.592,0.7573,5.65
6.272602,-5.8421,1.7756,0.5815,6.13
6.282682,-6.1297,1.1971,0.372,6.26
6.299906,-6.1629,0.336,0.499,6.19
6.302523,-6.1888,-0.4224,0.8219,6.26
6.316294,-6.156,-1.1332,1.067,6.35
6.322845,-6.1042,-1.6729,1.3262,6.47
6.333441,-6.0531,-2.0655,1.7271,6.62
6.349996,-6.02,-2.2073,2.0759,6.74
6.353124,-5.9206,-1.8547,2.1234,6.56
6.366727,-5.6119,-0.8786,1.9975,6.02
6.373165,-5.3869,0.0405,1.8064,5.68
6.383429,-5.2065,0.6327,1.6875,5.51
6.4013,-4.9399,0.9539,1.5959,5.28
6.405886,-4.7294,1.0049,1.4912,5.06
6.418483,-4.4895,0.7713,1.3868,4.76
6.423746,-4.133,0.4034,1.3603,4.37
6.438094,-3.784,-0.006,1.411,4.04
6.455394,-3.3646,-0.2628,1.408,3.66
6.455996,-2.7992,-0.4465,1.3814,3.15
6.472269,-2.4305,-0.6188,1.3761,2.86
6.474012,-2.1012,-0.6905,1.3114,2.57
6.488503,-1.8226,-0.6473,1.2467,2.3
6.504863,-1.5395,-0.5833,1.2604,2.07
6.505159,-1.2608,-0.5348,1.284,1.88
6.521259,-0.8499,-0.4818,1.272,1.6
6.524301,-0.2971,-0.4506,1.152,1.27
6.537195,0.0955,-0.5129,1.0143,1.14
6.553537,0.5892,-0.4941,0.891,1.18
6.554732,0.8615,-0.5018,0.8239,1.29
6.570009,1.215,-0.5068,0.7482,1.51
6.574684,1.6107,-0.4326,0.6777,1.8
6.586476,1.7967,-0.4082,0.6335,1.95
6.60349,2.2252,-0.4241,0.4944,2.32
6.604972,2.569,-0.5372,0.3346,2.65
6.620236,2.8494,-0.6962,0.27,2.95
6.636448,3.4447,-0.8368,0.1234,3.55
6.652715,4.2814,-1.0558,-0.3405,4.42
6.669052,4.5712,-0.5633,-0.7442,4.67
6.68549,4.8171,-0.1624,-0.9459,4.91
6.685596,4.7623,0.0868,-1.0493,4.88
6.701982,4.7237,0.4766,-1.2312,4.9
6.705353,4.5494,0.7835,-1.3696,4.82
6.718064,4.1849,0.8376,-1.6147,4.56
6.734518,3.6735,0.9417,-1.7601,4.18
6.735567,3.2067,0.9185,-1.7453,3.76
6.751293,2.8526,0.7953,-1.719,3.42
6.756069,2.5875,0.6244,-1.6606,3.14
6.767444,2.3485,0.4414,-1.5186,2.83
6.784096,2.1407,0.2493,-1.3785,2.56
6.78604,2.029,0.1164,-1.1747,2.35
6.800761,1.9016,-0.1727,-0.9677,2.14
6.806266,1.5702,-0.2322,-0.8138,1.78
6.817835,1.3275,-0.2361,-0.6333,1.49
6.834645,1.0777,-0.3179,-0.4616,1.21
6.836903,0.827,-0.3164,-0.2349,0.92
6.851735,0.4634,-0.2751,0.131,0.55
6.856537,0.2168,-0.2791,0.2656,0.44
6.869092,0.1626,-0.3658,0.2902,0.49
6.885537,0.2024,-0.4395,0.3016,0.57
6.886826,0.1647,-0.4389,0.333,0.58
6.902142,-0.029,-0.3928,0.398,0.56
6.907128,-0.2861,-0.3082,0.5519,0.69
6.918811,-0.5263,-0.2605,0.7519,0.95
6.934912,-0.6775,-0.48,0.9608,1.27
6.937366,-0.6806,-0.9529,1.1379,1.63
6.951989,-0.7159,-1.4864,1.3011,2.1
6.95808,-0.8172,-2.1009,1.5078,2.71
6.967815,-0.8627,-2.6529,1.8678,3.36
6.984401,-0.8484,-3.0801,2.1777,3.87
6.987427,-0.9344,-3.2909,2.1433,4.04
7.000958,-1.0047,-3.1364,1.8322,3.77
7.007511,-1.0882,-2.6559,1.5153,3.25
7.018134,-1.3488,-1.9516,1.1536,2.64
7.034832,-1.6981,-1.2678,0.7129,2.24
7.038277,-1.8986,-0.7382,0.4059,2.08
7.051776,-2.069,-0.5463,-0.1484,2.15
7.058372,-2.2036,-0.502,-0.8534,2.42
7.06883,-2.1622,-0.4556,-1.3456,2.59
7.086162,-2.1191,-0.3934,-2.0065,2.94
7.088469,-1.9033,-0.1443,-2.9138,3.48
7.103144,-1.4306,-0.1223,-4.6179,4.84
7.120046,-0.4476,-0.1673,-7.3495,7.37
7.138057,0.6165,-0.4448,-7.7564,7.79
7.158612,-0.1963,-0.9857,-5.0483,5.15
7.158886,-0.8664,-1.3941,-3.5193,3.88
7.168837,-1.3972,-1.8469,-2.3649,3.31
7.179961,-2.0949,-2.2792,-1.0878,3.28
7.188959,-2.8736,-2.4855,0.2777,3.81
7.199004,-3.7721,-2.5074,1.6904,4.83
7.21512,-3.9818,-3.0577,1.4743,5.23
7.219238,-4.1436,-3.1503,1.4467,5.4
7.23243,-4.933,-2.8468,1.9209,6.01
7.239194,-5.4857,-2.1974,2.6021,6.46
7.249665,-5.7305,-1.7599,2.6475,6.55
7.267685,-5.689,-1.3579,2.5437,6.38
7.269568,-5.4213,-1.008,2.363,6
7.285637,-5.254,-0.5421,2.4068,5.8
7.289483,-5.0301,-0.0651,2.6166,5.67
7.302919,-4.6371,0.3373,2.6739,5.36
7.31974,-4.4985,0.6635,2.6275,5.25
7.32005,-4.3841,0.8962,2.4952,5.12
7.336993,-4.1697,0.9841,2.4217,4.92
7.340082,-3.7978,0.7907,2.0456,4.39
7.353451,-3.2786,0.4514,1.7174,3.73
7.386215,-2.8858,0.082,1.3811,3.2
7.405594,-1.9723,-0.127,0.799,2.13
7.405877,-1.7092,-0.0941,0.8465,1.91
7.422382,-1.4907,0.0267,1.1256,1.87
7.439143,-1.2433,0.21,2.1565,2.5
7.44081,-1.108,0.3345,2.4826,2.74
7.45635,-0.9273,0.4797,2.7093,2.9
7.473202,-0.7199,0.6367,2.8568,3.01
7.473619,-0.5427,0.7257,2.8761,3.02
7.490272,-0.3219,0.8218,2.8327,2.97
7.491284,-0.1427,0.8206,2.7779,2.9
7.507393,0.0157,0.748,2.6159,2.72
7.524393,0.1468,0.6111,2.5005,2.58
7.524479,0.317,0.5265,2.3759,2.45
7.541301,0.4876,0.5329,2.2005,2.32
7.558387,0.6401,0.6041,2.0434,2.22
7.575479,0.8947,0.8004,1.7247,2.1
7.592807,1.4719,0.7021,1.347,2.12
7.593122,1.9421,0.4189,1.0871,2.26
7.609995,2.507,-0.0008,0.701,2.6
7.626863,3.1658,-0.4307,-0.1266,3.2
7.626963,3.583,-0.7613,0.0095,3.66
7.632646,3.6754,-1.1102,0.898,3.94
7.643354,3.7939,-1.4518,1.9703,4.51
7.652594,3.9935,-1.5703,2.7851,5.12
7.66726,4.1119,-1.2154,3.1191,5.3
7.67246,4.1982,-0.8717,2.5889,5.01
7.684219,4.5709,-1.1426,1.4129,4.92
7.69271,5.1933,-2.3727,-0.0568,5.71
7.703038,5.796,-3.9805,-4.3328,8.26
7.719149,4.8077,-4.6778,-11.8199,13.59
7.723327,2.4145,-2.55,-8.8455,9.52
7.736952,1.6867,-1.0407,-4.6704,5.07
7.754264,1.0081,-0.2583,-2.0274,2.28
7.754571,0.2421,0.3625,-0.8205,0.93
7.771574,-0.5126,1.0016,-0.314,1.17
7.773253,-0.9715,1.3262,0.0609,1.65
7.78864,-1.158,1.2686,0.4883,1.79
7.806121,-1.0926,0.9819,0.6174,1.59
7.8062,-0.844,0.6072,0.6501,1.23
7.82329,-0.6054,0.3156,0.6543,0.95
7.823583,-0.4307,0.1723,0.661,0.81
7.840884,-0.3035,0.2621,0.7808,0.88
7.858469,-0.2429,0.402,0.872,0.99
7.874652,-0.0387,0.3791,0.67,0.77
7.884012,-0.0745,0.1086,0.4106,0.43
7.89936,-0.313,-0.0917,0.2149,0.39
7.904096,-0.6684,-0.1824,0.0607,0.7
7.917123,-1.1309,-0.3163,-0.1397,1.18
7.92465,-1.4731,-0.4601,-0.275,1.57
7.93502,-1.7139,-0.5709,-0.4121,1.85
7.952699,-1.9071,-0.6604,-0.5869,2.1
7.954631,-1.9976,-0.5375,-0.6958,2.18
7.970622,-1.8997,-0.3072,-0.6681,2.04
7.974849,-1.6727,-0.1668,-0.5483,1.77
7.987599,-1.4231,-0.0998,-0.3777,1.48
8.004846,-1.2791,-0.0835,-0.2278,1.3
8.005021,-1.2531,-0.0595,-0.1103,1.26
8.022106,-1.1907,-0.0672,-0.0294,1.19
8.025155,-1.0727,-0.1417,0.0735,1.08
8.039491,-0.9326,-0.2159,0.2186,0.98
8.057175,-0.8093,-0.2322,0.3503,0.91
8.057478,-0.802,-0.1853,0.4258,0.93
8.074546,-0.9226,-0.0796,0.473,1.04
8.075447,-1.1965,0.0702,0.5171,1.31
8.085906,-1.3671,0.2054,0.5485,1.49
8.097162,-1.415,0.244,0.5877,1.55
8.105817,-1.456,0.1952,0.6268,1.6
8.116375,-1.4086,0.1655,0.7048,1.58
8.135424,-1.3308,0.1655,0.8243,1.57
8.140956,-1.2176,0.1258,1.0285,1.6
8.154096,-1.077,0.1392,1.2346,1.64
8.155842,-0.9077,0.1373,1.4187,1.69
8.17141,-0.6216,0.0805,1.6638,1.78
8.188731,-0.2389,-0.0433,1.9188,1.93
8.206739,0.5147,-0.4032,2.3962,2.48
8.225358,0.9224,-0.4369,2.4277,2.63
8.226853,1.1222,-0.4274,2.3689,2.66
8.237042,1.3982,-0.385,2.3127,2.73
8.247435,1.582,-0.398,2.1999,2.74
8.257252,1.8169,-0.4336,2.1775,2.87
8.26683,2.1222,-0.4439,2.1629,3.06
8.283576,2.254,-0.4001,2.0727,3.09
8.287025,2.555,-0.3706,1.986,3.26
8.301077,2.678,-0.2793,1.8406,3.26
8.307341,2.7156,-0.1033,1.6777,3.19
8.3194,2.8703,0.1234,1.4281,3.21
8.336935,2.8432,0.4065,1.1403,3.09
8.337443,2.9651,0.4669,0.883,3.13
8.354551,3.0116,0.516,0.7873,3.16
8.357849,3.0493,0.5792,0.6772,3.18
8.372156,3.0906,0.6833,0.5052,3.21
8.389311,2.9953,0.767,0.4277,3.12
8.411479,2.8779,0.7201,0.1612,2.97
8.411555,2.8376,0.4035,0.0235,2.87
8.430755,3.0454,-0.4399,-0.2455,3.09
8.438111,3.2179,-0.6288,-0.4803,3.31
8.449124,3.2427,-0.6187,-0.6663,3.37
8.458645,3.1588,-0.4417,-0.9955,3.34
8.468548,2.9115,-0.2324,-1.2183,3.16
8.485302,2.5664,-0.0893,-1.5097,2.98
8.488682,2.1886,0.0415,-1.8352,2.86
8.503243,1.8397,0.1407,-2.0353,2.75
8.508794,1.4953,0.1051,-2.2865,2.73
8.52082,1.1679,0.076,-2.5123,2.77
8.538527,0.8396,-0.038,-2.8637,2.98
8.539177,0.6052,-0.1479,-3.1324,3.19
8.556185,0.5162,-0.3075,-3.337,3.39
8.573468,0.5693,-0.5722,-3.2904,3.39
8.589692,1.6207,-2.2149,-1.9738,3.38
8.599334,1.954,-2.2878,-1.5913,3.4
8.615657,2.1891,-2.2502,-1.4341,3.45
8.619364,2.4215,-2.3246,-1.4301,3.65
8.635168,2.54,-2.3559,-1.5726,3.8
8.639896,2.5736,-2.3329,-1.9094,3.96
8.652695,2.3473,-2.2679,-2.2439,3.96
8.670964,1.8626,-2.0689,-2.546,3.77
8.671055,1.2658,-1.7335,-2.7325,3.47
8.704199,0.682,-1.372,-2.7765,3.17
8.725173,0.0996,-0.2385,-2.0179,2.03
8.725288,0.1196,-0.0658,-1.7444,1.75
8.740729,-0.072,-0.14,-0.8713,0.89
8.750492,-0.1786,-0.2288,-0.7767,0.83
8.767353,-0.5323,-0.3366,-0.8238,1.04
8.77064,-1.0611,-0.6421,-0.9536,1.56
8.785414,-1.483,-0.9633,-1.1802,2.13
8.79101,-2.202,-1.3468,-0.7933,2.7
8.803688,-2.6972,-1.8182,-0.2346,3.26
8.822366,-3.107,-2.4846,0.6273,4.03
8.822711,-3.6056,-3.2754,1.3047,5.04
8.839887,-3.766,-3.667,1.8965,5.59
8.841115,-4.0398,-4.0825,2.4811,6.26
8.858225,-4.117,-4.1115,3.1698,6.63
8.877133,-3.7494,-3.5743,3.6912,6.36
8.894638,-2.3553,-1.3485,4.4721,5.23
8.901994,-1.3143,-0.152,3.8117,4.03
8.915874,-1.0175,0.3128,3.0013,3.18
8.922169,-0.6678,0.7952,1.6759,1.97
8.93416,-0.4511,1.0986,0.7069,1.38
8.94246,-0.3232,1.3287,0.442,1.44
8.952279,-0.3073,1.5109,0.8186,1.75
8.970118,-0.7871,1.521,1.4243,2.23
8.97248,-1.578,1.4777,2.0517,2.98
8.988023,-2.4754,1.4188,2.4885,3.79
9.005689,-3.039,1.3839,2.6584,4.27
9.005793,-3.3715,1.4094,2.8162,4.61
9.023509,-3.6411,1.504,2.6253,4.73
9.023593,-3.7717,1.489,2.1718,4.6
9.032303,-3.7,1.6138,2.064,4.53
9.047378,-3.5996,1.7504,2.0886,4.51
9.052416,-3.5849,1.9066,2.1356,4.59
9.066736,-3.4637,2.0702,2.1837,4.59
9.072875,-3.3592,2.1306,2.1413,4.52
9.0849,-3.2586,2.1617,2.1067,4.44
9.103498,-3.0483,2.2096,2.059,4.29
9.103838,-2.6636,2.0668,2.0568,3.95
9.121252,-2.0399,1.7859,1.9806,3.36
9.12331,-1.4639,1.3904,1.8289,2.72
9.139202,-0.7963,1.0149,1.5035,1.98
9.146554,-0.0568,0.5548,0.9135,1.07
9.157903,0.7475,-0.0133,-0.0543,0.75
9.175342,1.6445,-0.6265,-1.3483,2.22
9.175547,2.7968,-1.4853,-3.1402,4.46
9.183142,4.1082,-2.5507,-4.9816,6.94
9.197906,5.3145,-3.4062,-5.4205,8.32
9.203526,6.1532,-3.974,-3.8671,8.28
9.218473,6.7319,-4.0348,-2.2396,8.16
9.225823,7.0728,-3.3651,-1.8324,8.04
9.235979,7.0518,-2.1651,-2.1967,7.7
9.258671,5.6618,-0.3861,-2.501,6.2
9.275375,2.4202,1.3083,-2.1809,3.51
9.283888,0.5137,1.6936,-0.622,1.88
9.297549,-0.1807,1.5958,0.3465,1.64
9.304241,-0.6661,0.7587,1.2444,1.6
9.316244,-0.972,-1.0007,2.0451,2.48
9.324764,-0.9231,-2.9715,2.439,3.95
9.334634,-0.708,-4.5386,2.4651,5.21
9.353491,-0.4682,-5.5565,2.4612,6.1
9.354764,-0.2228,-6.0198,2.5474,6.54
9.371494,-0.2026,-6.1285,2.1517,6.5
9.375479,-0.5539,-5.2987,0.9934,5.42
9.389591,-0.9133,-3.6127,-0.7129,3.79
9.407917,-1.7659,-1.5476,-1.315,2.69
9.40826,-2.7135,0.0746,-1.0419,2.91
9.425995,-3.5877,1.0378,-0.8986,3.84
9.427002,-4.4246,1.6035,-0.6451,4.75
9.447863,-4.9137,1.7774,-0.1663,5.23
9.448187,-5.1613,1.4759,0.2927,5.38
9.45589,-5.3397,0.9375,0.559,5.45
9.466509,-5.3127,0.2121,0.6444,5.36
9.476092,-5.1614,-0.4196,0.6988,5.23
9.486106,-5.0976,-0.8213,0.7828,5.22
9.503041,-5.16,-1.054,0.9729,5.36
9.506143,-5.1847,-1.0432,1.0093,5.38
9.520994,-5.1546,-0.5981,0.9865,5.28
9.538821,-4.9982,-0.0661,0.8884,5.08
9.53916,-4.6188,0.2571,0.879,4.71
9.556618,-4.0539,0.5662,0.9375,4.2
9.556945,-3.6106,0.7354,1.0684,3.84
9.574512,-3.147,0.9262,1.2725,3.52
9.592504,-2.7958,1.0334,1.6254,3.4
9.607232,-1.3153,0.2335,2.447,2.79
9.6167,-0.876,-0.1485,2.3866,2.55
9.633283,-0.4855,-0.5258,2.2261,2.34
9.636769,-0.1492,-0.7863,2.073,2.22
9.663952,0.4351,-0.8711,1.9296,2.16
9.683247,1.06,-0.8101,1.2548,1.83
9.687238,1.2331,-0.6288,0.9956,1.71
9.700935,1.363,-0.3459,0.8381,1.64
9.707115,1.5328,-0.1177,0.68,1.68
9.719973,1.6313,0.0595,0.4771,1.7
9.737841,1.8105,0.2212,0.2304,1.84
9.737947,1.8831,0.3528,0.1122,1.92
9.767129,2.0631,0.4321,-0.0416,2.11
9.785139,2.8242,-0.0314,-0.5552,2.88
9.787813,2.994,-0.085,-0.5688,3.05
9.803014,3.1847,0.0778,-0.5474,3.23
9.807956,3.2475,0.2793,-0.556,3.31
9.820768,3.0518,0.4873,-0.5169,3.13
9.847803,2.8922,0.6715,-0.5739,3.02
9.865844,2.3407,0.6658,-0.7394,2.54
9.883826,1.8884,0.3703,-0.7826,2.08
9.884181,1.6843,0.2541,-0.8769,1.92
9.90165,1.4836,0.2346,-0.9129,1.76
9.902066,1.2701,0.2032,-1.0417,1.66
9.921876,1.069,0.1063,-1.07,1.52
9.922116,0.819,-0.035,-1.0985,1.37
9.937883,0.6195,-0.1485,-1.1646,1.33
9.956631,0.5255,-0.1498,-1.1643,1.29
9.95677,0.3868,-0.1878,-1.1951,1.27
9.959047,0.2885,-0.2264,-1.1628,1.22
9.969034,0.2291,-0.3125,-1.145,1.21
9.982006,0.1714,-0.3426,-1.0717,1.14
9.989736,0.0767,-0.3299,-1.0328,1.09
10.000411,-0.0428,-0.3273,-0.9432,1
10.018878,-0.2284,-0.3283,-0.9176,1
10.019718,-0.3636,-0.2352,-0.8646,0.97
10.037686,-0.5756,-0.0955,-0.8429,1.03
10.039459,-0.7095,0.0573,-0.8376,1.1
10.055988,-0.6618,0.1876,-0.8078,1.06
10.074313,-0.3589,0.0429,-0.7522,0.83
10.074445,-0.0141,-0.6236,-0.6182,0.88
10.092503,0.3684,-1.5507,-0.4852,1.67
10.092614,1.0262,-2.3408,-0.2943,2.57
10.100652,1.7056,-2.8341,-0.1499,3.31
10.114711,2.3162,-3.0863,-0.0835,3.86
10.120343,2.693,-3.1828,-0.1162,4.17
10.133915,3.0279,-3.1824,-0.2315,4.4
10.140928,3.2278,-2.9961,-0.4491,4.43
10.153113,3.2978,-2.6171,-0.7998,4.29
10.171091,3.0451,-2.0837,-1.3909,3.94
10.171296,2.4048,-1.456,-2.2139,3.58
10.189139,1.841,-0.8474,-2.9915,3.61
10.190897,1.3019,-0.4266,-3.5052,3.76
10.208073,0.7663,-0.0359,-3.8796,3.95
10.225706,0.2359,0.2759,-4.6328,4.65
10.226152,-0.4531,0.2254,-5.3985,5.42
10.244124,-1.0198,-0.1429,-4.9321,5.04
10.244489,-1.3568,-0.7237,-3.3108,3.65
10.261768,-1.5954,-1.2658,-0.904,2.23
10.261894,-1.7822,-1.8015,1.1583,2.79
10.271827,-1.9338,-2.2632,2.389,3.82
10.286443,-2.1078,-2.8099,3.3023,4.82
10.291406,-2.2197,-3.3184,3.6718,5.42
10.303763,-2.6747,-3.7566,4.0764,6.15
10.321683,-2.9459,-4.0151,4.3156,6.59
10.321927,-3.2329,-3.9755,4.2312,6.65
10.339734,-3.5106,-3.6629,4.2556,6.62
10.341665,-3.4851,-2.8604,4.0432,6.06
10.35744,-3.3578,-1.8477,4.039,5.57
10.3831,-2.8596,-0.9258,3.9822,4.99
10.400957,-1.7466,1.0018,4.2601,4.71
10.418973,-1.0757,1.3118,4.4939,4.8
10.422566,-0.7639,1.1327,4.4162,4.62
10.436883,-0.3726,0.7304,4.3373,4.41
10.454771,-0.2344,0.4615,3.9687,4
10.472474,0.0037,0.1878,2.2623,2.27
10.484016,-0.5866,0.5115,1.0547,1.31
10.497456,-1.4395,0.8521,1.1101,2.01
10.503083,-2.1454,1.1636,1.1989,2.72
10.517485,-2.9338,1.3868,1.064,3.42
10.523724,-3.5188,1.5348,1.1449,4.01
10.537192,-3.8376,1.5727,1.3332,4.36
10.555078,-4.0501,1.665,1.5112,4.63
10.555464,-4.1544,1.6741,1.5196,4.73
10.572998,-3.8014,1.4645,1.5739,4.37
10.573673,-3.2807,1.324,1.5574,3.87
10.590987,-2.674,1.1953,1.4994,3.29
10.6085,-2.121,1.1773,1.3872,2.79
10.62439,-0.8414,1.2324,0.9007,1.74
10.634008,-0.3528,0.9804,0.5019,1.16
10.649167,0.1942,0.4918,-0.3894,0.66
10.6542,1.008,-0.1386,-1.5883,1.89
10.667547,2.0745,-0.8891,-3.3561,4.04
10.675111,3.3361,-1.6686,-4.3423,5.72
10.685385,4.1217,-2.3308,-2.7961,5.5
10.703584,4.4724,-2.8334,-0.8373,5.36
10.704854,4.3856,-2.9323,-0.069,5.28
10.721436,3.5837,-1.9935,-0.3512,4.12
10.72494,2.7677,-0.7599,-0.442,2.9
10.739254,2.3013,0.186,-0.3272,2.33
10.757198,2.1719,0.7308,-0.298,2.31
10.757557,2.277,0.8774,-0.3619,2.47
10.77528,2.407,0.8494,-0.0759,2.55
10.775648,2.3529,0.9416,0.9897,2.72
10.792913,2.0108,1.3013,2.7831,3.67
10.795814,1.2262,1.5767,4.3849,4.82
10.80614,-0.1752,0.6625,4.4869,4.54
10.815754,-0.9273,-1.1694,3.7569,4.04
10.82623,-1.0195,-2.9157,2.7496,4.14
10.835809,-0.8315,-4.1857,1.7339,4.61
10.851824,-0.5669,-5.4225,0.4782,5.47
10.855873,0.2256,-7.0476,-2.5604,7.5
10.87045,1.4014,-8.705,-7.1054,11.32
10.876688,0.3045,-8.3879,-4.4244,9.49
10.888042,-2.272,-5.1611,-0.1732,5.64
10.9069,-3.6476,-2.0023,1.5239,4.43
10.907115,-4.2782,-0.0223,1.5102,4.54
10.927106,-4.7789,1.4004,1.1436,5.11
10.927462,-5.1144,2.4754,0.6917,5.72
10.936726,-5.2026,3.016,0.4914,6.03
10.947651,-5.2729,3.1096,0.4181,6.14
10.956682,-5.3956,2.8861,0.5289,6.14
10.966867,-5.3955,2.4309,0.7086,5.96
10.984617,-5.2728,1.6801,1.0725,5.64
10.986879,-5.0624,0.7767,1.471,5.33
11.002534,-4.7252,-0.136,1.7836,5.05
11.00699,-4.3175,-0.7379,1.9697,4.8
11.02076,-4.0402,-0.981,1.9736,4.6
11.038839,-3.6096,-1.0147,1.9095,4.21
11.039206,-3.0902,-0.9013,1.8299,3.7
11.056773,-2.5974,-0.7628,1.7892,3.24
11.057441,-2.1605,-0.5593,1.7134,2.81
11.074812,-1.909,-0.3118,1.6332,2.53
11.092437,-1.6391,-0.1276,1.4654,2.2
11.107746,-1.1527,0.3605,1.3497,1.81
11.117334,-1.0881,0.4329,1.3653,1.8
11.132901,-0.9353,0.4637,1.3615,1.72
11.137676,-0.7016,0.3988,1.3735,1.59
11.152476,-0.4153,0.2969,1.3323,1.43
11.166383,-0.0779,0.152,1.1856,1.2
11.175014,0.2456,-0.0367,1.0084,1.04
11.195681,0.5062,-0.267,0.8649,1.04
11.208526,1.3524,-0.715,0.2164,1.55
11.218677,1.568,-0.6211,0.0212,1.69
11.233503,1.6602,-0.4336,-0.1411,1.72
11.23898,1.8655,-0.2846,-0.3555,1.92
11.258007,2.0864,-0.1026,-0.6586,2.19
11.258287,2.1661,0.0447,-0.816,2.32
11.272854,2.3338,0.111,-0.9708,2.53
11.290771,2.508,0.1973,-1.0994,2.75
11.290877,2.6752,0.3596,-1.2091,2.96
11.308849,2.78,0.4923,-1.2381,3.08
11.309047,2.8038,0.5626,-1.2704,3.13
11.319236,2.8235,0.582,-1.2701,3.15
11.331355,2.7773,0.5193,-1.1647,3.06
11.339295,2.5036,0.4588,-1.1025,2.77
11.350141,2.1216,0.4519,-1.1068,2.44
11.359709,1.7544,0.4807,-1.0568,2.1
11.36974,1.423,0.4865,-1.0216,1.82
11.38723,1.1801,0.5,-1.0053,1.63
11.390411,0.9962,0.4941,-0.9924,1.49
11.404858,0.7695,0.5009,-1.0062,1.36
11.422921,0.5204,0.4469,-1.0701,1.27
11.423031,0.2956,0.3874,-1.0885,1.19
11.440584,0.1264,0.3583,-1.0773,1.14
11.441304,-0.0012,0.329,-1.0604,1.11
11.45857,-0.0873,0.3018,-1.045,1.09
11.476319,-0.0338,0.2786,-1.0167,1.05
11.494107,0.0476,0.0611,-0.8093,0.81
11.511607,0.0235,-0.3956,-0.5721,0.7
11.5117,-0.1349,-0.6933,-0.4407,0.83
11.520752,-0.3778,-0.8435,-0.3107,0.98
11.532606,-0.5953,-0.8338,-0.0583,1.03
11.540791,-0.6338,-0.7809,0.3141,1.05
11.551248,-0.5734,-0.658,0.4227,0.97
11.568432,-0.4691,-0.3847,0.4251,0.74
11.571268,-0.3985,-0.1233,0.4136,0.59
11.586943,-0.3061,-0.3184,0.5059,0.67
11.591907,-0.0183,-0.9112,0.7104,1.16
