# Target Sample Rate: 100 Hz,,,,
# Max Device Sample Rate: 400 Hz,,,,
# Recording started at: 2026-02-07 14:10:19.081,,,,
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.520519,-0.6001,1.508,0.7193,1.78
0.530803,-0.494,1.88,0.6068,2.04
0.546712,-0.2985,1.8692,0.6848,2.01
0.551235,-0.1828,1.7263,0.6746,1.86
0.562904,0.0269,1.1645,0.6602,1.34
0.571669,-0.0008,1.3849,0.4558,1.46
0.581558,-0.157,1.4164,-0.0785,1.43
0.596122,-0.529,1.0405,-0.7558,1.39
0.601319,-1.2198,2.4823,-1.7838,3.29
0.612324,-1.5313,2.9644,-1.8355,3.81
0.621943,-1.6552,3.5277,-1.3637,4.13
0.631521,-2.1075,4.179,-0.8655,4.76
0.64657,-1.8452,4.5526,-0.7019,4.96
0.651597,-1.7533,4.7956,-0.5545,5.14
0.662985,-0.4847,3.4927,-0.2924,3.54
0.672144,0.0821,1.2135,0.075,1.22
0.682033,0.8459,-1.6764,0.5429,1.95
0.695893,1.374,-4.8481,1.0225,5.14
0.701949,1.9303,-7.7543,1.2938,8.1
0.712731,2.1812,-10.2254,1.3496,10.54
0.722916,2.2241,-12.2682,1.4628,12.55
0.732195,1.8865,-12.767,1.2196,12.96
0.747049,1.0195,-9.8487,0.9646,9.95
0.752313,0.969,-5.7395,0.4481,5.84
0.764068,1.1303,-2.6283,-0.0224,2.86
0.772734,1.1143,-0.3816,-0.3204,1.22
0.78289,1.019,1.0535,-0.4137,1.52
0.796198,0.921,2.1195,-0.3063,2.33
0.802549,0.8892,2.8866,-0.1881,3.03
0.816315,0.8164,3.0906,-0.0949,3.2
0.823275,0.5799,2.1396,0.0314,2.22
0.833195,0.3635,0.845,0.027,0.92
0.845785,0.235,-0.0825,-0.0115,0.25
0.853686,0.0537,-0.5976,-0.1992,0.63
0.863611,-0.0316,-0.8694,-0.3854,0.95
0.874248,-0.0832,-0.8013,-0.587,1
0.88357,-0.0206,-0.4673,-0.7063,0.85
0.896599,0.0845,-0.1377,-0.7071,0.73
0.903627,0.2356,0.1205,-0.7509,0.8
0.913455,0.4085,0.2218,-0.7493,0.88
0.923562,0.5923,0.2708,-0.6479,0.92
0.933752,0.6989,0.2875,-0.514,0.91
0.947224,0.8223,0.1535,-0.334,0.9
0.953803,0.8758,-0.0275,-0.2411,0.91
0.963829,0.9547,-0.2182,-0.0102,0.98
0.979405,1.0442,-0.4109,0.0024,1.12
0.984096,1.1008,-0.6216,-0.1016,1.27
0.995908,1.2629,-0.6879,-0.1413,1.45
1.004784,1.475,-0.7892,-0.2089,1.69
1.014369,1.7972,-0.9569,-0.276,2.05
1.028809,2.0909,-1.1707,-0.3683,2.42
1.034602,2.3674,-1.3685,-0.4517,2.77
1.046388,2.5441,-1.4941,-0.5189,3
1.055236,2.7623,-1.5055,-0.5662,3.2
1.064539,2.9486,-1.3572,-0.6298,3.31
1.080528,3.0412,-0.9463,-0.6758,3.26
1.085326,3.1819,-0.4168,-0.6871,3.28
1.098941,3.2044,0.1167,-0.7494,3.29
1.104653,3.2033,0.5111,-0.9258,3.37
1.119029,3.1208,0.7314,-1.314,3.46
1.132445,3.1786,0.7538,-1.9673,3.81
1.147063,3.0299,0.1915,-3.6766,4.77
1.155665,2.5294,-0.1267,-5.389,5.95
1.165283,1.604,-0.2905,-6.7995,6.99
1.180512,0.8545,-0.3347,-5.4404,5.52
1.188898,0.4701,-0.5247,-2.9812,3.06
1.197672,-0.1495,-0.945,-1.2102,1.54
1.205342,-0.7168,-1.482,0.0955,1.65
1.215637,-1.059,-2.2092,0.7338,2.56
1.229088,-1.6632,-3.0453,1.8163,3.92
1.235946,-2.1521,-3.5699,2.5752,4.9
1.246513,-2.6155,-4.1435,2.9347,5.71
1.256496,-3.0909,-4.7569,3.2027,6.51
1.266373,-3.5603,-5.0035,3.7053,7.17
1.279587,-3.951,-4.6923,4.3212,7.5
1.286311,-4.1892,-3.8388,4.6867,7.37
1.296404,-3.8482,-2.6942,4.5945,6.57
1.307452,-3.6047,-1.6834,4.3892,5.92
1.316394,-3.3094,-0.6927,4.8694,5.93
1.329602,-3.602,0.2111,5.6736,6.72
1.336332,-3.2547,1.0474,5.7319,6.67
1.346704,-2.8548,1.6492,4.6958,5.74
1.357161,-2.6384,2.1303,3.3099,4.74
1.366906,-2.1238,2.2177,2.2291,3.79
1.380953,-1.5784,2.0406,1.4678,2.97
1.387459,-0.7663,1.4763,-0.0004,1.66
1.397181,0.097,0.7646,-1.7075,1.87
1.407636,0.5023,0.4901,-2.2635,2.37
1.417046,0.4816,0.4424,-1.9142,2.02
1.428892,0.2098,0.43,-0.4803,0.68
1.43787,0.1959,0.2753,0.6049,0.69
1.447313,0.1423,0.0566,1.1215,1.13
1.457544,0.0585,-0.1149,1.1202,1.13
1.467481,-0.5808,0.0732,0.7923,0.99
1.48518,-1.5862,0.4815,0.5272,1.74
1.487665,-1.9776,0.8123,0.7146,2.25
1.499919,-1.9717,1.137,1.0661,2.51
1.508057,-1.9999,1.351,1.3429,2.76
1.518052,-2.0163,1.5148,1.4841,2.93
1.529951,-1.9683,1.6204,1.5507,2.98
1.538651,-1.8246,1.6823,1.5804,2.94
1.548258,-1.519,1.6845,1.6949,2.83
1.564486,-1.1215,1.709,1.7682,2.7
1.56833,-0.7233,1.7557,1.6534,2.52
1.58074,-0.2559,1.6865,1.2346,2.11
1.589065,0.3483,1.5433,0.7271,1.74
1.59871,0.8752,1.3085,0.1955,1.59
1.613285,1.3367,0.9799,-0.2589,1.68
1.61928,1.7381,0.5046,-0.5857,1.9
1.629297,2.0679,-0.0308,-0.8864,2.25
1.639076,2.2242,-0.6136,-1.0595,2.54
1.64882,2.3694,-1.0772,-1.1676,2.85
1.663609,2.4812,-1.4065,-1.3318,3.15
1.668993,2.4695,-1.4356,-1.6135,3.28
1.679875,2.266,-1.1251,-1.9686,3.21
1.689414,2.0819,-0.6509,-2.0745,3.01
1.699188,1.7719,-0.1322,-1.882,2.59
1.713074,1.4345,0.3781,-1.503,2.11
1.719275,1.1464,0.7413,-0.9949,1.69
1.729529,0.8446,0.5392,-0.5574,1.15
1.740121,0.4899,-0.5552,-0.3905,0.84
1.749487,0.1146,-2.3532,-0.1743,2.36
1.763675,0.156,-4.2492,-0.244,4.26
1.769639,0.6969,-5.7642,-0.5094,5.83
1.779915,1.2019,-6.6253,-0.6587,6.77
1.79058,1.3187,-6.1463,-0.1861,6.29
1.799749,0.2225,-3.8256,0.7302,3.9
1.812735,-1.339,-1.5074,1.0083,2.25
1.819975,-2.5341,0.0311,0.9356,2.7
1.830177,-3.4099,1.107,0.6987,3.65
1.840504,-4.2105,1.7991,0.4816,4.6
1.850414,-4.8062,1.9284,0.4625,5.2
1.863459,-5.0285,1.6352,0.6592,5.33
1.871062,-4.79,0.5555,0.8976,4.9
1.880468,-4.5002,-0.4934,1.1534,4.67
1.891206,-4.2121,-1.1468,1.3309,4.56
1.90049,-4.2015,-1.5924,1.5619,4.76
1.912791,-4.1145,-1.8715,1.824,4.87
1.921354,-4.0507,-1.6859,1.9548,4.8
1.943225,-3.8753,-0.7381,1.8828,4.37
1.965606,-3.0946,1.4307,1.8485,3.88
1.971316,-2.7385,1.3248,1.924,3.6
1.981776,-2.3026,0.9817,2.0309,3.22
1.996349,-1.9174,0.6154,2.1013,2.91
2.003342,-1.52,0.2362,2.1392,2.63
2.012989,-1.1357,-0.0753,2.2967,2.56
2.021785,-0.8507,-0.38,2.4034,2.58
2.031537,-0.4053,-0.6189,2.5527,2.66
2.046491,-0.108,-0.7822,2.4997,2.62
2.051627,0.1648,-0.8591,2.3892,2.54
2.062763,0.3295,-0.8243,2.345,2.51
2.071642,0.4983,-0.6998,2.1099,2.28
2.082006,0.6329,-0.5427,1.725,1.92
2.098185,0.8005,-0.308,1.28,1.54
2.102356,0.8713,-0.0393,0.9337,1.28
2.114097,0.9542,0.1742,0.5622,1.12
2.122374,1.0273,0.2498,0.3527,1.11
2.132076,1.1802,0.2881,0.0862,1.22
2.146342,1.2926,0.2622,-0.1493,1.33
2.152459,1.4861,0.2274,-0.4128,1.56
2.162933,1.5674,0.2429,-0.5684,1.68
2.173388,1.6565,0.242,-0.854,1.88
2.182655,1.7927,0.1407,-1.143,2.13
2.196633,2.0484,0.0211,-1.5114,2.55
2.203157,2.2032,-0.0474,-1.6105,2.73
2.21316,2.3219,-0.0433,-1.7071,2.88
2.22358,2.3751,0.0542,-1.8467,3.01
2.233178,2.3103,0.2941,-1.8846,3
2.246819,2.134,0.4823,-1.8583,2.87
2.253569,1.8721,0.6304,-1.7441,2.64
2.263496,1.7026,0.7022,-1.5418,2.4
2.273752,1.5864,0.645,-1.3217,2.16
2.283244,1.4817,0.5831,-1.1049,1.94
2.296634,1.3758,0.509,-0.8753,1.71
2.303826,1.2556,0.4424,-0.685,1.5
2.314688,1.1051,0.3571,-0.5815,1.3
2.324621,0.8946,0.2503,-0.5279,1.07
2.334082,0.6677,0.1506,-0.5249,0.86
2.346575,0.4853,0.1137,-0.5152,0.72
2.354474,0.3675,0.1073,-0.5176,0.64
2.364339,0.3076,0.1028,-0.5076,0.6
2.37436,0.3052,0.0836,-0.4928,0.59
2.384274,0.3189,0.0968,-0.4582,0.57
2.396673,0.2843,0.0844,-0.3696,0.47
2.404906,0.2954,0.0668,-0.2909,0.42
2.414815,0.2192,0.0057,-0.2269,0.32
2.425023,0.1086,-0.0782,-0.1284,0.19
2.434858,0.0453,-0.2367,0.0435,0.24
2.446925,0.0247,-0.4411,0.3012,0.53
2.455323,-0.0734,-0.6456,0.6771,0.94
2.465003,-0.1694,-0.8548,1.0807,1.39
2.480693,-0.0769,-1.2984,1.4499,1.95
2.485243,0.1905,-1.8389,1.7568,2.55
2.497057,0.4104,-2.4238,2.1112,3.24
2.505361,0.6027,-2.6763,2.384,3.63
2.515195,0.7013,-2.5903,2.5905,3.73
2.529814,0.9051,-2.4614,2.6009,3.69
2.535214,1.0854,-2.1598,2.5122,3.49
2.545971,1.1814,-1.7138,2.2909,3.1
2.555837,1.2765,-1.3842,1.9428,2.71
2.565484,1.3568,-1.3131,1.3028,2.29
2.579398,1.3832,-1.3585,0.7751,2.09
2.585954,1.2245,-1.4431,0.0727,1.89
2.596757,1.1041,-1.4684,-0.5978,1.93
2.606248,1.0266,-1.4142,-1.2875,2.17
2.615805,0.9007,-1.3283,-2.4581,2.94
2.630103,0.7366,-1.2387,-4.7615,4.97
2.635878,0.7708,-1.2559,-10.5402,10.64
2.646549,0.5072,-1.1516,-14.3877,14.44
2.656424,-0.4922,-0.2262,-11.7116,11.72
2.6662,-1.2873,0.0886,-7.0719,7.19
2.68015,-1.6878,-0.4913,-3.054,3.52
2.686569,-1.8659,-1.3774,-1.2641,2.64
2.696723,-1.961,-2.3644,0.0815,3.07
2.70694,-2.167,-3.0093,1.4593,3.99
2.716641,-2.5718,-3.6074,2.4882,5.08
2.729937,-3.1997,-4.1082,3.7148,6.4
2.73672,-3.4715,-4.5151,4.1744,7.06
2.747252,-3.8016,-4.8757,4.5721,7.69
2.757702,-3.9639,-4.8026,4.4231,7.64
2.769235,-4.2307,-4.3263,4.2211,7.38
2.780463,-4.2214,-3.289,4.0155,6.69
2.78708,-3.9573,-2.0989,3.9358,5.96
2.798488,-3.9855,-1.02,4.0368,5.76
2.807227,-4.1129,-0.1254,4.1886,5.87
2.817562,-3.9973,0.657,4.2783,5.89
2.830325,-3.9007,1.0664,4.6118,6.13
2.837997,-3.6367,1.6915,5.1803,6.55
2.847814,-3.2479,2.0345,5.4207,6.64
2.858647,-3.0137,2.2756,5.1998,6.43
2.868001,-2.7669,2.3099,4.6002,5.84
2.881848,-2.3992,2.1924,3.7921,4.99
2.888293,-1.788,1.7891,2.7283,3.72
2.89841,-1.0139,1.1427,1.9595,2.48
2.908555,-0.3173,0.7611,0.9869,1.29
2.918215,0.4148,0.4115,-0.4963,0.77
2.929286,0.9985,0.1866,-2.013,2.25
2.938475,1.3678,0.3163,-2.2047,2.61
2.948273,1.2544,0.7347,-1.4396,2.05
2.963507,0.6613,1.1375,-0.1192,1.32
2.98009,-1.8565,1.6215,2.0157,3.18
2.988525,-2.385,1.67,2.1946,3.65
2.998654,-2.736,1.5692,2.0203,3.75
3.013459,-2.8417,1.5099,1.8359,3.7
3.018896,-2.7582,1.4479,1.7677,3.58
3.029912,-2.5819,1.3695,1.7898,3.43
3.039655,-2.4237,1.3067,1.7283,3.25
3.049369,-1.9324,1.3052,1.5596,2.81
3.063513,-1.2671,1.3139,1.3238,2.25
3.069047,-0.6318,1.186,0.8218,1.58
3.079756,0.127,0.9638,0.0282,0.97
3.093114,1.0781,0.534,-0.7206,1.4
3.109948,2.1398,-0.1339,-1.5358,2.64
3.110168,3.2327,-1.0554,-1.8049,3.85
3.119519,4.1338,-1.9962,-1.756,4.91
3.134588,4.6804,-2.5966,-1.3498,5.52
3.139893,4.9139,-2.7361,-1.1155,5.73
3.150193,4.864,-2.4272,-1.2056,5.57
3.168423,4.6926,-1.4732,-1.7518,5.22
3.169958,4.4688,-0.5034,-2.1479,4.98
3.183446,4.2672,0.2846,-2.0925,4.76
3.190543,3.7802,0.8874,-1.7394,4.25
3.200042,2.7005,1.3659,-1.0416,3.2
3.213356,1.4517,1.1296,0.149,1.85
3.220488,0.4438,-0.405,0.8834,1.07
3.230501,-0.2559,-2.5211,1.3192,2.86
3.240736,-0.4821,-4.3845,1.3908,4.62
3.250547,-0.107,-5.6658,1.1387,5.78
3.263359,0.4669,-6.6662,0.3577,6.69
3.270811,1.4005,-7.1615,-2.4621,7.7
3.280923,1.2193,-5.514,-3.8122,6.81
3.290995,-0.8247,-2.7414,-2.5014,3.8
3.300683,-3.233,-0.4196,0.0004,3.26
3.314144,-4.4014,1.1205,1.2032,4.7
3.321852,-5.0102,2.0237,1.1797,5.53
3.331643,-5.4524,2.3869,0.8857,6.02
3.34158,-5.6962,2.2731,0.7382,6.18
3.351667,-5.7282,1.6078,0.6886,5.99
3.365221,-5.6632,0.6131,0.8339,5.76
3.372182,-5.5402,-0.3298,1.1526,5.67
3.381831,-5.4377,-1.2333,1.4687,5.77
3.397692,-5.2669,-2.1119,1.8064,5.96
3.401746,-5.0537,-2.7403,2.0901,6.12
3.413976,-4.8965,-2.7377,2.2585,6.05
3.42177,-4.5821,-1.7336,2.2736,5.4
3.432584,-4.2671,-0.3958,2.1844,4.81
3.447853,-4.1701,0.3896,2.0561,4.67
3.452145,-4.0292,0.9062,2.0547,4.61
3.464869,-3.7533,1.0661,2.0641,4.41
3.472504,-3.5506,0.9083,2.1151,4.23
3.482619,-3.158,0.5796,2.1729,3.88
3.497855,-2.744,0.1923,2.2452,3.55
3.502623,-2.3385,-0.1038,2.2703,3.26
3.514608,-1.999,-0.319,2.2083,3
3.523009,-1.7609,-0.5095,2.1117,2.8
3.532908,-1.3638,-0.6674,1.9943,2.51
3.547471,-1.0439,-0.7406,1.9861,2.36
3.552782,-0.7383,-0.7255,1.9796,2.23
3.563793,-0.5607,-0.6541,1.9503,2.13
3.573782,-0.3446,-0.551,1.8504,1.96
3.582843,-0.0229,-0.3625,1.6411,1.68
3.59809,0.3498,-0.171,1.2499,1.31
3.603258,0.647,-0.0329,0.8966,1.11
3.614541,0.8751,-0.0034,0.6683,1.1
3.623279,1.2337,-0.0634,0.4136,1.3
3.633386,1.5763,-0.1331,0.2192,1.6
3.647695,2.0242,-0.2366,-0.1073,2.04
3.653337,2.2803,-0.3109,-0.2375,2.31
3.664111,2.5162,-0.3973,-0.5247,2.6
3.673979,2.7811,-0.42,-0.9316,2.96
3.683855,2.949,-0.454,-1.2703,3.24
3.698652,3.0738,-0.4033,-1.61,3.49
3.703886,3.1855,-0.2417,-1.8568,3.7
3.714398,3.263,-0.0804,-1.8854,3.77
3.724596,3.3147,0.1575,-1.9055,3.83
3.73431,3.3227,0.5775,-1.8575,3.85
3.747829,3.2853,0.926,-1.8556,3.89
3.754943,3.1262,1.1861,-1.7675,3.78
3.764431,2.8985,1.1733,-1.6333,3.53
3.775432,2.7036,1.0054,-1.5147,3.26
3.784477,2.5401,0.7692,-1.3687,2.99
3.797928,2.3692,0.4985,-1.2626,2.73
3.804439,2.1394,0.1944,-1.1733,2.45
3.815253,1.9049,-0.1484,-1.076,2.19
3.832806,1.5966,-0.3168,-0.9988,1.91
3.835294,1.2831,-0.2677,-0.9244,1.6
3.855012,1.1003,-0.2266,-0.8493,1.41
3.871235,0.9065,-0.2281,-0.7139,1.18
3.885936,0.7883,-0.2034,-0.6437,1.04
3.88641,0.5674,-0.2267,-0.596,0.85
3.899853,0.2808,-0.2456,-0.5505,0.67
3.905127,0.0239,-0.2913,-0.4402,0.53
3.915213,-0.084,-0.4201,-0.3575,0.56
3.931062,-0.2468,-0.6602,-0.2039,0.73
3.935303,-0.3452,-0.8488,-0.0756,0.92
3.946875,-0.5101,-1.0316,0.1026,1.16
3.955907,-0.5397,-1.1294,0.3525,1.3
3.965539,-0.3757,-1.6757,0.7287,1.87
3.980319,-0.057,-2.2809,1.2545,2.6
3.985649,0.2184,-2.5566,1.3933,2.92
3.997366,0.4257,-2.5155,1.4431,2.93
4.006406,0.6399,-2.3283,1.6479,2.92
4.015963,0.683,-1.9515,1.7431,2.7
4.030699,0.7657,-1.5409,1.5448,2.31
4.036007,0.9699,-1.2693,1.2066,2
4.047137,1.2244,-1.2898,0.769,1.94
4.056687,1.3561,-1.3319,0.2492,1.92
4.066561,1.4649,-1.4181,-0.3264,2.06
4.080907,1.3918,-1.3659,-1.0396,2.21
4.08639,1.2155,-1.116,-1.8394,2.47
4.097876,0.9842,-0.7729,-3.3559,3.58
4.107074,0.674,-0.4959,-5.9242,5.98
4.117535,0.4286,-0.6206,-11.9287,11.95
4.141996,-0.2925,-0.7312,-13.688,13.71
4.142565,-0.8559,-0.4538,-9.2559,9.31
4.149563,-1.0841,-0.984,-4.7634,4.98
4.157349,-1.6262,-1.5137,-1.5744,2.72
4.16708,-1.6574,-2.1292,-0.1789,2.7
4.181517,-1.9123,-2.5084,1.5979,3.54
4.187233,-2.3355,-2.8072,3.0228,4.74
4.197292,-2.5871,-3.1981,3.432,5.36
4.207662,-2.9601,-3.7144,4.0238,6.22
4.217952,-3.3185,-4.1658,4.3768,6.89
4.233526,-3.477,-4.3985,4.3379,7.09
4.237454,-3.4894,-4.2845,3.9772,6.81
4.249617,-3.6708,-3.4887,4.0522,6.49
4.258011,-3.4777,-2.3012,3.8331,5.66
4.267529,-3.247,-1.2315,3.9559,5.26
4.281676,-3.2402,-0.3706,4.0176,5.17
4.28814,-3.1886,0.414,4.1419,5.24
4.298101,-3.051,0.902,4.6654,5.65
4.31407,-2.7594,1.1879,4.7405,5.61
4.318103,-2.6277,1.4002,4.3302,5.26
4.330756,-2.6666,1.5878,3.7419,4.86
4.338279,-2.3886,1.6101,3.232,4.33
4.348066,-2.0945,1.408,2.6946,3.69
4.363299,-1.7669,0.9726,1.9334,2.79
4.368362,-1.4082,0.5038,1.0123,1.81
4.379914,-1.1595,0.186,0.1151,1.18
4.38864,-1.0103,0.0476,-0.2374,1.04
4.398824,-1.3015,0.0299,-0.461,1.38
4.413432,-2.3106,0.309,-0.4774,2.38
4.41918,-3.2703,0.6461,0.0704,3.33
4.430595,-3.7607,0.896,0.7852,3.94
4.438712,-4.1326,1.1251,1.2189,4.45
4.44915,-4.3781,1.3895,1.5147,4.84
4.467912,-4.5752,1.6473,1.6237,5.13
4.469407,-4.2826,1.9104,1.687,4.98
4.484527,-3.7141,2.0252,1.6157,4.53
4.489463,-3.052,1.8271,1.4281,3.83
4.49983,-2.2153,1.5169,1.4581,3.06
4.515132,-1.2238,1.1708,1.434,2.22
4.519984,-0.3237,0.8895,1.2475,1.57
4.531855,0.4532,0.7674,0.6743,1.12
4.540021,1.0662,0.6695,-0.0243,1.26
4.550152,1.6458,0.5163,-0.6824,1.85
4.564261,2.3221,0.2451,-1.3534,2.7
4.570416,3.1595,-0.2892,-1.9553,3.73
4.581593,3.9836,-1.0165,-2.033,4.59
4.590312,4.6664,-1.8784,-1.426,5.23
4.600513,5.0718,-2.6251,-0.6554,5.75
4.615573,5.2655,-2.78,-0.3872,5.97
4.620266,5.2191,-2.1886,-0.6569,5.7
4.633126,4.8218,-0.9977,-1.3716,5.11
4.640245,4.4336,-0.1499,-2.1775,4.94
4.651057,3.6895,0.328,-2.6916,4.58
4.664854,2.7224,0.1523,-2.3259,3.58
4.682279,1.6744,-1.0775,-1.6424,2.58
4.682393,0.7952,-2.7338,-1.0423,3.03
4.690976,0.1821,-4.0191,-0.6609,4.08
4.700933,-0.1866,-4.7069,-0.5082,4.74
4.716024,-0.117,-4.9302,-0.062,4.93
4.721008,-0.3114,-4.3123,0.7638,4.39
4.732682,-1.3509,-2.8408,1.4977,3.48
4.741419,-2.6408,-1.4692,1.1191,3.22
4.751477,-3.6196,-0.3676,0.3208,3.65
4.766776,-4.0486,0.6325,0.1583,4.1
4.771222,-4.2112,1.3933,0.3914,4.45
4.783735,-4.5521,1.8834,0.447,4.95
4.800332,-5.0366,1.9923,0.3957,5.43
4.801534,-5.4077,1.4971,0.3449,5.62
4.81687,-5.4648,0.4564,0.4319,5.5
4.821708,-5.3131,-0.4532,0.6624,5.37
4.832829,-5.2786,-1.195,0.9412,5.49
4.849021,-5.1727,-1.9364,1.178,5.65
4.85201,-4.8371,-2.3788,1.5501,5.61
4.864904,-4.4635,-2.1506,1.8958,5.3
4.871799,-4.0567,-1.1764,1.9998,4.67
4.882151,-3.5329,-0.1356,1.9978,4.06
4.898235,-3.1363,0.6481,1.9062,3.73
4.90225,-2.8093,1.1701,1.809,3.54
4.917688,-2.4456,1.438,1.7339,3.32
4.922612,-2.1029,1.3255,1.709,3.02
4.933818,-1.8078,0.9134,1.7607,2.68
4.949413,-1.5523,0.374,1.8687,2.46
4.952486,-1.0463,-0.188,2.0135,2.28
4.965314,-0.5209,-0.7139,2.083,2.26
4.9731,-0.0243,-1.0263,2.1459,2.38
4.982822,0.3492,-1.1961,2.1404,2.48
4.997701,0.5628,-1.2337,2.0967,2.5
5.00279,0.8323,-1.1087,1.9241,2.37
5.014122,1.0146,-0.8761,1.7182,2.18
5.023443,1.2588,-0.5819,1.4762,2.03
5.03327,1.4293,-0.2979,1.2217,1.9
5.047736,1.4972,0.0195,1.0032,1.8
5.053752,1.6419,0.2806,0.7053,1.81
5.064118,1.8593,0.4251,0.3348,1.94
5.073337,1.9285,0.5106,0.0972,2
5.083387,1.9757,0.5128,-0.3053,2.06
5.097558,1.9557,0.4504,-0.7164,2.13
5.105792,1.947,0.4024,-1.0752,2.26
5.114268,1.975,0.3465,-1.5068,2.51
5.124172,1.9563,0.2849,-1.8265,2.69
5.133918,1.9092,0.2666,-2.0593,2.82
5.147634,1.9632,0.2338,-2.2776,3.02
5.154305,1.9953,0.3442,-2.208,3
5.16444,2.0027,0.4218,-1.9867,2.85
5.181114,1.9414,0.5704,-1.7292,2.66
5.184301,1.8713,0.7313,-1.4122,2.46
5.197414,1.7705,0.7873,-1.1436,2.25
5.204252,1.6615,0.802,-0.8576,2.03
5.216754,1.5634,0.8018,-0.634,1.87
5.234203,1.5155,0.8053,-0.4438,1.77
5.234611,1.4789,0.8435,-0.2587,1.72
5.250757,1.4735,0.8448,-0.1513,1.71
5.254625,1.4132,0.8132,-0.0932,1.63
5.26658,1.3205,0.6474,-0.0905,1.47
5.283192,1.2134,0.4111,-0.0621,1.28
5.285059,1.0761,0.2312,-0.0074,1.1
5.299473,0.9849,0.0721,0.0748,0.99
5.305006,0.9362,-0.0713,0.1428,0.95
5.315774,0.8645,-0.1619,0.1476,0.89
5.332317,0.7831,-0.1701,0.1387,0.81
5.335395,0.7227,-0.1468,0.1591,0.75
5.348938,0.6575,-0.1657,0.2049,0.71
5.355498,0.3641,-0.1667,0.3508,0.53
5.36566,0.1516,-0.195,0.6286,0.68
5.381771,0.0152,-0.2569,0.9461,0.98
5.385743,-0.1581,-0.3856,1.2075,1.28
5.398364,-0.3415,-0.526,1.3346,1.47
5.406453,-0.4746,-0.803,1.5061,1.77
5.41589,-0.5894,-1.3781,1.8876,2.41
5.432002,-0.4133,-2.1264,2.3876,3.22
5.436092,-0.0499,-2.5839,2.7409,3.77
5.449128,0.5081,-2.7658,2.9424,4.07
5.456232,0.9388,-2.7305,2.969,4.14
5.466527,1.09,-2.3714,2.8677,3.88
5.482866,1.1421,-1.8285,2.5821,3.36
5.48655,1.1593,-1.4032,1.9503,2.67
5.499601,1.2004,-1.2731,1.1336,2.08
5.506677,1.132,-1.4213,0.2186,1.83
5.516833,0.9739,-1.5833,-0.6863,1.98
5.533073,0.8083,-1.6496,-1.6157,2.45
5.536846,0.6881,-1.6465,-2.8793,3.39
5.549766,0.6081,-1.52,-4.561,4.85
5.557053,0.4241,-1.3379,-8.3894,8.51
5.567585,0.5081,-1.1363,-12.7669,12.83
